,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Louvain,LPA
0,1,1,4,4,4,4,4,0,0
1,0,0,0,0,0,7,7,2,1
2,0,0,4,4,4,4,4,0,0
3,2,3,3,3,2,2,8,1,2
4,0,0,4,4,4,4,4,0,0
5,2,2,2,2,2,2,2,2,2
6,2,2,2,2,6,7,7,2,1
7,2,2,2,5,5,5,5,2,1
8,0,0,0,5,5,5,5,2,1
9,0,3,3,3,3,3,3,1,3
10,2,3,3,3,3,3,3,1,3
11,2,2,2,2,2,2,2,2,2
12,2,2,2,2,2,2,2,2,2
13,2,2,2,2,2,2,6,1,2
14,2,3,3,3,6,6,6,1,3
15,2,2,2,2,2,2,2,2,2
16,2,2,2,2,2,2,2,2,2
17,2,2,2,2,2,2,2,2,2
18,2,2,2,2,2,2,2,2,2
19,2,2,2,2,2,2,2,2,2
20,2,2,2,2,2,2,2,2,2
21,2,2,2,2,2,2,2,2,2
22,2,2,2,2,2,2,2,2,2
23,2,3,3,3,6,6,6,1,4
24,1,1,1,1,1,1,1,3,4
25,1,1,1,1,6,6,6,1,4
26,2,2,2,2,2,2,2,2,2
27,1,1,1,1,1,1,1,3,5
28,1,1,1,1,1,1,1,2,5
29,1,1,1,1,1,1,1,3,5
30,0,3,3,3,3,3,3,1,3
31,0,3,3,3,3,3,3,1,3
32,0,3,3,3,3,3,3,1,3
33,1,3,3,3,3,3,3,1,4
34,1,1,1,1,1,1,1,3,4
35,0,0,4,4,4,4,4,0,0
36,0,0,0,5,5,5,5,3,1
37,1,1,1,1,1,1,1,3,1
38,1,1,1,1,1,1,1,3,5
39,1,1,1,1,1,1,1,3,5
40,1,1,4,5,1,7,7,3,6
41,0,0,4,5,5,7,7,3,6
42,2,2,4,5,5,7,7,3,6
43,1,1,1,1,1,1,1,3,6
44,1,1,1,1,1,1,1,3,5
45,1,1,1,5,2,2,8,3,2
46,1,1,1,1,1,1,1,3,5
47,1,1,1,1,1,1,1,3,5
48,1,1,1,1,1,1,1,3,5
49,1,1,1,1,1,1,1,3,5
50,1,1,1,1,1,1,1,3,4
51,1,1,1,1,1,1,1,3,4
52,1,1,1,1,1,1,1,3,4
53,1,1,1,1,1,1,1,3,5
54,99,99,99,99,99,99,99,99,99
55,99,99,99,99,99,99,99,99,99
Modularity,0.10919016382593563,0.12189128033324309,0.13617007952362908,0.1330270467158417,0.1249237874128882,0.12653007183521775,0.12243178778227355,0.1427838905883232,0.11039463386962975
NMI,0.36882803492396393,0.58842345726333956,0.67633537292047441,0.68989547593327616,0.62506046904324131,0.62023959055643874,0.69572848226902584,1.0,0.556086560841768
