,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Cluster 10,Cluster 11,Louvain,LPA
0,0,1,1,1,6,6,6,6,6,6,1,0
1,1,3,3,3,1,1,1,8,10,10,1,0
2,0,0,0,0,6,6,6,6,6,6,1,0
3,1,1,3,3,3,3,3,3,1,1,0,1
4,1,1,1,1,1,6,6,6,6,6,1,0
5,1,1,1,1,1,1,1,1,8,6,1,1
6,1,1,3,3,6,7,7,2,10,10,1,0
7,1,1,1,1,1,1,1,1,8,8,1,1
8,0,0,0,5,5,5,5,5,5,5,3,2
9,1,1,1,1,1,1,1,8,1,1,1,1
10,1,1,4,4,1,4,1,1,8,8,1,1
11,0,0,0,5,5,7,7,7,7,7,3,2
12,1,1,4,4,4,4,4,4,4,4,2,3
13,1,3,3,3,3,3,3,3,3,3,0,1
14,1,1,4,4,4,4,4,4,4,4,2,3
15,1,1,4,4,4,4,4,4,4,4,2,3
16,1,1,4,4,4,4,1,1,8,4,1,1
17,1,1,4,4,4,4,4,4,4,4,2,3
18,1,1,4,4,4,4,4,4,4,4,2,3
19,2,2,4,4,4,4,4,4,4,4,2,3
20,1,1,4,4,4,4,4,4,4,4,2,3
21,1,1,4,4,1,1,1,1,10,10,1,0
22,0,1,4,4,4,4,4,4,4,4,2,3
23,0,3,0,3,3,3,8,2,8,8,0,4
24,2,3,3,3,3,3,3,3,3,3,0,5
25,1,1,3,3,3,1,1,8,1,1,1,1
26,2,3,3,3,3,3,3,3,3,3,0,5
27,2,2,2,2,1,1,1,8,1,2,1,4
28,2,3,3,3,3,3,3,3,3,3,0,4
29,2,2,2,2,1,2,2,2,2,2,3,4
30,1,1,1,1,1,1,1,8,1,1,1,1
31,0,0,0,0,0,7,7,7,7,7,3,2
32,1,1,1,1,1,1,1,8,1,1,1,1
33,1,1,1,1,1,1,1,8,1,1,1,1
34,2,2,2,2,2,2,2,9,9,9,3,4
35,2,2,1,1,6,6,6,6,6,6,1,0
36,2,2,2,2,1,1,5,5,5,5,3,4
37,1,1,0,5,5,5,5,5,5,11,3,2
38,1,1,1,1,5,5,5,0,0,11,3,2
39,2,2,2,2,2,2,2,2,2,11,3,2
40,2,3,2,2,2,2,2,9,9,9,3,4
41,0,1,1,5,2,2,2,9,9,9,3,4
42,2,2,2,2,2,2,2,9,9,9,3,4
43,2,3,3,3,3,3,3,3,3,3,0,5
44,2,2,2,2,6,6,8,2,2,2,3,4
45,2,3,3,3,3,3,3,3,3,3,0,5
46,2,2,2,2,6,5,5,2,2,2,3,4
47,1,2,2,5,5,5,5,5,5,5,3,2
48,1,1,4,5,5,5,5,5,5,11,3,2
49,2,2,2,2,6,6,2,2,2,2,3,4
50,2,3,3,3,3,3,3,3,3,3,0,5
51,2,2,2,2,6,6,6,2,2,2,3,4
52,0,0,4,5,2,7,7,7,7,7,3,2
53,2,2,2,2,6,7,7,2,2,2,3,4
54,99,99,99,99,99,99,99,99,99,99,99,99
55,99,99,99,99,99,99,99,99,99,99,99,99
Modularity,0.0659227327352753,0.0826717864640659,0.09791778055801847,0.11928021793090024,0.10701313769696283,0.11256215385658576,0.11402870786591589,0.10713832907388426,0.11017566433637893,0.10649289766503132,0.14413549540861276,0.11762549850468852
NMI,0.15541093517176896,0.36115565904032382,0.49522609719381877,0.61675694813799053,0.63294656574916119,0.6466084649092263,0.73870054438307275,0.70718712616169543,0.69857996085112861,0.63956879164235025,1.0,0.69220210717477548
