,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Cluster 10,Cluster 11,Cluster 12,Louvain,LPA
0,1,1,1,1,1,1,1,1,1,1,1,0,0
1,0,0,0,5,0,7,7,9,9,9,9,2,1
2,2,2,2,2,2,2,8,5,5,8,8,2,2
3,2,2,2,2,6,6,2,2,2,2,2,2,2
4,1,0,0,0,0,0,2,0,10,10,12,0,1
5,1,1,1,1,1,2,1,1,1,1,1,0,2
6,0,0,0,5,6,7,6,9,9,9,9,2,1
7,2,3,3,3,3,3,3,3,3,3,3,1,3
8,2,3,2,2,6,6,6,6,6,6,6,2,2
9,1,1,1,1,1,1,1,1,1,1,1,0,0
10,2,2,2,2,2,2,2,2,2,2,2,2,2
11,1,1,1,1,1,1,1,1,1,1,1,0,0
12,2,2,2,2,6,6,2,2,2,2,2,2,2
13,1,1,1,1,1,1,1,1,1,1,1,0,0
14,2,2,4,5,5,5,5,8,8,5,5,2,4
15,0,0,4,5,5,7,7,7,7,7,7,1,4
16,0,3,3,3,3,3,3,3,3,11,11,1,4
17,0,0,4,5,5,5,5,8,8,5,5,2,4
18,1,1,1,1,1,1,1,1,1,1,1,0,4
19,2,0,2,1,6,6,6,6,6,6,6,2,2
20,2,2,2,5,5,5,5,8,8,8,8,2,4
21,1,1,1,1,1,1,1,1,1,1,1,0,0
22,2,2,0,5,2,5,8,5,5,8,8,2,4
23,0,3,3,3,3,3,3,3,3,3,3,1,3
24,0,3,3,3,3,3,3,3,3,3,3,1,3
25,2,2,2,2,2,2,8,5,5,8,8,2,2
26,0,0,4,5,5,7,7,7,7,7,7,1,4
27,2,2,2,2,6,6,6,6,6,6,6,2,2
28,2,2,2,2,2,2,8,5,5,8,8,2,2
29,0,3,4,4,6,6,6,6,6,6,6,3,2
30,2,2,2,2,6,6,2,2,2,2,2,2,2
31,2,2,2,2,2,2,8,5,5,8,8,2,2
32,2,2,2,2,2,2,8,5,5,8,8,2,2
33,2,3,3,3,3,3,3,3,3,3,3,2,2
34,0,3,4,4,4,4,4,4,4,4,4,3,5
35,1,1,1,1,1,1,1,1,1,1,1,0,0
36,1,1,1,1,1,1,1,1,1,1,1,0,1
37,1,1,1,1,1,1,1,0,10,10,10,0,1
38,0,0,0,0,0,0,0,0,10,11,10,3,1
39,0,3,4,4,4,4,4,9,9,11,11,3,5
40,2,3,4,4,4,4,4,4,4,4,4,3,5
41,0,0,0,0,0,0,0,4,0,4,12,3,1
42,2,2,4,4,4,4,4,4,4,4,4,3,5
43,0,0,4,4,4,4,4,4,4,4,4,3,5
44,2,3,4,4,4,4,4,4,4,4,4,3,5
45,0,0,0,5,5,7,7,7,7,7,7,1,4
46,0,3,3,3,3,3,3,3,3,3,3,1,5
47,0,0,4,0,0,0,0,9,9,0,9,3,1
48,0,3,4,0,0,0,0,4,10,10,12,3,1
49,0,3,3,3,3,3,3,3,3,3,3,1,3
50,0,3,4,4,4,4,4,4,3,3,3,3,5
51,0,0,0,0,0,0,0,0,0,11,11,1,1
52,1,1,1,1,1,1,1,1,1,1,1,0,0
53,0,3,3,3,3,3,3,3,3,3,3,1,5
54,99,99,99,99,99,99,99,99,99,99,99,99,99
55,99,99,99,99,99,99,99,99,99,99,99,99,99
Modularity,0.15836002433872182,0.17270604473238843,0.1713910931527788,0.17075388171358197,0.17221763089748263,0.16876975454047266,0.16415661796701117,0.15947602320349677,0.155044461455609,0.15561240656206576,0.15451379906652005,0.20351734770560986,0.1603331677660592
NMI,0.60359456845395421,0.50605860326203667,0.61488666497728139,0.66962883268189355,0.6309644775079587,0.62284424323366105,0.66010929036148325,0.65356865544565323,0.60979783823789124,0.63183074794201999,0.60251009864533134,1.0,0.48290084338536454
