,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Cluster 10,Cluster 11
0,2,2,4,4,5,5,8,8,8,8
1,0,0,0,0,6,6,6,6,6,6
2,1,1,1,1,1,1,1,1,1,1
3,1,1,1,1,1,1,1,1,1,1
4,2,2,4,5,5,5,8,9,9,9
5,0,0,0,0,0,0,0,9,10,10
6,0,3,3,3,3,3,3,3,3,3
7,1,1,1,1,1,1,1,1,1,1
8,1,1,1,1,1,1,1,1,1,1
9,1,1,1,1,1,1,1,1,1,1
10,1,1,1,1,1,1,1,1,1,1
11,1,1,1,1,1,7,7,7,7,11
12,1,1,1,1,1,1,1,1,1,1
13,0,0,2,2,2,2,2,2,2,2
14,2,2,4,4,4,4,4,4,4,4
15,2,2,2,2,2,2,2,2,2,2
16,2,2,2,2,2,2,2,2,2,2
17,2,2,2,2,2,2,2,2,2,2
18,1,1,1,1,1,2,1,1,2,2
19,2,2,2,2,2,2,2,2,2,2
20,0,0,0,5,5,5,5,9,9,9
21,1,1,1,1,1,1,1,1,1,1
22,2,2,2,2,2,2,2,2,2,2
23,1,3,4,5,5,5,5,5,5,11
24,1,1,1,1,1,1,1,1,1,1
25,1,1,1,1,1,7,7,7,7,11
26,2,3,2,2,2,2,6,2,6,6
27,1,1,1,1,1,7,1,1,1,1
28,0,3,3,3,3,3,3,3,3,3
29,1,3,3,3,3,3,3,3,3,11
30,0,3,3,3,3,3,3,3,3,3
31,0,0,4,5,5,5,5,5,5,5
32,0,3,0,5,5,7,7,5,5,5
33,0,2,4,5,5,5,5,9,9,9
34,1,1,1,1,1,7,7,5,5,11
35,2,2,4,1,1,1,8,8,8,8
36,1,1,1,1,1,1,1,1,1,1
37,1,1,1,1,1,1,1,1,1,1
38,0,3,3,3,3,3,3,3,3,3
39,0,0,3,3,3,3,3,3,3,3
40,2,2,4,4,4,4,4,4,4,4
41,1,1,1,1,1,7,1,1,1,1
42,2,3,4,4,4,4,4,4,4,4
43,2,3,3,3,3,3,3,3,3,3
44,1,1,1,1,4,4,4,4,4,4
45,1,1,1,4,4,4,1,1,4,4
46,1,1,1,1,1,1,1,1,1,1
47,0,0,0,0,0,5,7,7,10,7
48,1,1,1,1,1,7,1,1,1,1
49,1,1,1,1,1,7,1,5,1,1
50,0,3,3,3,3,3,3,3,3,3
51,1,1,1,1,1,7,7,6,6,11
52,1,1,1,5,5,5,5,9,9,9
53,1,1,1,1,1,7,1,1,1,1
54,99,99,99,99,99,99,99,99,99,99
55,99,99,99,99,99,99,99,99,99,99
