,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Cluster 10,Louvain,
0,1,1,1,1,5,5,8,8,8,1,
1,1,1,4,4,4,5,5,5,5,1,
2,1,1,1,1,1,1,1,1,1,1,
3,1,0,4,5,5,5,5,5,5,0,
4,1,1,1,1,5,5,8,8,8,1,
5,1,1,1,1,1,1,1,1,1,1,
6,1,1,1,1,1,1,1,1,1,1,
7,1,1,1,1,1,1,1,1,1,1,
8,2,2,2,2,2,2,2,2,2,3,
9,2,3,3,3,3,3,3,3,3,2,
10,1,1,1,1,1,1,1,1,1,1,
11,1,1,1,1,1,1,2,1,2,1,
12,1,1,1,1,1,1,1,1,1,1,
13,1,1,1,1,1,1,1,1,1,1,
14,1,1,1,1,5,5,5,5,5,1,
15,1,1,1,1,1,1,1,1,1,1,
16,1,1,1,1,1,1,1,1,1,1,
17,1,1,1,1,1,1,1,1,1,1,
18,1,1,1,1,1,1,1,1,1,1,
19,0,0,0,5,5,7,7,7,7,2,
20,1,1,1,1,1,1,1,1,1,1,
21,1,1,1,1,1,1,1,1,1,1,
22,1,1,1,1,1,1,1,1,1,1,
23,1,0,4,5,5,5,5,5,5,0,
24,2,2,4,4,4,4,5,5,2,3,
25,1,1,1,1,1,1,1,1,1,1,
26,0,0,4,4,4,4,4,4,4,1,
27,0,0,0,5,5,7,7,7,7,2,
28,2,2,2,2,2,2,2,2,2,3,
29,2,2,2,2,2,2,2,9,9,3,
30,2,3,3,3,3,3,3,3,3,2,
31,0,3,3,3,3,3,3,3,3,2,
32,2,3,3,3,3,3,3,3,3,2,
33,0,3,3,3,3,3,3,3,3,2,
34,2,2,2,2,2,2,2,9,9,3,
35,1,1,1,1,5,5,8,8,8,1,
36,2,2,2,2,2,2,2,9,2,3,
37,1,3,0,0,2,6,2,2,10,3,
38,2,2,2,2,2,2,2,2,2,3,
39,2,2,2,2,2,2,2,2,2,3,
40,2,2,2,2,6,6,6,6,6,3,
41,0,2,0,0,6,6,6,6,6,3,
42,2,2,2,2,6,6,6,6,6,3,
43,0,0,4,5,6,6,6,6,6,3,
44,2,2,2,2,2,2,2,2,2,3,
45,0,0,4,4,4,4,4,4,4,3,
46,2,2,2,2,2,2,2,2,2,3,
47,2,3,2,2,2,2,2,2,10,3,
48,2,2,2,2,2,2,2,2,2,3,
49,2,2,2,2,2,2,2,2,2,3,
50,2,2,4,4,4,4,4,4,2,3,
51,2,2,2,2,2,2,2,2,2,3,
52,2,2,2,2,2,2,8,9,9,3,
53,2,2,2,2,2,2,2,2,10,3,
54,99,99,99,99,99,99,99,99,99,99,
55,99,99,99,99,99,99,99,99,99,99,
Modularity,0.07049870583840664,0.09385788737063275,0.09553665074639026,0.08943655954273112,0.08329297837181242,0.08137385189040501,0.08242607267853791,0.07559053191567566,0.07461027501989699,0.10695656323529212,
NMI,0.57175447275538693,0.72678891477398855,0.72153275459778954,0.73539782221607208,0.66568812913559616,0.71612258909255111,0.61113364649161006,0.66402656978928665,0.64694218541639081,1.0,
Silhoutte,0.11873853,0.16732022,0.18453056,0.16459564,0.16371021,0.18464781,0.18252822,0.19075336,0.21362861,0.15088079,
