,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Cluster 10
0,0,0,0,0,6,6,6,6,6
1,2,3,2,2,2,7,8,8,8
2,1,3,3,3,3,3,3,3,3
3,1,1,4,4,4,4,4,4,4
4,0,0,0,0,6,6,6,6,6
5,1,1,1,1,1,1,1,1,2
6,2,2,2,2,2,7,8,8,8
7,1,1,4,4,4,4,8,8,8
8,1,1,1,1,1,1,5,9,9
9,1,1,4,4,4,4,4,4,4
10,1,1,4,4,4,4,4,4,4
11,0,0,0,2,2,2,7,7,7
12,1,1,1,1,1,1,1,1,1
13,1,1,4,4,4,4,4,4,4
14,0,0,0,1,1,1,1,1,1
15,1,1,1,1,1,1,1,1,1
16,2,2,2,3,3,3,3,3,3
17,1,1,1,1,1,1,1,1,1
18,1,1,1,1,1,1,1,1,1
19,1,1,1,1,1,1,1,1,1
20,1,3,3,3,3,3,3,3,3
21,1,1,1,1,1,1,1,1,8
22,1,3,3,3,3,3,3,3,3
23,1,1,4,4,4,4,4,4,4
24,2,1,4,4,4,4,4,4,4
25,1,1,1,1,1,1,1,1,1
26,1,1,4,0,4,7,7,7,7
27,2,2,2,2,2,2,2,2,2
28,1,3,3,3,3,3,3,3,3
29,2,2,2,2,2,2,2,2,2
30,1,3,3,3,3,3,3,3,3
31,0,3,3,3,3,3,3,3,3
32,1,3,3,3,3,3,3,3,3
33,1,3,3,3,3,3,3,3,3
34,2,2,2,2,2,0,0,2,10
35,2,2,2,2,6,6,6,2,2
36,2,2,2,2,2,2,2,9,9
37,1,1,4,5,5,0,0,9,10
38,1,1,4,0,0,4,4,9,10
39,2,2,2,2,2,2,2,2,2
40,2,2,2,5,5,5,5,5,5
41,1,1,1,5,5,5,5,5,5
42,2,2,2,5,5,5,5,5,5
43,2,2,2,5,5,5,5,5,5
44,2,2,2,2,2,2,2,2,2
45,2,2,2,5,5,7,7,7,7
46,2,2,2,2,2,2,2,2,2
47,2,2,2,2,2,2,2,2,2
48,2,2,2,2,2,2,2,2,2
49,2,2,2,3,2,3,3,3,2
50,2,2,4,4,4,7,7,7,2
51,2,2,4,4,4,4,4,4,2
52,0,1,4,4,4,4,4,4,4
53,2,2,2,2,2,2,2,2,2
54,99,99,99,99,99,99,99,99,99
55,99,99,99,99,99,99,99,99,99
