,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Louvain,LPA
0,1,3,3,5,5,7,1,0
1,1,3,3,5,5,7,1,0
2,1,3,3,5,5,7,1,0
3,2,2,2,5,5,5,0,1
4,0,3,3,5,5,7,1,0
5,0,0,4,4,4,4,1,2
6,2,3,4,5,5,7,1,0
7,1,3,4,5,5,7,1,0
8,0,0,4,4,4,4,1,2
9,2,2,2,5,5,5,0,1
10,1,1,4,4,4,4,1,2
11,1,1,4,4,4,4,1,2
12,1,1,4,5,5,7,1,2
13,1,1,4,4,4,5,2,3
14,1,3,3,3,3,3,2,3
15,2,3,3,3,3,3,2,3
16,2,3,3,3,3,3,2,3
17,2,3,3,3,3,3,2,3
18,2,3,3,3,3,3,2,3
19,2,3,3,3,3,3,2,3
20,2,3,3,3,3,3,2,3
21,2,2,3,3,3,3,2,3
22,1,1,1,1,1,1,3,4
23,2,2,2,5,5,5,0,1
24,2,2,2,5,5,5,0,1
25,1,1,1,1,1,1,2,5
26,1,1,3,3,3,3,2,3
27,1,1,1,1,1,1,3,4
28,1,1,1,1,1,1,3,6
29,1,1,1,1,1,1,3,4
30,2,2,2,2,2,2,0,7
31,2,2,2,2,2,2,0,7
32,2,2,2,2,2,2,0,7
33,2,2,2,2,2,2,0,7
34,2,2,2,2,2,2,0,7
35,1,3,3,5,5,7,1,5
36,1,1,1,1,1,1,3,8
37,1,1,1,2,6,6,3,8
38,1,1,1,2,6,6,3,8
39,1,1,1,1,1,1,3,6
40,1,1,1,1,1,1,3,8
41,0,0,0,0,2,6,3,8
42,1,1,1,1,1,1,3,5
43,1,1,1,1,1,1,3,4
44,1,1,1,1,1,1,3,6
45,1,1,1,1,1,1,3,6
46,1,1,1,1,1,1,3,6
47,1,1,1,1,1,1,3,6
48,1,1,1,1,1,1,3,6
49,1,1,1,1,1,1,3,6
50,2,2,2,2,2,2,0,5
51,1,1,1,1,1,1,3,4
52,1,1,1,1,1,1,3,4
53,1,1,1,1,1,1,3,4
54,1,1,1,1,1,1,3,4
55,99,99,99,99,99,99,99,99
Modularity,0.08440809508058943,0.15270515603309756,0.2077827734483395,0.19918653635021463,0.20119357657768197,0.2109817326694241,0.24148872360850213,0.15362583186565218
NMI,0.44601049222766087,0.57730481651052235,0.76499262947817159,0.68702800608368719,0.70093610196455558,0.79405077524914336,1.0,0.72744658349023816
