,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Cluster 10,Louvain,LPA
0,1,1,1,1,1,1,1,1,1,0,0
1,0,0,2,2,0,7,7,7,7,0,1
2,1,1,1,1,1,1,1,1,1,0,0
3,1,1,1,5,5,5,5,5,5,0,2
4,0,0,1,1,1,1,1,1,1,0,0
5,1,1,1,1,1,1,1,1,1,0,0
6,0,0,2,2,1,7,7,7,7,0,1
7,0,0,0,5,5,5,8,9,6,0,3
8,0,0,0,0,6,6,2,6,6,2,3
9,0,3,3,5,5,5,3,3,3,1,4
10,1,1,1,5,5,5,5,5,5,0,2
11,2,1,1,1,1,1,1,1,1,0,0
12,1,1,1,5,5,5,5,5,5,0,2
13,1,1,1,5,5,5,5,5,5,0,2
14,2,2,4,4,4,4,4,4,4,0,5
15,1,1,4,4,4,4,4,4,4,0,5
16,1,1,1,4,4,4,4,4,4,0,0
17,1,1,4,4,4,4,4,4,4,0,5
18,1,1,4,4,4,4,4,4,4,0,5
19,0,0,4,4,4,7,8,8,8,0,5
20,1,1,4,4,4,4,4,4,4,0,5
21,1,1,4,4,4,4,7,7,7,0,0
22,1,1,4,4,4,4,4,4,4,0,0
23,1,1,1,5,5,5,5,5,5,0,2
24,1,1,1,5,5,5,5,5,5,0,2
25,1,1,1,5,5,5,5,5,5,0,2
26,1,1,1,1,1,4,5,7,7,0,2
27,2,2,2,2,2,7,8,8,8,0,6
28,2,3,3,3,3,3,3,3,3,1,4
29,2,2,2,2,2,2,8,2,8,2,6
30,2,3,3,3,3,3,3,3,3,1,4
31,2,3,3,3,3,3,3,3,3,1,4
32,2,3,3,3,3,3,3,3,3,1,4
33,2,3,3,3,3,3,3,3,3,1,4
34,2,3,3,3,3,3,3,3,3,1,4
35,2,2,1,1,1,1,1,1,1,0,0
36,2,2,2,2,6,6,2,6,10,2,3
37,1,1,0,0,0,7,7,9,9,2,3
38,2,2,2,2,6,6,8,6,10,2,3
39,2,2,2,2,6,6,2,6,10,2,3
40,2,2,2,2,2,2,6,2,2,2,7
41,0,1,1,0,2,2,6,2,2,2,7
42,2,2,2,2,2,2,6,2,2,2,7
43,2,2,2,2,2,2,6,2,2,2,6
44,2,2,2,2,2,2,6,2,2,2,6
45,2,2,2,2,2,2,6,2,2,2,6
46,2,2,2,2,6,6,2,6,10,2,6
47,1,1,1,0,5,7,7,9,9,2,3
48,2,2,2,2,2,2,6,2,2,2,6
49,2,2,2,2,6,6,2,6,2,2,6
50,2,2,2,2,2,6,2,5,10,2,6
51,0,0,0,0,0,0,5,5,10,2,3
52,1,1,1,1,1,1,1,1,1,0,0
53,2,2,2,2,6,6,2,6,10,2,3
54,99,99,99,99,99,99,99,99,99,99,99
55,99,99,99,99,99,99,99,99,99,99,99
Modularity,0.10749968120729117,0.14619104282594134,0.1519793202972271,0.15750221463746206,0.14993327878230112,0.15440548448128746,0.14603736411125942,0.14956437101040176,0.15200751019800182,0.19552057234987974,0.14390590844617956
NMI,0.26817044872798457,0.52783966668816307,0.55869868325850713,0.59574934263790902,0.55952831561252725,0.60660212258347401,0.55765915309769054,0.59185810092347768,0.62263826260353894,1.0,0.61657084997240541
