,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Cluster 10,Louvain,
0,2,2,4,4,4,6,8,8,8,0,
1,1,3,4,4,3,7,7,9,9,2,
2,0,0,4,4,5,6,8,8,8,0,
3,1,1,3,3,3,3,3,3,3,2,
4,1,1,4,4,1,1,8,8,8,0,
5,1,1,1,4,1,1,1,1,1,0,
6,1,1,3,3,3,3,6,9,9,2,
7,1,1,1,2,1,1,1,1,1,0,
8,0,0,0,5,5,5,5,6,6,1,
9,1,1,4,4,3,3,3,4,4,2,
10,1,1,1,2,1,1,1,1,1,0,
11,0,2,4,5,4,7,7,7,5,2,
12,1,1,1,2,2,2,2,2,2,0,
13,1,3,3,3,3,3,3,3,3,2,
14,1,1,1,2,2,2,2,2,2,0,
15,1,1,1,2,2,2,2,2,2,0,
16,1,1,1,2,1,1,1,1,1,0,
17,1,1,1,2,2,2,2,2,2,0,
18,1,1,1,2,2,2,2,2,2,0,
19,1,1,1,2,2,2,2,2,2,0,
20,0,1,1,2,2,2,2,2,2,0,
21,1,1,1,2,1,1,1,9,9,2,
22,1,1,1,2,2,2,2,2,2,0,
23,2,3,0,1,6,6,6,5,10,1,
24,2,3,3,3,3,3,3,3,3,2,
25,1,1,3,3,3,3,1,1,3,2,
26,2,3,3,3,3,3,3,3,3,2,
27,2,2,2,1,6,6,1,1,10,1,
28,2,3,2,1,3,3,3,1,3,1,
29,2,2,2,1,6,6,6,1,10,1,
30,1,1,4,4,3,3,1,1,3,2,
31,0,0,0,0,0,7,7,7,7,2,
32,1,1,4,4,4,7,7,1,10,2,
33,1,1,4,4,1,1,1,1,7,2,
34,2,2,2,1,6,1,1,1,10,1,
35,2,2,2,4,6,6,8,8,8,0,
36,2,2,2,1,1,1,1,1,6,1,
37,1,1,0,5,5,5,5,6,6,1,
38,1,1,0,4,5,5,5,0,7,1,
39,2,2,2,1,6,6,6,5,10,1,
40,2,3,4,1,4,4,4,4,4,1,
41,1,1,4,5,4,4,4,4,4,1,
42,1,1,4,4,4,4,4,4,4,1,
43,2,3,3,3,3,3,3,3,3,2,
44,2,2,2,1,6,6,6,5,10,1,
45,2,3,3,3,3,3,3,3,3,2,
46,2,2,2,1,6,6,6,5,10,1,
47,1,1,1,5,5,5,5,6,6,1,
48,2,2,2,5,5,5,7,7,5,1,
49,2,2,2,1,6,6,6,1,10,1,
50,2,3,3,3,3,3,3,3,3,2,
51,2,2,2,1,6,6,6,8,10,1,
52,0,0,4,5,4,7,7,7,5,2,
53,2,2,2,1,6,6,6,1,10,1,
54,99,99,99,99,99,99,99,99,99,99,
55,99,99,99,99,99,99,99,99,99,99,
Modularity,0.06409600034109264,0.06985708104357517,0.08857223100108466,0.09838568517790917,0.09684120337028143,0.09807861341332354,0.09172532938212903,0.08826668995102213,0.09197349936076332,0.12975614519441805,
NMI,0.13353212681313981,0.20893711648315824,0.4658813138337502,0.53950390575952945,0.46361274306821332,0.51983297981439591,0.47790038051077766,0.44237747534167454,0.55766005170991628,1.0,
Silhoutte,0.05538277,0.04342645,0.07277796,0.10385994,0.09608718,0.12486057,0.12958789,0.1388352,0.13087082,0.06206804,
