,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Cluster 10
0,2,2,4,4,4,6,8,8,8
1,1,3,4,4,3,7,7,9,9
2,0,0,4,4,5,6,8,8,8
3,1,1,3,3,3,3,3,3,3
4,1,1,4,4,1,1,8,8,8
5,1,1,1,4,1,1,1,1,1
6,1,1,3,3,3,3,6,9,9
7,1,1,1,2,1,1,1,1,1
8,0,0,0,5,5,5,5,6,6
9,1,1,4,4,3,3,3,4,4
10,1,1,1,2,1,1,1,1,1
11,0,2,4,5,4,7,7,7,5
12,1,1,1,2,2,2,2,2,2
13,1,3,3,3,3,3,3,3,3
14,1,1,1,2,2,2,2,2,2
15,1,1,1,2,2,2,2,2,2
16,1,1,1,2,1,1,1,1,1
17,1,1,1,2,2,2,2,2,2
18,1,1,1,2,2,2,2,2,2
19,1,1,1,2,2,2,2,2,2
20,0,1,1,2,2,2,2,2,2
21,1,1,1,2,1,1,1,9,9
22,1,1,1,2,2,2,2,2,2
23,2,3,0,1,6,6,6,5,10
24,2,3,3,3,3,3,3,3,3
25,1,1,3,3,3,3,1,1,3
26,2,3,3,3,3,3,3,3,3
27,2,2,2,1,6,6,1,1,10
28,2,3,2,1,3,3,3,1,3
29,2,2,2,1,6,6,6,1,10
30,1,1,4,4,3,3,1,1,3
31,0,0,0,0,0,7,7,7,7
32,1,1,4,4,4,7,7,1,10
33,1,1,4,4,1,1,1,1,7
34,2,2,2,1,6,1,1,1,10
35,2,2,2,4,6,6,8,8,8
36,2,2,2,1,1,1,1,1,6
37,1,1,0,5,5,5,5,6,6
38,1,1,0,4,5,5,5,0,7
39,2,2,2,1,6,6,6,5,10
40,2,3,4,1,4,4,4,4,4
41,1,1,4,5,4,4,4,4,4
42,1,1,4,4,4,4,4,4,4
43,2,3,3,3,3,3,3,3,3
44,2,2,2,1,6,6,6,5,10
45,2,3,3,3,3,3,3,3,3
46,2,2,2,1,6,6,6,5,10
47,1,1,1,5,5,5,5,6,6
48,2,2,2,5,5,5,7,7,5
49,2,2,2,1,6,6,6,1,10
50,2,3,3,3,3,3,3,3,3
51,2,2,2,1,6,6,6,8,10
52,0,0,4,5,4,7,7,7,5
53,2,2,2,1,6,6,6,1,10
54,99,99,99,99,99,99,99,99,99
55,99,99,99,99,99,99,99,99,99
