,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Louvain,LPA
0,0,0,4,3,4,4,1,0
1,0,3,4,3,6,6,1,0
2,99,99,99,99,99,99,99,99
3,0,3,3,3,4,7,3,1
4,0,0,4,3,4,4,1,0
5,0,0,1,1,6,6,3,0
6,0,3,4,5,6,6,1,0
7,2,2,2,2,2,2,3,2
8,2,2,2,2,2,2,3,2
9,99,99,99,99,99,99,99,99
10,2,2,2,2,2,2,3,2
11,2,2,3,4,3,1,4,3
12,2,2,2,2,2,2,3,2
13,2,2,2,3,4,7,3,1
14,2,2,2,2,2,2,3,2
15,2,2,2,2,2,2,3,2
16,2,2,2,2,2,2,3,2
17,2,2,2,2,2,2,3,2
18,2,2,2,2,2,2,3,2
19,2,2,2,2,2,2,3,2
20,2,2,2,2,2,2,3,2
21,2,2,2,2,6,6,3,0
22,2,2,2,2,2,2,3,2
23,2,3,3,3,4,7,3,1
24,2,3,2,3,4,4,3,1
25,1,1,3,4,4,1,4,3
26,1,1,1,1,1,3,6,4
27,1,1,1,1,1,3,6,4
28,1,1,3,4,3,1,4,3
29,1,1,3,4,3,1,4,3
30,1,1,1,4,1,3,6,3
31,1,1,3,4,3,1,4,3
32,1,1,3,4,3,1,4,3
33,1,1,1,1,1,3,6,4
34,1,1,3,4,1,3,6,3
35,2,2,1,1,4,4,6,0
36,1,1,3,4,3,1,4,3
37,1,1,1,1,1,3,6,4
38,0,0,0,4,3,5,4,0
39,1,1,3,4,3,1,4,3
40,2,2,2,5,5,5,5,5
41,2,2,2,5,5,5,5,5
42,2,2,4,5,5,5,5,5
43,1,1,1,1,1,3,6,4
44,1,1,1,1,1,3,6,4
45,1,1,3,4,3,1,4,3
46,1,1,1,1,1,3,6,3
47,1,1,3,4,3,3,4,3
48,1,1,3,4,3,1,4,3
49,1,1,3,4,3,1,4,3
50,1,1,1,1,1,3,6,4
51,1,1,1,1,1,3,6,4
52,2,2,1,2,1,3,6,0
53,1,1,1,1,1,3,6,4
54,99,99,99,99,99,99,99,99
55,99,99,99,99,99,99,99,99
Modularity,0.08952897736457802,0.08196515120739377,0.08708052029074846,0.09417435901857679,0.09695798360607621,0.0942109016787381,0.11764527700304556,0.09554880415568716
NMI,0.52804000181373933,0.48851689748115223,0.72109413940290346,0.70965890216313299,0.7689663829402279,0.74252075835747833,1.0,0.68976865562836009
