,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Cluster 10,Cluster 11,Louvain,LPA
0,0,3,3,5,5,5,5,5,5,5,0,0
1,2,2,2,2,2,2,2,2,2,2,1,1
2,2,2,4,5,5,5,5,5,5,5,0,2
3,2,2,4,2,2,7,7,7,7,7,1,2
4,0,3,3,5,5,5,5,5,5,5,0,0
5,2,2,2,5,5,5,5,5,5,5,0,2
6,2,2,2,2,2,2,2,2,2,2,1,1
7,2,2,2,2,2,2,2,2,2,2,1,1
8,0,1,1,5,6,1,1,9,9,9,4,3
9,0,0,4,4,4,4,8,8,8,8,3,2
10,2,2,2,2,2,7,8,8,8,8,1,1
11,2,2,2,2,2,2,2,2,2,2,1,1
12,2,2,2,2,2,2,2,2,2,2,1,1
13,2,2,2,2,2,7,7,7,7,7,1,2
14,1,3,3,3,3,3,3,1,1,1,2,4
15,1,3,3,3,3,3,3,1,1,1,2,4
16,1,3,3,3,3,3,3,1,1,1,2,2
17,1,3,3,3,3,3,3,1,1,1,2,4
18,1,3,3,3,3,3,3,1,1,1,2,4
19,1,3,3,3,3,3,3,1,1,1,2,4
20,1,3,3,3,3,3,3,1,1,1,2,4
21,2,2,2,3,3,3,3,2,2,2,2,2
22,1,3,3,3,3,3,3,1,1,1,2,4
23,2,2,2,2,2,7,7,8,8,7,1,2
24,0,0,0,0,0,7,7,8,8,8,1,2
25,1,3,3,3,3,3,3,1,1,1,2,4
26,0,0,0,0,6,7,7,7,7,7,1,2
27,1,1,1,1,1,1,1,3,3,3,4,5
28,1,1,4,1,1,4,4,4,4,4,4,5
29,1,1,1,1,1,1,1,3,3,3,4,5
30,2,2,4,4,4,4,4,4,4,4,3,6
31,0,2,4,4,4,4,4,4,4,4,3,6
32,0,2,4,4,4,4,4,4,4,4,3,6
33,2,2,4,4,4,4,4,4,4,4,3,6
34,0,0,0,0,0,0,8,9,10,10,4,3
35,1,3,3,5,5,5,5,5,5,5,0,0
36,1,1,1,1,6,1,1,9,9,9,4,3
37,1,1,1,1,1,1,1,3,3,3,4,3
38,1,1,1,1,1,1,8,3,10,10,4,3
39,0,1,1,1,1,1,1,9,9,9,4,3
40,2,2,2,2,6,6,6,6,6,6,4,7
41,2,2,2,2,6,6,6,6,6,6,4,7
42,2,2,2,2,6,6,6,6,6,6,4,7
43,2,2,2,2,6,6,6,6,6,6,4,7
44,1,1,1,1,1,1,1,3,3,3,4,3
45,1,1,1,1,6,1,1,9,9,9,4,3
46,1,1,1,1,1,1,1,3,3,3,4,3
47,1,1,1,1,1,1,1,9,9,9,4,3
48,1,1,1,1,1,1,1,3,3,3,4,3
49,1,1,1,1,1,1,1,3,10,10,4,3
50,1,1,1,1,1,1,1,3,10,10,4,5
51,1,1,1,1,1,7,7,7,7,7,4,2
52,2,2,2,5,5,5,5,2,10,11,0,2
53,1,1,1,1,1,1,1,3,3,3,4,3
54,99,99,99,99,99,99,99,99,99,99,99,99
55,99,99,99,99,99,99,99,99,99,99,99,99
Modularity,0.09069269522693177,0.1646576074720119,0.18148752155222794,0.19352376966114812,0.20359240946014978,0.21019098493970756,0.20343803887008907,0.18339312256696275,0.17622292394325176,0.17749094173736024,0.23431281921505048,0.16838471357783383
NMI,0.29322909511753564,0.52512622916160889,0.56174074918450811,0.78770648431420354,0.84543460081808997,0.81500901512060897,0.75952862948899336,0.69660491852477602,0.68034404569576246,0.70023382883713359,1.0,0.68135136581483569
