,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Louvain,LPA
0,0,3,3,3,3,3,0,0
1,1,1,4,1,4,4,5,1
2,0,3,3,3,3,3,0,0
3,2,3,3,5,5,5,1,2
4,0,3,3,3,3,3,0,0
5,2,2,2,2,3,3,0,0
6,2,2,2,2,2,7,4,3
7,2,2,1,5,6,6,4,4
8,2,2,2,2,6,6,4,4
9,2,3,3,5,5,5,1,2
10,1,3,3,5,5,5,1,2
11,1,1,1,3,3,3,0,0
12,1,1,1,3,3,3,0,0
13,1,3,3,5,5,5,1,2
14,1,3,3,5,5,5,1,2
15,1,3,3,5,5,5,1,2
16,2,2,2,2,2,2,4,5
17,2,2,2,2,2,2,4,5
18,2,2,2,2,2,2,4,5
19,2,2,2,2,2,2,4,5
20,2,2,2,2,2,2,4,5
21,2,2,2,2,2,2,4,5
22,99,99,99,99,99,99,99,99
23,0,3,3,5,5,5,1,3
24,2,2,2,2,2,2,4,5
25,99,99,99,99,99,99,99,99
26,1,3,3,5,5,7,1,3
27,1,1,4,4,4,4,5,6
28,1,1,4,4,4,4,5,6
29,1,1,4,4,4,4,5,6
30,1,1,4,4,4,4,5,7
31,1,1,4,4,4,4,5,7
32,1,1,4,4,4,4,5,7
33,1,1,4,4,4,4,5,1
34,2,2,2,2,2,2,4,1
35,0,3,3,3,3,3,0,0
36,2,2,1,5,6,6,4,4
37,1,1,1,1,1,1,5,8
38,1,1,1,1,1,1,5,8
39,1,1,1,1,1,1,5,8
40,1,1,1,1,1,1,5,8
41,1,1,1,1,1,1,5,8
42,99,99,99,99,99,99,99,99
43,1,1,1,1,1,1,5,8
44,1,1,1,1,1,1,5,8
45,99,99,99,99,99,99,99,99
46,99,99,99,99,99,99,99,99
47,99,99,99,99,99,99,99,99
48,99,99,99,99,99,99,99,99
49,1,1,4,1,4,4,5,6
50,1,1,1,1,6,6,5,8
51,2,2,1,5,6,6,4,4
52,1,3,3,3,3,3,0,0
53,0,0,0,0,0,0,0,3
54,99,99,99,99,99,99,99,99
55,99,99,99,99,99,99,99,99
Modularity,0.08755104793777727,0.18677312934107454,0.17620201837021665,0.2017886427198969,0.21730210582977003,0.20829496599788724,0.23954496703362377,0.17956615104777934
NMI,0.55606866784218245,0.7556287280366335,0.59513937070103318,0.7595934673493574,0.81994433103936204,0.7799543059081161,1.0,0.71721778400224734
