,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Cluster 10,Cluster 11,Cluster 12,Louvain,
0,1,1,1,1,1,1,1,1,1,1,1,0,
1,0,0,0,0,0,0,0,7,9,9,9,2,
2,2,2,2,2,2,2,2,2,2,2,2,1,
3,2,2,2,2,2,2,2,2,2,2,5,1,
4,0,0,0,0,0,0,0,8,8,0,10,0,
5,2,2,2,2,1,2,2,2,1,1,1,0,
6,0,0,0,0,6,6,6,7,9,9,9,2,
7,0,3,4,4,4,4,4,4,4,4,4,3,
8,2,2,2,2,6,6,6,6,6,6,6,2,
9,1,1,1,1,1,1,1,1,1,1,1,0,
10,2,2,2,5,5,5,5,5,5,5,5,1,
11,1,1,1,1,1,1,1,1,1,1,1,0,
12,2,2,0,3,3,3,5,5,5,5,5,1,
13,1,1,1,1,1,1,1,1,1,1,1,0,
14,2,0,3,5,2,2,8,8,8,8,8,1,
15,0,0,3,5,5,7,7,7,7,7,7,3,
16,0,0,4,4,4,4,4,4,4,4,11,3,
17,0,1,3,5,5,5,8,8,8,8,8,1,
18,1,1,1,1,1,1,1,1,1,1,1,0,
19,1,0,0,0,6,6,6,6,6,6,6,2,
20,2,2,2,2,2,2,2,2,2,2,2,1,
21,1,1,1,1,1,1,1,1,1,1,1,0,
22,2,2,2,5,2,5,2,2,2,2,2,1,
23,0,0,4,4,4,4,4,4,4,4,4,3,
24,0,0,4,4,4,4,4,4,4,4,4,3,
25,2,2,2,2,2,2,2,2,2,2,2,1,
26,0,2,2,5,5,7,7,7,7,7,7,3,
27,0,3,3,3,6,6,6,6,6,6,6,2,
28,2,2,2,2,2,2,2,2,2,2,2,1,
29,0,3,3,3,6,6,6,6,6,6,6,2,
30,2,2,2,2,6,2,5,5,5,5,5,1,
31,2,2,2,2,2,2,2,2,2,2,2,1,
32,2,2,2,2,2,2,2,2,2,2,2,1,
33,2,2,4,4,4,4,5,6,6,6,5,1,
34,2,3,3,3,3,3,3,3,3,3,3,2,
35,1,1,1,1,1,1,1,1,1,1,1,0,
36,1,1,1,1,1,1,1,1,1,1,12,0,
37,1,1,1,1,1,1,1,1,0,11,10,0,
38,0,0,0,0,0,0,0,0,9,11,10,2,
39,2,3,4,4,3,5,4,3,3,3,11,2,
40,0,3,3,3,3,3,3,3,3,3,3,2,
41,0,0,0,0,0,5,5,9,10,10,12,2,
42,2,3,3,3,3,3,3,3,3,3,3,2,
43,0,3,3,3,3,3,3,3,3,3,3,2,
44,2,3,3,3,3,3,3,3,3,3,3,2,
45,0,0,0,5,5,7,7,7,7,7,7,3,
46,0,0,4,4,4,4,4,4,4,4,4,3,
47,0,0,3,0,0,0,0,0,0,0,9,2,
48,0,3,3,4,5,5,5,9,10,10,12,2,
49,0,3,4,4,4,4,4,4,4,4,4,3,
50,2,3,3,3,3,3,3,3,3,3,3,2,
51,0,0,0,0,0,0,0,0,10,11,11,3,
52,1,1,1,1,1,1,1,1,1,1,1,0,
53,0,3,4,4,0,7,7,7,7,4,4,3,
54,99,99,99,99,99,99,99,99,99,99,99,99,
55,99,99,99,99,99,99,99,99,99,99,99,99,
Modularity,0.12382697218025629,0.15478691145589613,0.15480410025623664,0.15874681953051173,0.15896862927801872,0.15084233416943227,0.16330471943879563,0.16178026921294675,0.1601312792202006,0.1619499215957464,0.14933157966507113,0.19538758657296923,
NMI,0.49568822157143272,0.49378788015204561,0.48004526170554562,0.54320146503228062,0.60128021193484538,0.62323618150985038,0.64627960064186207,0.64997173917636619,0.69483338901964353,0.69521803893978029,0.69916493760720289,1.0,
Silhoutte,0.03713548,0.08624622,0.11093334,0.13257069,0.1429414,0.153144,0.18478759,0.173526,0.19872967,0.22484985,0.20224564,0.09641738,
