,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Cluster 10,Cluster 11,Louvain,LPA
0,0,3,4,4,6,6,6,6,9,6,1,0
1,0,0,0,5,5,5,5,5,5,5,0,1
2,1,1,1,1,5,1,7,7,7,7,2,2
3,1,1,1,1,1,7,1,1,1,1,2,3
4,1,3,4,4,6,6,6,6,10,6,1,0
5,1,3,3,2,6,6,6,6,10,10,1,0
6,0,0,0,5,5,5,5,5,5,5,0,1
7,1,1,1,5,1,7,5,5,5,5,0,3
8,2,2,2,2,6,2,2,2,2,11,3,0
9,1,1,1,1,5,7,1,1,1,1,2,2
10,1,1,1,1,5,7,1,1,1,1,2,2
11,2,2,2,2,2,2,2,2,2,2,3,4
12,1,3,3,3,6,6,6,6,10,10,1,0
13,1,1,1,1,1,7,1,1,1,1,2,3
14,1,1,1,1,1,7,1,1,1,1,2,3
15,2,3,3,3,3,3,3,3,3,3,1,5
16,0,3,3,3,6,6,6,3,10,10,1,0
17,1,3,3,3,6,3,3,3,10,10,1,0
18,2,3,3,3,3,3,3,3,3,3,1,5
19,2,3,3,3,3,3,3,3,3,10,1,5
20,1,3,3,3,3,3,3,3,3,3,1,5
21,0,0,3,5,5,5,5,5,5,5,0,1
22,1,1,4,4,3,3,3,9,3,3,1,5
23,1,1,1,5,1,7,1,1,1,1,2,3
24,2,1,4,4,4,7,4,4,4,4,4,3
25,1,1,1,1,5,7,7,7,7,7,2,3
26,0,0,4,4,4,4,4,4,4,4,4,6
27,0,2,2,5,2,2,2,2,7,10,3,7
28,2,2,2,2,6,2,2,2,2,11,3,4
29,2,2,2,2,2,2,2,2,2,11,3,4
30,1,1,1,1,5,1,7,7,7,7,2,2
31,0,1,1,1,5,1,7,7,7,7,2,2
32,1,1,1,1,5,1,7,7,7,7,2,2
33,1,1,1,1,5,1,7,7,7,7,2,2
34,0,0,0,0,0,0,0,0,6,9,3,7
35,2,2,2,2,6,2,2,2,2,11,3,4
36,2,2,2,2,2,2,2,2,2,11,3,7
37,2,2,2,3,2,2,2,2,6,2,3,7
38,2,2,3,3,2,1,6,6,6,2,3,7
39,2,2,3,3,2,2,8,8,10,11,3,7
40,0,0,0,5,1,7,8,8,8,8,3,7
41,1,0,0,0,0,7,8,8,8,8,3,7
42,1,1,3,5,2,7,8,8,8,8,3,7
43,2,3,4,4,4,4,4,9,9,9,3,6
44,2,2,2,2,2,2,2,2,2,2,3,4
45,2,0,4,4,4,4,4,4,4,4,4,6
46,1,1,4,4,1,7,1,1,6,2,1,4
47,2,2,2,2,2,2,2,2,9,9,3,7
48,2,2,4,4,4,4,4,4,4,4,4,6
49,2,2,2,2,2,2,2,2,6,2,3,4
50,2,2,4,4,2,7,2,2,6,2,3,4
51,1,1,4,4,1,7,1,1,1,1,2,3
52,2,3,3,3,2,3,3,9,9,9,3,7
53,2,3,3,4,4,4,4,9,9,9,3,6
54,99,99,99,99,99,99,99,99,99,99,99,99
55,99,99,99,99,99,99,99,99,99,99,99,99
Modularity,0.0854753875983951,0.12768278001739272,0.12400851240931116,0.11720907108448798,0.13086880531720352,0.11586782940826851,0.12692652709502897,0.12175279321946197,0.11632107507375865,0.11943492904856497,0.1761165125132482,0.12475531884614192
NMI,0.33257774413971458,0.54114204795560605,0.54732315038571988,0.51704741060735016,0.60173640177854126,0.5637697808518366,0.69694203123290965,0.7299945877641435,0.68293864727473153,0.72475443036201459,1.0,0.67631152656143578
