,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Louvain,LPA
0,2,2,2,5,5,5,0,0
1,1,3,4,3,3,3,0,1
2,2,2,4,5,6,5,0,2
3,1,1,1,1,1,1,0,3
4,2,2,2,5,5,5,0,0
5,0,3,4,3,3,3,0,4
6,1,3,4,3,3,3,0,1
7,0,0,0,0,6,7,0,4
8,1,1,1,1,1,7,0,4
9,1,1,4,4,6,4,0,5
10,1,3,3,4,4,4,0,5
11,1,3,4,3,3,3,0,3
12,0,3,4,3,3,3,0,5
13,1,1,3,4,4,4,0,3
14,2,2,2,2,2,2,1,6
15,2,2,2,2,2,2,1,6
16,0,0,0,0,6,6,1,4
17,2,2,2,2,2,2,1,6
18,2,2,2,2,2,2,1,6
19,2,2,2,2,2,2,1,6
20,2,2,2,2,2,2,1,6
21,2,2,2,2,2,2,1,6
22,1,1,1,1,1,1,1,7
23,0,3,3,4,4,4,0,5
24,0,3,3,4,4,4,0,5
25,1,1,1,1,1,1,2,7
26,2,2,2,2,2,2,1,6
27,1,1,1,1,1,1,2,7
28,1,1,1,1,1,1,2,7
29,1,1,1,1,1,1,2,7
30,1,1,4,3,6,7,0,2
31,1,1,1,1,1,1,2,7
32,1,1,4,3,6,1,0,2
33,1,1,1,1,1,1,2,7
34,1,1,1,1,1,1,2,7
35,1,1,1,1,1,1,2,3
36,1,1,1,1,1,1,2,7
37,1,1,1,1,1,1,2,7
38,1,1,1,1,1,1,2,7
39,1,1,1,1,1,1,2,7
40,1,1,1,1,1,1,2,7
41,1,3,3,5,5,5,2,4
42,1,1,1,1,1,1,2,7
43,99,99,99,99,99,99,99,99
44,1,1,1,1,1,1,2,7
45,1,1,1,1,1,1,2,7
46,1,1,1,1,1,1,2,7
47,99,99,99,99,99,99,99,99
48,1,1,1,1,1,1,2,7
49,1,1,1,1,1,1,2,7
50,1,1,1,1,1,1,2,3
51,1,1,1,1,1,1,2,7
52,1,1,1,1,1,1,2,3
53,1,1,1,1,1,1,2,7
54,99,99,99,99,99,99,99,99
55,1,1,1,1,1,1,2,3
Modularity,0.07081603562815204,0.09574493173554363,0.0987249783396455,0.10287847976890828,0.10258411477233126,0.10574258959979105,0.12930383049831717,0.09261464225099036
NMI,0.41051628648318,0.4401562163537231,0.56264364879532913,0.61745503947674563,0.59858216331059366,0.62405837755367266,1.0,0.57537015541664727
