,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9
0,2,2,3,2,6,6,6,6
1,2,2,4,4,4,4,4,4
2,2,2,3,2,6,6,6,6
3,2,3,3,5,5,5,5,5
4,2,2,3,2,6,6,6,6
5,2,2,3,4,6,6,6,6
6,0,0,4,2,4,4,4,4
7,0,0,4,4,2,2,8,9
8,0,0,4,2,6,6,8,9
9,2,3,3,5,5,5,5,5
10,0,3,3,5,4,5,5,5
11,2,2,3,2,6,6,2,8
12,0,0,4,4,4,4,4,4
13,2,3,3,5,5,5,5,5
14,2,2,2,4,2,2,2,2
15,2,2,2,4,2,2,2,2
16,1,1,4,3,1,7,7,7
17,2,2,2,4,2,2,2,2
18,2,2,2,4,2,2,2,2
19,2,2,2,4,2,2,2,2
20,2,2,2,4,2,2,2,2
21,1,1,4,1,4,4,4,4
22,99,99,99,99,99,99,99,99
23,2,3,3,5,5,5,5,5
24,0,3,3,5,5,5,5,5
25,1,3,4,5,5,5,5,5
26,2,2,2,4,2,2,2,2
27,99,99,99,99,99,99,99,99
28,1,1,1,1,1,1,1,1
29,1,1,1,1,1,1,1,1
30,0,3,4,3,3,3,3,3
31,0,3,4,3,3,3,3,3
32,0,3,4,3,3,3,3,3
33,0,2,4,3,3,3,3,3
34,1,1,1,1,1,1,1,1
35,2,2,3,2,6,6,6,6
36,99,99,99,99,99,99,99,99
37,99,99,99,99,99,99,99,99
38,1,1,1,1,1,1,1,1
39,1,1,1,1,1,1,1,1
40,1,1,1,1,1,1,1,1
41,1,1,1,1,1,1,1,1
42,99,99,99,99,99,99,99,99
43,1,1,1,1,1,1,1,1
44,1,1,1,1,1,1,1,1
45,99,99,99,99,99,99,99,99
46,1,1,4,3,1,7,7,7
47,99,99,99,99,99,99,99,99
48,1,1,1,1,1,7,7,7
49,2,2,2,4,6,6,6,6
50,1,1,1,1,1,1,1,1
51,1,1,1,1,1,1,1,1
52,0,0,0,0,0,0,8,8
53,1,1,1,1,1,1,1,1
54,99,99,99,99,99,99,99,99
55,99,99,99,99,99,99,99,99
