,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Cluster 10,Louvain,LPA
0,2,2,2,2,2,2,2,2,2,0,0
1,2,2,2,2,2,2,2,2,2,0,0
2,2,2,2,2,2,2,2,2,2,0,0
3,0,3,3,3,3,3,3,3,3,4,1
4,2,2,2,2,2,2,8,9,10,0,2
5,0,0,2,2,0,7,8,8,10,0,2
6,2,2,2,2,2,2,2,2,2,0,0
7,2,2,2,2,2,2,2,2,2,0,0
8,0,0,0,0,6,6,6,6,6,0,2
9,0,3,3,3,5,5,5,5,5,4,1
10,2,2,2,2,6,7,7,7,7,0,3
11,1,1,1,1,6,7,7,7,7,8,3
12,2,2,2,2,2,2,2,2,2,0,0
13,0,3,3,5,5,5,5,5,5,4,1
14,2,3,3,5,5,5,5,5,5,4,1
15,2,2,4,4,4,4,4,4,4,1,4
16,0,0,4,5,6,0,0,7,10,1,2
17,2,2,4,4,4,4,4,4,4,1,4
18,2,2,4,4,4,4,4,4,4,1,4
19,2,2,4,4,4,4,4,4,4,1,4
20,2,2,4,4,4,4,4,4,4,1,4
21,1,1,4,4,4,4,4,4,4,1,4
22,99,99,99,99,99,99,99,99,99,99,99
23,0,0,0,5,5,5,5,5,5,4,2
24,1,1,1,5,5,5,5,5,5,8,2
25,99,99,99,99,99,99,99,99,99,99,99
26,2,2,0,5,5,5,5,5,5,1,1
27,1,1,1,1,1,1,1,1,1,8,3
28,1,1,1,1,1,1,1,1,1,8,3
29,1,1,1,1,1,1,1,1,1,8,3
30,0,3,3,3,3,3,3,3,3,4,1
31,0,3,3,3,3,3,3,3,3,4,1
32,1,3,3,3,3,3,3,3,3,4,1
33,1,1,1,1,1,1,1,1,1,8,3
34,99,99,99,99,99,99,99,99,99,99,99
35,2,2,2,2,2,6,8,9,10,0,2
36,1,1,1,1,6,6,6,6,6,8,2
37,0,3,4,4,2,4,8,8,8,8,2
38,1,1,4,4,4,1,8,8,8,8,2
39,1,1,1,1,1,1,1,1,1,8,3
40,1,1,1,1,1,1,1,1,1,8,3
41,99,99,99,99,99,99,99,99,99,99,99
42,99,99,99,99,99,99,99,99,99,99,99
43,1,1,1,1,1,1,1,1,1,8,3
44,1,1,1,1,1,1,1,1,1,8,3
45,1,1,1,1,1,1,1,1,1,8,3
46,0,3,4,4,4,4,8,8,8,8,2
47,99,99,99,99,99,99,99,99,99,99,99
48,99,99,99,99,99,99,99,99,99,99,99
49,1,1,1,1,1,1,1,1,1,8,3
50,1,1,1,1,1,1,1,1,1,8,3
51,1,1,1,1,1,1,1,1,1,8,3
52,1,1,1,1,1,1,1,9,9,8,2
53,1,1,1,1,1,1,1,1,1,8,3
54,99,99,99,99,99,99,99,99,99,99,99
55,99,99,99,99,99,99,99,99,99,99,99
Modularity,0.15798239411872994,0.17165243690181375,0.20766712485502664,0.2016526441619678,0.1805874011736449,0.1896096620881631,0.18289294404437348,0.17947189730428803,0.1806217425249318,0.2300281458617368,0.1727944749367912
NMI,0.48255031018412425,0.63856123340512161,0.79406155804865175,0.73092413600583916,0.60530689122358239,0.65429305406863725,0.65296745325611161,0.61580149375087556,0.65897017699567928,1.0,0.61779401206423079
