,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Louvain,LPA
0,2,3,3,3,3,3,3,2,0
1,2,3,3,3,3,3,3,2,0
2,2,3,3,3,3,3,3,2,0
3,0,3,4,4,4,7,4,3,1
4,2,3,3,3,3,3,3,2,0
5,0,3,3,3,3,3,3,2,0
6,0,3,3,0,6,6,8,2,2
7,0,3,3,5,6,6,8,2,2
8,1,1,1,1,6,6,6,2,2
9,0,0,4,3,5,5,8,3,1
10,0,3,3,5,6,6,6,2,2
11,1,1,1,1,1,1,1,4,3
12,0,3,3,5,6,6,6,2,2
13,0,0,0,3,3,5,3,3,1
14,2,2,2,3,5,5,8,0,1
15,2,2,2,2,2,2,2,0,4
16,2,2,2,2,2,2,2,0,4
17,2,2,2,2,2,2,2,0,4
18,2,2,2,2,2,2,2,0,4
19,2,2,2,2,2,2,2,0,4
20,2,2,2,2,2,2,2,0,4
21,2,2,2,2,2,2,2,0,4
22,99,99,99,99,99,99,99,99,99
23,0,3,4,3,3,7,7,3,1
24,0,3,3,4,4,7,7,3,1
25,1,1,4,4,4,4,4,2,2
26,0,3,3,3,3,7,7,3,1
27,1,1,1,2,2,2,2,0,4
28,1,1,1,1,1,1,1,4,3
29,1,1,1,1,1,1,1,4,3
30,0,0,4,4,4,4,4,2,2
31,0,0,4,4,5,3,3,3,1
32,1,1,4,4,4,4,4,2,2
33,1,1,1,1,1,1,1,4,3
34,1,1,1,1,1,4,4,4,2
35,2,3,3,3,3,3,3,2,0
36,1,1,1,1,1,1,1,4,3
37,1,1,1,1,1,1,1,4,3
38,1,1,1,1,1,1,1,4,3
39,1,1,1,1,1,1,1,4,3
40,0,3,4,5,5,5,5,3,5
41,0,3,4,5,5,5,5,3,5
42,0,3,4,5,5,5,5,3,5
43,1,1,1,1,1,1,1,4,3
44,1,1,1,1,1,1,1,4,3
45,99,99,99,99,99,99,99,99,99
46,99,99,99,99,99,99,99,99,99
47,99,99,99,99,99,99,99,99,99
48,99,99,99,99,99,99,99,99,99
49,1,1,1,1,1,1,1,4,3
50,1,3,3,1,1,1,1,4,3
51,1,1,1,1,1,1,1,4,3
52,1,1,1,1,1,1,1,4,3
53,1,1,1,1,1,1,1,4,3
54,1,1,1,1,1,1,1,4,3
55,99,99,99,99,99,99,99,99,99
Modularity,0.16037341646950456,0.1666592954640657,0.1689821067054718,0.16996347677930526,0.17222876111671961,0.1751968029507035,0.1673084958900829,0.1925453541856788,0.18417289802751924
NMI,0.59513647439321071,0.58600309817323259,0.6508503654040656,0.62098781848837881,0.74042721039565362,0.76237768446135157,0.67871990969312535,1.0,0.81535187774496154
