,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Louvain,LPA
0,1,1,1,1,1,1,1,0,0
1,1,3,4,5,5,5,8,2,0
2,1,1,1,1,1,1,1,0,0
3,1,1,4,4,4,4,4,1,1
4,1,1,1,1,1,1,1,0,0
5,1,1,1,1,1,1,1,0,2
6,1,1,1,1,1,1,1,0,2
7,1,1,1,1,1,1,1,0,2
8,1,1,1,1,1,7,7,0,1
9,1,1,1,1,1,1,1,0,2
10,1,1,1,1,1,1,1,0,2
11,1,1,1,1,1,1,1,0,2
12,1,1,1,1,1,1,1,0,2
13,1,1,1,1,1,1,1,0,2
14,1,1,1,1,1,1,1,0,2
15,1,1,1,1,1,1,1,0,0
16,1,1,1,1,1,1,1,0,3
17,1,1,1,1,1,1,1,0,2
18,1,1,1,1,1,1,1,0,2
19,1,1,1,1,1,1,1,0,2
20,1,1,1,1,1,1,1,0,2
21,1,1,1,1,1,1,1,0,2
22,1,1,1,1,1,1,1,0,2
23,0,0,4,4,4,4,4,1,1
24,2,2,4,4,4,4,4,2,4
25,1,3,3,3,3,3,3,2,4
26,0,3,3,3,3,3,3,2,5
27,2,2,1,2,2,2,2,2,3
28,2,2,2,2,2,2,2,2,3
29,2,2,2,2,2,2,2,2,1
30,2,2,2,5,5,5,5,2,3
31,0,0,4,5,5,5,5,2,6
32,0,0,4,5,5,5,5,2,6
33,2,2,2,2,2,2,2,2,4
34,2,2,2,2,2,0,0,2,1
35,1,1,4,4,4,4,4,1,3
36,0,0,0,5,6,7,7,2,1
37,2,2,2,5,2,2,2,2,1
38,2,2,2,2,2,2,2,2,4
39,2,2,2,2,2,2,2,2,4
40,1,1,1,1,6,6,6,2,6
41,1,1,1,1,6,6,6,2,6
42,2,2,2,2,2,2,6,2,4
43,1,3,3,3,3,3,3,2,5
44,2,2,2,2,2,2,2,2,1
45,0,3,3,3,3,3,3,2,5
46,0,0,0,0,0,7,8,0,6
47,2,2,2,2,2,2,2,2,1
48,2,2,2,2,2,2,2,2,4
49,2,2,2,2,2,2,2,2,4
50,2,3,3,3,3,3,3,2,4
51,2,3,3,3,3,7,7,2,1
52,1,1,1,1,1,1,1,2,3
53,2,2,2,2,2,2,2,2,1
54,99,99,99,99,99,99,99,99,99
55,99,99,99,99,99,99,99,99,99
Modularity,0.08431158023791366,0.09985296673268129,0.09546617991311698,0.09426674799721088,0.1085677018312146,0.10519425304370335,0.10148293809841191,0.13119847530562534,0.06973836138825856
NMI,0.39230101397319184,0.46726295895636794,0.5057610986357356,0.58139217346941963,0.63754804569887313,0.57210259315056911,0.55014948697983068,1.0,0.41232438585582459
