,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Cluster 10,Louvain,LPA
0,2,2,2,2,2,2,2,2,2,0,0
1,2,2,2,2,6,6,6,6,6,0,1
2,2,2,2,2,2,2,2,2,2,0,0
3,2,3,3,3,3,3,3,3,3,2,2
4,2,2,2,2,2,2,2,2,2,0,0
5,2,2,2,2,2,2,2,2,2,0,0
6,0,0,4,4,6,6,6,6,6,2,1
7,0,0,4,4,6,7,7,7,7,1,1
8,0,0,4,4,6,7,7,7,7,1,1
9,2,3,3,3,3,3,3,3,3,2,3
10,0,3,3,3,3,3,3,3,3,2,2
11,2,2,2,2,2,2,2,9,9,0,0
12,0,3,4,4,6,6,6,6,6,2,1
13,2,3,3,3,3,3,3,3,3,2,2
14,2,3,3,5,5,5,5,5,5,2,4
15,2,2,2,5,5,5,5,5,5,2,4
16,2,2,2,5,5,5,5,5,5,2,5
17,2,2,2,5,5,5,5,5,5,2,4
18,2,2,2,5,5,5,5,5,5,2,4
19,0,0,4,5,5,5,5,5,10,2,5
20,2,2,4,4,4,4,4,4,4,2,3
21,0,3,3,5,6,6,6,6,6,2,1
22,2,2,1,5,5,5,5,5,5,2,6
23,2,3,3,3,3,3,3,3,3,2,2
24,1,3,3,3,3,3,3,3,3,2,2
25,1,3,3,3,3,3,3,3,10,2,5
26,2,2,3,5,5,5,5,5,5,2,4
27,2,2,2,2,2,2,2,2,2,0,0
28,1,1,1,1,1,1,1,1,1,3,7
29,1,1,1,1,1,1,1,1,1,3,7
30,1,1,4,4,4,4,4,4,4,2,6
31,0,0,4,4,4,4,4,4,4,2,3
32,0,0,4,4,4,4,4,4,4,2,3
33,2,2,2,2,2,2,2,2,2,0,6
34,1,1,1,1,1,1,1,1,1,3,7
35,2,2,2,2,2,2,2,2,2,0,0
36,1,1,1,1,1,1,1,1,1,3,8
37,1,1,1,1,6,7,8,8,8,3,5
38,1,1,1,1,1,1,1,1,1,3,7
39,1,1,1,1,1,1,1,1,1,3,8
40,1,1,1,1,1,1,1,1,1,3,8
41,1,1,1,1,1,1,1,1,1,3,8
42,1,1,1,1,1,1,1,1,1,3,8
43,1,1,1,1,1,1,1,1,1,3,8
44,1,1,1,1,1,1,1,1,1,3,8
45,1,1,1,1,1,1,1,1,1,3,5
46,0,0,0,0,6,7,8,8,8,3,5
47,99,99,99,99,99,99,99,99,99,99,99
48,1,1,1,1,1,1,1,1,1,3,5
49,1,1,1,1,1,1,1,1,1,3,7
50,1,1,1,1,1,1,1,1,1,3,7
51,1,1,1,1,1,1,1,1,1,3,7
52,0,0,0,0,0,0,0,9,9,0,5
53,1,1,1,1,1,1,1,1,1,3,7
54,99,99,99,99,99,99,99,99,99,99,99
55,1,1,1,1,1,1,1,1,1,3,7
Modularity,0.13140088864372151,0.143624290372141,0.14749566380147153,0.17189238526514117,0.16769931926760673,0.16676468889986074,0.16761587095055172,0.1636497751532899,0.15750873577985167,0.19067779433072782,0.09950489866656491
NMI,0.47664056712255121,0.5724710056022847,0.64068909185725742,0.76646586006662587,0.68081624240225491,0.73151487546104499,0.75602686824464393,0.75010100591480122,0.73442230931949126,1.0,0.55284789305479465
