,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Cluster 10,Cluster 11,Cluster 12,Louvain,
0,0,3,4,4,4,4,7,7,7,7,7,0,
1,0,0,0,0,0,0,8,8,10,11,11,3,
2,1,1,1,4,1,1,7,7,7,7,7,0,
3,1,3,3,3,3,3,3,3,3,3,3,1,
4,0,1,4,4,4,4,7,7,7,7,7,0,
5,1,1,1,1,1,1,1,1,1,1,1,0,
6,0,0,0,0,0,0,8,8,10,11,11,3,
7,1,1,1,5,5,3,4,5,5,5,5,0,
8,0,0,0,5,5,7,4,5,5,5,5,3,
9,1,3,1,1,1,1,1,1,3,3,3,1,
10,1,1,1,1,1,5,5,9,9,9,9,0,
11,0,3,3,5,5,5,5,9,9,9,9,3,
12,1,1,1,1,1,1,1,1,1,1,1,0,
13,1,3,3,3,3,3,3,3,3,3,3,1,
14,1,3,3,5,5,7,8,8,8,8,8,1,
15,1,1,1,1,1,1,1,1,1,1,1,0,
16,1,1,1,1,1,1,1,1,1,1,1,0,
17,1,1,1,1,1,1,1,1,1,1,1,0,
18,1,1,1,1,1,1,1,1,1,1,1,0,
19,1,1,1,1,1,1,1,1,1,1,1,0,
20,1,1,1,1,1,1,1,1,1,1,1,0,
21,1,3,1,1,1,1,1,1,3,3,3,1,
22,1,1,1,1,1,1,1,1,1,1,1,0,
23,1,3,3,3,3,3,8,3,3,3,3,1,
24,0,3,3,5,5,7,8,8,8,8,8,1,
25,0,0,3,5,5,7,8,8,8,8,8,1,
26,1,3,4,3,4,4,1,3,10,10,10,1,
27,2,2,2,2,2,2,2,2,2,2,2,2,
28,2,2,2,2,2,2,2,2,2,2,4,2,
29,2,2,2,2,2,2,2,2,2,2,2,2,
30,2,2,2,2,2,2,2,2,2,2,4,2,
31,2,2,2,2,2,2,2,2,2,2,4,2,
32,2,2,2,2,2,2,2,2,2,2,2,2,
33,2,2,2,2,2,2,2,2,2,6,4,2,
34,2,2,2,2,2,2,2,2,2,2,4,2,
35,2,1,4,4,4,4,7,7,7,7,7,0,
36,0,0,0,0,6,6,6,6,6,6,6,2,
37,0,0,0,0,6,6,6,6,6,6,6,2,
38,0,0,0,0,0,0,0,0,0,0,2,2,
39,0,0,3,0,6,5,6,9,9,9,9,2,
40,2,2,4,4,4,4,3,4,4,4,12,2,
41,0,0,0,0,4,3,3,4,4,4,12,2,
42,0,0,0,4,4,3,3,4,4,4,12,2,
43,0,3,4,4,4,4,4,5,10,10,10,1,
44,2,2,2,2,2,2,2,6,2,2,2,2,
45,2,2,2,2,2,2,2,2,2,2,2,2,
46,0,3,3,5,5,5,5,9,9,9,9,3,
47,0,0,0,4,6,6,6,6,6,6,6,2,
48,2,2,2,2,6,6,6,6,6,6,2,2,
49,2,2,2,2,2,2,2,2,2,2,2,2,
50,2,3,4,3,2,4,4,5,10,2,2,2,
51,0,0,4,5,5,7,4,5,5,5,5,3,
52,0,0,0,0,0,0,0,0,0,0,0,3,
53,0,0,0,0,0,0,4,5,10,10,10,3,
54,99,99,99,99,99,99,99,99,99,99,99,99,
55,99,99,99,99,99,99,99,99,99,99,99,99,
Modularity,0.20825628120835338,0.18833153815726186,0.1888480832345686,0.1778308321478681,0.18912678274100972,0.17879635942349645,0.19985275114889733,0.18905789950648674,0.1904069250411014,0.18048283283191482,0.1754069684191933,0.24123826396433298,
NMI,0.46372863403550402,0.63617893934278935,0.50733641780006555,0.5056016362798339,0.55409750164894189,0.48130054053602589,0.52225493588306238,0.54162431596086891,0.61738780170412388,0.65248832621150954,0.65504442266807439,1.0,
Silhoutte,0.10047709,0.0866553,0.11299545,0.10419306,0.11207016,0.14094608,0.16847772,0.17239935,0.21681796,0.23775862,0.2551692,0.08659611,
