,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Louvain,LPA
0,1,2,1,5,5,5,5,0,0
1,1,1,1,1,1,1,1,13,1
2,2,2,2,5,5,5,5,0,0
3,1,1,1,1,6,7,1,11,2
4,1,1,2,5,5,5,5,0,0
5,2,2,0,5,5,5,5,0,0
6,0,3,3,3,3,3,3,13,3
7,2,3,3,3,6,6,3,13,3
8,2,1,3,3,6,1,1,13,3
9,0,0,4,4,0,7,8,11,3
10,2,3,4,4,4,4,4,0,4
11,2,3,4,4,4,4,4,0,4
12,2,3,4,4,4,4,4,0,4
13,1,1,1,1,3,7,8,11,2
14,2,2,2,2,2,2,2,6,5
15,2,2,2,2,2,2,2,6,5
16,2,3,3,5,3,3,3,6,6
17,2,2,2,2,2,2,2,6,5
18,2,2,2,2,2,2,2,6,5
19,2,2,2,2,2,2,2,6,5
20,2,2,2,2,2,2,2,6,5
21,1,1,1,1,1,1,1,13,3
22,99,99,99,99,99,99,99,99,99
23,1,3,1,1,6,6,8,11,7
24,1,1,1,1,1,1,1,13,3
25,99,99,99,99,99,99,99,99,99
26,0,3,3,3,3,3,3,13,3
27,1,1,1,1,1,1,1,13,1
28,1,1,1,1,1,1,1,13,1
29,1,1,1,1,1,1,1,13,1
30,1,1,4,1,6,7,7,11,2
31,2,1,4,4,4,7,7,0,2
32,1,1,1,1,1,7,7,11,2
33,1,1,1,1,1,1,1,13,1
34,99,99,99,99,99,99,99,99,99
35,2,1,2,5,5,5,5,0,0
36,99,99,99,99,99,99,99,99,99
37,99,99,99,99,99,99,99,99,99
38,2,3,3,3,3,3,3,6,6
39,1,3,1,1,6,6,6,13,7
40,1,1,1,1,1,1,1,13,1
41,1,1,1,1,1,1,1,13,1
42,99,99,99,99,99,99,99,99,99
43,1,3,4,4,6,6,6,13,7
44,1,3,1,4,6,6,6,13,7
45,1,3,3,5,3,6,6,13,7
46,99,99,99,99,99,99,99,99,99
47,99,99,99,99,99,99,99,99,99
48,99,99,99,99,99,99,99,99,99
49,1,1,1,1,6,7,6,11,7
50,99,99,99,99,99,99,99,99,99
51,1,1,1,1,1,1,1,13,1
52,2,2,4,4,4,4,4,0,4
53,1,3,3,3,6,3,7,6,7
54,99,99,99,99,99,99,99,99,99
55,99,99,99,99,99,99,99,99,99
Modularity,0.08473971703815653,0.0675729495924565,0.09630637947526273,0.11502675644818022,0.11999358122545682,0.1262966391751088,0.12570731764564672,0.15134669846024276,0.12775002503666696
NMI,0.33059203496949396,0.30201505245133853,0.42986875728602325,0.4893295325643422,0.57702161036981403,0.70600874591382101,0.62591817537749006,1.0,0.6403825889588628
