,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Cluster 10,Cluster 11,Cluster 12,Louvain,LPA
0,0,0,4,4,4,4,4,4,4,4,4,3,0
1,0,0,0,0,6,6,6,6,6,6,7,2,1
2,1,1,4,1,1,1,1,1,1,1,1,3,2
3,2,2,2,2,2,2,2,2,2,2,2,1,3
4,0,0,4,4,4,4,4,4,4,4,4,3,0
5,2,3,4,4,4,4,4,9,8,8,12,1,4
6,0,0,0,0,6,6,6,6,6,6,7,2,1
7,0,0,0,5,6,6,6,6,6,6,7,2,1
8,0,0,0,5,5,5,5,5,5,5,5,2,1
9,0,2,2,2,6,7,7,7,7,7,12,1,1
10,2,2,2,4,4,4,7,9,8,8,12,1,4
11,2,3,3,5,5,5,5,9,8,8,8,1,5
12,1,3,3,3,3,3,3,9,8,8,8,0,4
13,0,0,0,0,0,0,7,9,9,11,12,1,1
14,1,3,3,3,3,3,3,3,3,3,3,0,6
15,1,3,3,3,3,3,3,3,3,3,3,0,6
16,2,3,3,3,3,3,3,3,3,3,3,0,4
17,1,3,3,3,3,3,3,3,3,3,3,0,6
18,1,3,3,3,3,3,3,3,3,3,3,0,6
19,1,3,3,3,3,3,3,3,8,8,8,0,4
20,1,3,3,3,3,3,3,3,3,3,3,0,4
21,1,3,3,3,3,3,3,3,3,3,3,0,4
22,0,3,3,3,3,3,3,3,3,3,3,0,6
23,0,0,0,0,6,7,7,7,7,7,12,1,1
24,1,1,1,1,1,1,1,1,1,1,1,3,2
25,0,3,3,3,3,3,0,3,3,11,9,0,6
26,1,1,1,1,1,1,1,1,1,1,1,3,2
27,2,2,2,2,6,7,3,9,8,8,8,0,4
28,2,2,2,2,2,2,2,2,2,2,2,1,5
29,1,1,1,1,1,1,1,8,9,1,1,3,5
30,2,2,2,2,2,2,2,2,2,2,2,1,3
31,2,2,2,2,2,2,2,2,2,2,2,1,3
32,2,2,2,2,2,2,2,2,2,2,2,1,3
33,2,2,2,2,2,2,2,2,2,2,2,1,3
34,1,3,4,4,6,7,8,8,9,9,11,3,7
35,0,0,4,4,4,4,4,4,4,4,4,3,0
36,0,0,0,5,5,5,5,5,5,5,5,2,1
37,0,0,0,0,0,0,0,0,0,0,10,3,1
38,1,0,4,4,6,7,8,8,9,9,11,3,7
39,1,1,4,5,6,7,8,8,9,11,6,3,7
40,1,1,4,4,6,7,8,8,10,10,10,3,7
41,0,0,4,4,6,7,8,8,10,10,10,3,7
42,0,0,4,4,6,7,8,8,10,10,10,3,7
43,1,1,1,1,1,1,1,1,1,1,1,3,2
44,1,1,1,1,1,1,1,1,1,1,6,3,7
45,1,1,1,1,1,1,1,1,1,1,1,3,2
46,0,1,1,5,5,5,5,5,5,5,5,2,5
47,1,1,1,5,5,5,5,5,7,7,6,3,7
48,1,1,1,1,1,1,1,1,1,1,1,3,2
49,2,2,2,2,2,2,2,2,2,2,2,1,3
50,1,1,1,1,1,1,1,1,1,1,1,3,2
51,1,1,1,1,1,1,1,1,1,1,1,3,5
52,1,1,1,1,1,1,1,1,1,1,1,3,5
53,1,1,1,1,6,7,8,8,9,11,6,3,7
54,99,99,99,99,99,99,99,99,99,99,99,99,99
55,99,99,99,99,99,99,99,99,99,99,99,99,99
Modularity,0.10901586298467072,0.18967273951673275,0.1939609272365973,0.192378935395404,0.1924921082576409,0.1963536086859372,0.19943564904845207,0.19300930734732707,0.17645030150533705,0.1723455553089697,0.171119008934198,0.22676769886974668,0.1643701350982406
NMI,0.41865699808515383,0.54814827486827244,0.62849852324382793,0.60769802599755063,0.54314322878626387,0.60689922606491709,0.69315795827433235,0.70930523616726882,0.66144956679775235,0.63614998296658964,0.71749044690334673,1.0,0.57653396047585792
