,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Cluster 10,Cluster 11,Cluster 12
0,2,3,4,4,3,3,3,3,3,3,3
1,1,3,1,1,3,6,6,9,3,9,9
2,0,3,3,3,3,3,3,3,3,3,3
3,0,2,3,5,5,7,8,8,8,8,8
4,0,3,3,3,3,3,3,3,3,3,3
5,0,0,0,0,0,0,4,4,10,10,12
6,0,0,0,0,6,6,6,6,6,6,12
7,0,0,0,5,6,1,1,7,7,1,1
8,1,1,1,1,1,1,1,1,1,1,1
9,99,99,99,99,99,99,99,99,99,99,99
10,1,1,1,1,3,3,3,3,3,3,3
11,1,1,1,1,1,1,1,1,1,1,1
12,1,1,1,1,1,1,1,1,1,1,1
13,2,2,2,2,2,4,2,9,9,9,12
14,2,2,4,4,2,4,4,2,2,2,2
15,2,2,2,2,2,2,2,2,2,2,2
16,2,2,2,2,2,2,2,2,9,2,2
17,2,2,2,2,2,2,2,2,2,2,2
18,2,2,2,2,2,2,2,2,2,2,2
19,2,2,2,2,2,2,2,2,2,2,2
20,2,2,2,5,5,5,5,5,5,5,5
21,2,2,2,2,2,2,2,2,2,2,2
22,2,2,2,2,2,2,2,2,2,2,2
23,0,2,3,5,6,7,7,7,7,7,7
24,0,0,0,0,3,3,8,3,10,10,10
25,1,1,1,1,1,1,1,1,1,1,1
26,2,2,2,2,5,6,6,9,6,9,9
27,1,1,1,1,1,1,1,1,1,1,11
28,1,3,3,3,6,6,6,6,6,6,6
29,1,1,3,3,6,1,1,6,6,6,6
30,0,3,3,3,6,7,7,7,7,6,6
31,0,3,0,5,5,5,5,5,5,5,5
32,0,0,0,0,2,5,8,8,9,11,11
33,0,0,0,5,5,5,5,5,5,5,5
34,1,1,1,1,1,1,1,1,1,1,1
35,2,3,3,3,3,3,3,3,3,3,3
36,1,1,1,1,1,1,1,1,1,1,1
37,1,1,1,1,1,1,1,1,10,10,10
38,0,3,3,3,6,6,6,6,6,6,6
39,0,3,0,0,0,5,5,5,5,5,5
40,0,3,4,4,4,4,4,4,4,4,4
41,1,1,1,1,4,1,1,1,1,4,10
42,2,3,4,4,4,4,4,4,4,4,4
43,1,3,4,4,6,6,6,6,6,6,9
44,1,1,4,4,4,4,4,4,4,4,4
45,1,1,4,4,4,4,4,4,4,4,4
46,0,2,0,5,5,5,8,8,8,8,8
47,2,2,3,4,6,7,7,7,7,7,7
48,1,1,1,1,4,1,1,1,1,1,1
49,1,1,1,1,4,1,1,1,1,1,11
50,0,0,0,0,6,6,6,6,6,6,6
51,1,1,1,1,1,1,1,1,1,1,9
52,0,0,0,3,3,5,5,5,5,5,5
53,1,1,1,1,4,1,1,1,1,1,10
54,99,99,99,99,99,99,99,99,99,99,99
55,99,99,99,99,99,99,99,99,99,99,99
