,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Cluster 10,Cluster 11,Louvain,
0,0,0,4,5,5,5,5,5,5,5,2,
1,0,0,0,4,4,4,4,9,9,9,0,
2,0,3,3,3,3,3,3,3,3,8,2,
3,2,3,3,3,3,3,8,8,8,8,2,
4,0,0,4,5,5,5,5,5,5,5,2,
5,2,2,2,2,2,2,2,2,2,2,1,
6,0,0,4,4,4,4,4,9,9,9,0,
7,0,3,4,4,4,4,4,9,9,9,0,
8,0,0,1,4,4,4,4,4,10,10,4,
9,0,3,3,3,3,3,8,8,8,8,2,
10,2,2,4,2,2,2,2,2,2,2,1,
11,2,2,2,2,2,2,2,2,2,2,1,
12,2,2,4,2,2,2,2,2,2,2,1,
13,2,2,3,3,3,3,8,8,8,8,2,
14,0,0,1,1,4,7,7,7,7,7,3,
15,2,2,2,2,2,2,2,4,4,4,1,
16,2,2,2,2,2,2,2,1,1,2,1,
17,2,2,2,2,2,2,2,4,2,2,1,
18,2,2,2,2,2,2,2,4,4,4,1,
19,2,2,2,2,2,2,2,2,2,2,1,
20,2,2,2,2,2,2,2,4,4,2,1,
21,2,2,2,2,2,2,2,2,2,2,1,
22,2,2,2,2,2,2,2,4,4,2,1,
23,0,3,3,3,3,3,8,8,8,8,2,
24,2,2,4,4,4,7,7,7,7,7,3,
25,0,0,0,0,4,7,7,7,7,7,3,
26,0,3,3,5,3,5,3,4,4,4,1,
27,2,2,1,2,2,2,2,2,2,2,1,
28,2,2,1,1,1,1,1,2,2,2,1,
29,1,1,1,1,1,1,1,1,1,1,4,
30,0,3,3,3,3,3,8,8,8,8,2,
31,1,3,3,3,3,4,3,3,3,3,3,
32,0,3,3,3,3,7,3,3,3,3,3,
33,1,3,4,4,6,6,3,3,3,3,3,
34,1,1,1,1,1,1,1,1,1,1,4,
35,0,0,4,5,5,5,5,5,5,5,2,
36,1,1,1,1,1,1,1,1,10,10,4,
37,0,3,3,0,3,6,6,9,9,11,4,
38,1,1,1,1,1,1,1,1,1,1,4,
39,1,1,1,1,1,1,1,1,1,1,4,
40,1,1,4,4,6,6,6,6,6,6,3,
41,2,2,4,0,6,6,6,6,6,6,3,
42,2,2,4,4,6,6,6,6,6,6,3,
43,1,1,4,4,6,6,6,6,6,6,3,
44,1,1,1,1,6,6,6,1,1,1,4,
45,1,1,1,1,1,1,1,1,1,1,4,
46,1,1,1,1,1,1,1,1,1,1,4,
47,0,3,3,0,6,6,6,9,9,11,4,
48,1,1,1,1,1,1,1,1,1,1,4,
49,1,1,1,1,1,1,1,1,1,1,4,
50,1,3,3,1,3,1,3,3,3,3,3,
51,1,1,1,1,1,1,1,1,1,1,4,
52,1,1,1,1,1,1,1,1,1,1,4,
53,1,1,1,1,1,1,1,1,1,1,4,
54,99,99,99,99,99,99,99,99,99,99,99,
55,99,99,99,99,99,99,99,99,99,99,99,
Modularity,0.12343656442511663,0.12655396091535298,0.11390370821066279,0.13327031247004395,0.1486949756267723,0.14137696833277164,0.15118157830466716,0.13803313937040365,0.138821216249045,0.1400217701854947,0.1662699875046892,
NMI,0.45280187383725384,0.44769516185259722,0.4836538683194116,0.62474010015164116,0.62517699989052433,0.68891215931337468,0.71009747375212617,0.72095676981791612,0.73676919060736989,0.82849407725135904,1.0,
Silhoutte,0.04881306,0.04862117,0.02203659,0.09343676,0.12266859,0.12849134,0.18820523,0.18394507,0.20479085,0.25912473,0.09388747,
