,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Louvain,LPA
0,2,3,3,5,5,5,5,1,0
1,99,99,99,99,99,99,99,99,99
2,1,1,1,5,5,5,5,1,0
3,1,1,1,1,1,1,1,4,1
4,1,1,1,5,5,5,5,1,0
5,0,0,4,4,4,4,4,1,2
6,2,2,2,2,2,2,2,2,2
7,2,2,2,2,2,2,2,2,3
8,2,2,2,2,2,2,2,2,3
9,2,3,3,3,3,3,8,2,2
10,2,2,2,2,2,2,8,2,2
11,2,2,2,2,2,2,2,2,2
12,2,2,2,2,2,2,2,2,3
13,2,2,2,5,6,6,6,1,4
14,0,0,4,4,4,4,4,1,2
15,2,2,2,2,2,2,2,2,2
16,2,2,2,2,2,2,2,2,3
17,2,2,2,2,2,2,2,2,3
18,2,2,2,2,2,2,2,2,3
19,2,2,2,2,2,2,2,2,3
20,2,2,3,3,3,3,3,2,3
21,2,2,2,2,2,2,2,2,3
22,0,3,3,3,3,3,3,2,5
23,0,3,4,4,4,4,4,1,2
24,1,1,1,1,1,1,1,4,1
25,1,1,1,1,1,1,1,4,1
26,0,2,2,5,6,6,6,1,4
27,1,3,4,4,4,4,4,1,5
28,2,3,3,3,3,3,3,2,3
29,1,3,4,4,4,4,4,1,5
30,2,3,3,3,3,3,3,2,6
31,2,3,3,3,3,3,3,2,6
32,2,3,3,3,3,3,3,2,6
33,2,3,3,3,3,3,3,2,6
34,2,3,3,3,3,7,7,2,1
35,0,0,4,5,5,5,5,1,0
36,1,1,1,1,1,1,1,4,1
37,1,1,1,1,1,1,1,4,1
38,1,1,1,1,1,1,1,4,5
39,1,1,1,1,1,7,7,4,1
40,1,1,1,1,1,1,1,4,1
41,1,1,1,1,1,1,1,4,1
42,1,1,1,1,1,1,1,4,1
43,2,0,0,0,5,7,7,4,4
44,1,1,1,1,1,1,1,4,1
45,1,2,4,5,6,6,6,1,5
46,99,99,99,99,99,99,99,99,99
47,1,1,1,1,1,1,1,4,1
48,1,1,1,1,1,1,1,4,5
49,1,1,1,1,1,1,1,4,1
50,1,1,1,1,1,1,1,4,5
51,2,2,4,5,6,6,6,1,5
52,1,2,1,1,5,7,7,4,5
53,1,1,1,1,1,1,1,4,1
54,2,0,0,0,5,0,0,4,4
55,99,99,99,99,99,99,99,99,99
Modularity,0.1062565288474984,0.1005255927766858,0.11990240044757616,0.1393739164640191,0.1383966684768923,0.12978498506193484,0.12453646033262294,0.14951536816320626,0.09628908665787204
NMI,0.49581111212092704,0.4278394719531563,0.63218491785530539,0.81273912504403945,0.73364251751880816,0.73146763127565351,0.71336945044632705,1.0,0.49366612735084181
