,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Cluster 10,Cluster 11
0,0,0,4,4,4,4,4,4,4,4
1,0,0,0,5,6,6,6,6,6,6
2,2,3,3,4,4,4,4,4,4,4
3,1,1,1,1,1,1,1,1,1,1
4,0,0,4,4,4,4,4,4,4,4
5,1,1,1,1,1,1,1,1,1,1
6,0,0,0,5,6,6,6,6,6,6
7,1,1,1,1,6,6,6,6,6,6
8,1,1,1,1,1,1,1,1,10,10
9,2,3,3,3,3,3,3,3,3,3
10,2,3,3,4,4,4,4,5,5,5
11,1,1,1,1,1,1,1,1,1,1
12,2,2,4,4,4,4,2,8,2,2
13,1,1,1,1,1,1,1,1,1,1
14,1,3,3,3,5,3,5,5,5,11
15,2,2,2,2,2,2,8,2,8,8
16,2,2,2,2,2,2,2,8,2,2
17,2,2,2,2,2,2,2,8,2,2
18,2,2,2,2,2,2,8,2,8,8
19,2,2,2,2,2,2,8,8,2,2
20,2,2,2,2,2,2,8,2,8,8
21,2,0,0,5,6,6,6,6,6,6
22,0,2,2,2,2,2,8,2,8,8
23,2,3,3,5,5,5,5,5,5,5
24,2,3,4,5,5,5,5,5,5,5
25,1,3,3,5,1,3,5,1,1,1
26,0,0,4,4,4,7,4,9,9,9
27,1,1,1,1,1,1,1,1,1,1
28,1,1,1,1,1,1,1,1,1,1
29,1,1,1,1,1,1,1,1,1,1
30,2,3,3,3,3,3,3,3,3,3
31,2,3,3,3,3,3,3,3,3,3
32,0,3,3,3,3,3,8,3,8,8
33,0,3,3,3,3,3,3,3,3,3
34,0,2,0,0,0,0,0,4,0,0
35,2,2,2,5,5,5,5,5,5,5
36,0,1,1,1,1,1,8,4,10,10
37,2,2,4,5,5,5,5,8,5,5
38,0,2,2,0,0,7,7,8,4,2
39,1,1,1,1,1,1,1,1,1,1
40,0,2,0,0,6,7,7,7,7,7
41,1,1,1,1,6,7,7,7,7,7
42,1,1,1,1,6,7,7,7,7,7
43,2,2,4,5,4,7,5,9,9,9
44,1,1,1,1,1,1,1,1,1,1
45,0,0,4,5,4,4,8,9,9,9
46,2,3,3,5,5,5,5,5,5,5
47,1,1,1,1,1,1,1,1,1,1
48,1,1,1,1,1,1,1,1,1,1
49,1,1,1,1,1,1,1,1,1,1
50,2,1,4,5,5,5,5,5,5,5
51,2,3,3,5,5,5,5,5,5,5
52,2,3,3,5,5,5,5,5,5,5
53,2,1,1,5,5,5,5,5,5,5
54,99,99,99,99,99,99,99,99,99,99
55,99,99,99,99,99,99,99,99,99,99
