,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Cluster 10,Cluster 11,Cluster 12,Louvain,LPA
0,2,3,4,4,3,3,3,3,3,3,3,3,0
1,1,3,1,1,3,6,6,9,3,9,9,3,1
2,0,3,3,3,3,3,3,3,3,3,3,3,0
3,0,2,3,5,5,7,8,8,8,8,8,5,2
4,0,3,3,3,3,3,3,3,3,3,3,3,0
5,0,0,0,0,0,0,4,4,10,10,12,4,3
6,0,0,0,0,6,6,6,6,6,6,12,5,3
7,0,0,0,5,6,1,1,7,7,1,1,2,4
8,1,1,1,1,1,1,1,1,1,1,1,2,4
9,99,99,99,99,99,99,99,99,99,99,99,99,99
10,1,1,1,1,3,3,3,3,3,3,3,3,5
11,1,1,1,1,1,1,1,1,1,1,1,2,5
12,1,1,1,1,1,1,1,1,1,1,1,2,5
13,2,2,2,2,2,4,2,9,9,9,12,1,1
14,2,2,4,4,2,4,4,2,2,2,2,1,6
15,2,2,2,2,2,2,2,2,2,2,2,1,6
16,2,2,2,2,2,2,2,2,9,2,2,1,1
17,2,2,2,2,2,2,2,2,2,2,2,1,6
18,2,2,2,2,2,2,2,2,2,2,2,1,6
19,2,2,2,2,2,2,2,2,2,2,2,1,6
20,2,2,2,5,5,5,5,5,5,5,5,1,3
21,2,2,2,2,2,2,2,2,2,2,2,1,6
22,2,2,2,2,2,2,2,2,2,2,2,1,6
23,0,2,3,5,6,7,7,7,7,7,7,5,2
24,0,0,0,0,3,3,8,3,10,10,10,3,2
25,1,1,1,1,1,1,1,1,1,1,1,2,5
26,2,2,2,2,5,6,6,9,6,9,9,1,1
27,1,1,1,1,1,1,1,1,1,1,11,2,5
28,1,3,3,3,6,6,6,6,6,6,6,5,7
29,1,1,3,3,6,1,1,6,6,6,6,2,7
30,0,3,3,3,6,7,7,7,7,6,6,5,7
31,0,3,0,5,5,5,5,5,5,5,5,5,3
32,0,0,0,0,2,5,8,8,9,11,11,1,3
33,0,0,0,5,5,5,5,5,5,5,5,5,3
34,1,1,1,1,1,1,1,1,1,1,1,2,5
35,2,3,3,3,3,3,3,3,3,3,3,3,0
36,1,1,1,1,1,1,1,1,1,1,1,2,4
37,1,1,1,1,1,1,1,1,10,10,10,2,2
38,0,3,3,3,6,6,6,6,6,6,6,5,3
39,0,3,0,0,0,5,5,5,5,5,5,5,3
40,0,3,4,4,4,4,4,4,4,4,4,4,8
41,1,1,1,1,4,1,1,1,1,4,10,2,5
42,2,3,4,4,4,4,4,4,4,4,4,4,8
43,1,3,4,4,6,6,6,6,6,6,9,4,7
44,1,1,4,4,4,4,4,4,4,4,4,4,5
45,1,1,4,4,4,4,4,4,4,4,4,4,5
46,0,2,0,5,5,5,8,8,8,8,8,5,2
47,2,2,3,4,6,7,7,7,7,7,7,5,2
48,1,1,1,1,4,1,1,1,1,1,1,2,5
49,1,1,1,1,4,1,1,1,1,1,11,2,5
50,0,0,0,0,6,6,6,6,6,6,6,5,7
51,1,1,1,1,1,1,1,1,1,1,9,2,5
52,0,0,0,3,3,5,5,5,5,5,5,3,3
53,1,1,1,1,4,1,1,1,1,1,10,2,5
54,99,99,99,99,99,99,99,99,99,99,99,99,99
55,99,99,99,99,99,99,99,99,99,99,99,99,99
Modularity,0.09202516424231197,0.09472344868863464,0.10354591345071698,0.0970786403244756,0.11678309127421196,0.11556086234133396,0.12182690701500949,0.11423046210265066,0.10655527496295654,0.11405059006442221,0.09861231056116919,0.1441969573925004,0.09351859568647013
NMI,0.42722599939679057,0.49783222336967214,0.57762929014893383,0.54291488037813973,0.70641758288527789,0.69898187732925587,0.68041654217526371,0.69730637122190953,0.658702006831554,0.65835183078868387,0.60979331346322629,1.0,0.53978415453491257
