,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Cluster 10,Cluster 11
0,0,0,0,0,6,6,6,6,6,6
1,2,2,4,5,4,5,2,2,2,5
2,2,2,4,4,4,4,4,4,4,4
3,2,1,1,1,1,1,8,8,8,8
4,0,0,0,5,6,6,6,6,6,6
5,2,1,2,2,2,5,2,5,5,2
6,1,1,2,5,0,5,2,2,2,5
7,2,1,2,5,5,5,2,2,2,5
8,2,1,2,5,5,5,2,1,1,1
9,1,1,1,1,1,1,8,8,8,8
10,2,1,4,5,6,6,8,8,8,8
11,0,0,1,1,1,1,1,1,1,1
12,2,1,2,2,2,5,5,5,5,2
13,2,1,1,1,1,1,8,8,8,8
14,0,0,0,0,0,0,0,9,9,9
15,2,1,2,2,2,2,5,5,5,2
16,0,2,2,2,2,2,5,5,5,2
17,2,0,2,2,2,2,5,5,5,2
18,2,1,2,2,2,2,5,5,5,2
19,2,2,2,2,2,2,5,5,5,2
20,2,2,4,4,4,4,4,4,4,4
21,2,1,2,2,2,5,2,2,2,5
22,2,2,4,4,4,4,4,4,4,4
23,0,1,1,1,1,1,8,8,8,8
24,1,3,3,3,3,3,3,3,3,3
25,2,1,2,5,2,5,2,9,9,9
26,0,1,1,2,6,2,8,9,10,10
27,1,3,1,1,1,1,1,1,1,1
28,2,2,4,4,4,5,4,4,4,4
29,1,3,1,1,1,1,1,1,1,3
30,2,2,4,4,4,4,4,4,4,4
31,1,2,4,4,4,4,4,4,4,4
32,2,2,4,4,4,4,4,4,4,4
33,2,2,4,4,4,4,4,4,4,4
34,1,3,3,3,3,3,3,3,3,3
35,1,3,1,1,6,6,6,6,6,6
36,1,3,1,1,1,1,1,1,1,1
37,0,0,0,0,0,1,1,1,9,11
38,2,1,1,1,6,1,2,9,9,11
39,1,3,1,1,1,1,1,1,1,11
40,2,3,2,5,5,7,7,7,7,7
41,2,1,2,5,5,7,7,7,7,7
42,2,1,2,5,5,7,7,7,7,7
43,1,3,3,3,3,3,3,3,3,3
44,1,3,1,1,1,1,1,1,1,11
45,1,3,0,5,3,3,3,9,10,10
46,1,3,3,3,3,3,3,3,3,3
47,1,3,1,1,1,1,1,1,1,1
48,1,3,1,1,1,1,1,1,1,1
49,1,3,4,4,4,4,4,4,4,4
50,1,3,3,3,3,3,3,3,3,3
51,1,3,3,3,3,3,3,3,3,3
52,1,3,3,3,3,3,3,3,3,3
53,1,3,3,3,3,3,3,3,3,3
54,99,99,99,99,99,99,99,99,99,99
55,99,99,99,99,99,99,99,99,99,99
