,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Cluster 10,Cluster 11,Cluster 12,Louvain,
0,2,3,4,4,3,3,3,3,3,3,3,3,
1,1,3,1,1,3,6,6,9,3,9,9,3,
2,0,3,3,3,3,3,3,3,3,3,3,3,
3,0,2,3,5,5,7,8,8,8,8,8,5,
4,0,3,3,3,3,3,3,3,3,3,3,3,
5,0,0,0,0,0,0,4,4,10,10,12,4,
6,0,0,0,0,6,6,6,6,6,6,12,5,
7,0,0,0,5,6,1,1,7,7,1,1,2,
8,1,1,1,1,1,1,1,1,1,1,1,2,
9,99,99,99,99,99,99,99,99,99,99,99,99,
10,1,1,1,1,3,3,3,3,3,3,3,3,
11,1,1,1,1,1,1,1,1,1,1,1,2,
12,1,1,1,1,1,1,1,1,1,1,1,2,
13,2,2,2,2,2,4,2,9,9,9,12,1,
14,2,2,4,4,2,4,4,2,2,2,2,1,
15,2,2,2,2,2,2,2,2,2,2,2,1,
16,2,2,2,2,2,2,2,2,9,2,2,1,
17,2,2,2,2,2,2,2,2,2,2,2,1,
18,2,2,2,2,2,2,2,2,2,2,2,1,
19,2,2,2,2,2,2,2,2,2,2,2,1,
20,2,2,2,5,5,5,5,5,5,5,5,1,
21,2,2,2,2,2,2,2,2,2,2,2,1,
22,2,2,2,2,2,2,2,2,2,2,2,1,
23,0,2,3,5,6,7,7,7,7,7,7,5,
24,0,0,0,0,3,3,8,3,10,10,10,3,
25,1,1,1,1,1,1,1,1,1,1,1,2,
26,2,2,2,2,5,6,6,9,6,9,9,1,
27,1,1,1,1,1,1,1,1,1,1,11,2,
28,1,3,3,3,6,6,6,6,6,6,6,5,
29,1,1,3,3,6,1,1,6,6,6,6,2,
30,0,3,3,3,6,7,7,7,7,6,6,5,
31,0,3,0,5,5,5,5,5,5,5,5,5,
32,0,0,0,0,2,5,8,8,9,11,11,1,
33,0,0,0,5,5,5,5,5,5,5,5,5,
34,1,1,1,1,1,1,1,1,1,1,1,2,
35,2,3,3,3,3,3,3,3,3,3,3,3,
36,1,1,1,1,1,1,1,1,1,1,1,2,
37,1,1,1,1,1,1,1,1,10,10,10,2,
38,0,3,3,3,6,6,6,6,6,6,6,5,
39,0,3,0,0,0,5,5,5,5,5,5,5,
40,0,3,4,4,4,4,4,4,4,4,4,4,
41,1,1,1,1,4,1,1,1,1,4,10,2,
42,2,3,4,4,4,4,4,4,4,4,4,4,
43,1,3,4,4,6,6,6,6,6,6,9,4,
44,1,1,4,4,4,4,4,4,4,4,4,4,
45,1,1,4,4,4,4,4,4,4,4,4,4,
46,0,2,0,5,5,5,8,8,8,8,8,5,
47,2,2,3,4,6,7,7,7,7,7,7,5,
48,1,1,1,1,4,1,1,1,1,1,1,2,
49,1,1,1,1,4,1,1,1,1,1,11,2,
50,0,0,0,0,6,6,6,6,6,6,6,5,
51,1,1,1,1,1,1,1,1,1,1,9,2,
52,0,0,0,3,3,5,5,5,5,5,5,3,
53,1,1,1,1,4,1,1,1,1,1,10,2,
54,99,99,99,99,99,99,99,99,99,99,99,99,
55,99,99,99,99,99,99,99,99,99,99,99,99,
Modularity,0.09202516424231197,0.09472344868863464,0.10354591345071698,0.0970786403244756,0.11678309127421196,0.11556086234133396,0.12182690701500949,0.11423046210265066,0.10655527496295654,0.11405059006442221,0.09861231056116919,0.1441969573925004,
NMI,0.42722599939679057,0.49783222336967214,0.57762929014893383,0.54291488037813973,0.70641758288527789,0.69898187732925587,0.68041654217526371,0.69730637122190953,0.658702006831554,0.65835183078868387,0.60979331346322629,1.0,
Silhoutte,0.1198074,0.10077809,0.12013071,0.12089848,0.12225225,0.1503357,0.17361402,0.17483891,0.18435877,0.17580499,0.17613825,0.14872531,
