,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Cluster 10,Louvain,
0,0,1,1,2,6,5,8,8,8,2,
1,1,1,4,5,5,6,5,5,6,2,
2,2,2,2,2,6,7,8,8,8,2,
3,1,2,4,4,4,7,4,2,2,0,
4,0,1,3,2,6,6,8,8,8,2,
5,0,2,2,2,6,0,7,7,7,2,
6,0,1,4,5,5,6,5,5,6,2,
7,0,0,0,5,5,6,5,5,5,2,
8,0,0,0,5,5,5,7,9,5,3,
9,0,0,4,4,4,4,4,9,9,0,
10,2,2,2,5,5,6,5,5,6,2,
11,0,2,2,2,2,5,7,7,7,2,
12,2,1,1,5,5,6,5,5,6,2,
13,0,0,4,4,4,4,4,9,9,0,
14,2,3,3,3,3,3,3,3,3,1,
15,2,3,3,3,3,3,3,3,3,1,
16,2,2,3,3,6,3,7,7,7,1,
17,2,3,3,3,3,3,3,3,3,1,
18,2,3,3,3,3,3,3,3,3,1,
19,2,3,3,3,3,3,3,3,3,1,
20,2,3,3,3,3,3,3,3,3,1,
21,2,2,2,5,5,6,5,5,6,2,
22,2,3,3,3,3,3,3,3,3,1,
23,0,0,4,4,4,4,4,4,4,0,
24,1,1,4,4,4,4,4,4,4,0,
25,1,1,1,1,1,7,2,2,2,1,
26,0,0,4,4,4,4,4,9,9,0,
27,1,1,1,1,1,1,1,1,1,3,
28,1,2,2,1,6,7,2,2,2,2,
29,1,1,1,1,1,1,1,1,1,3,
30,1,2,2,2,6,7,2,2,2,2,
31,1,2,2,2,6,7,2,2,2,2,
32,2,2,2,2,6,7,2,2,2,2,
33,1,2,2,2,6,7,2,2,2,2,
34,1,1,4,4,4,4,4,4,4,0,
35,0,3,3,2,6,5,8,8,8,2,
36,1,1,1,1,1,5,1,1,5,3,
37,1,1,1,1,1,1,1,1,1,3,
38,1,1,1,1,1,1,2,1,2,3,
39,1,1,1,1,1,1,1,1,1,3,
40,2,2,2,5,2,2,6,6,10,3,
41,2,2,2,5,2,2,6,6,10,3,
42,2,2,2,5,2,2,6,6,10,3,
43,2,1,1,1,1,1,1,1,1,3,
44,1,1,1,1,1,1,1,1,1,3,
45,1,1,1,1,1,1,1,1,1,3,
46,1,1,1,1,1,1,1,1,1,3,
47,1,0,1,1,1,1,4,1,10,3,
48,1,1,1,1,1,1,1,1,1,3,
49,1,1,1,1,1,1,1,1,1,3,
50,1,1,1,1,1,1,1,1,1,3,
51,2,1,1,1,1,1,1,1,1,3,
52,1,1,1,1,1,1,1,7,7,3,
53,1,1,1,1,1,1,1,1,1,3,
54,99,99,99,99,99,99,99,99,99,99,
55,99,99,99,99,99,99,99,99,99,99,
Modularity,0.09437822500198889,0.08202005422467525,0.10478467563703514,0.15090202749273118,0.14918663968806062,0.13896628074263506,0.13472066526627077,0.13377842260990624,0.12599253669794028,0.16520363632743823,
NMI,0.24730710427483918,0.33915386195320851,0.56031718249181606,0.72660864143630188,0.72348295751128389,0.71813512895737364,0.66475234356217283,0.66109676369600912,0.61032030643077462,1.0,
Silhoutte,0.10669871,0.0906603,0.10645685,0.19124129,0.21811593,0.18919206,0.23401825,0.24453181,0.25631691,0.15068543,
