,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Louvain,LPA
0,0,3,3,3,3,3,3,0,0
1,0,3,3,3,3,3,3,0,0
2,0,3,3,3,3,3,3,0,0
3,1,3,3,4,4,4,8,3,1
4,0,3,3,3,3,3,3,0,0
5,2,3,3,3,3,3,3,0,0
6,0,3,4,4,6,6,4,0,0
7,1,3,4,5,6,6,6,0,2
8,1,1,1,1,1,1,1,8,2
9,1,1,3,3,5,4,4,1,3
10,2,3,4,4,6,6,6,0,2
11,1,1,1,1,6,6,6,0,2
12,2,3,4,4,6,6,6,0,2
13,0,0,3,4,4,4,8,1,3
14,1,2,3,3,5,4,4,1,3
15,2,2,2,2,2,2,2,1,4
16,2,2,2,2,2,2,2,1,4
17,2,2,2,2,2,2,2,1,4
18,2,2,2,2,2,2,2,1,4
19,2,2,2,2,2,2,2,1,5
20,2,2,2,2,2,2,2,1,4
21,2,2,2,2,2,2,2,1,4
22,99,99,99,99,99,99,99,99,99
23,2,3,3,3,0,4,8,3,3
24,2,3,4,5,5,5,8,3,1
25,2,1,4,5,5,5,5,3,1
26,0,3,3,5,5,5,8,3,1
27,2,2,2,2,2,2,2,1,5
28,1,1,1,1,1,1,1,8,6
29,1,1,1,1,1,1,1,8,6
30,1,1,1,4,4,7,7,8,1
31,0,0,3,4,4,7,7,1,3
32,1,1,1,1,4,7,7,8,1
33,1,1,1,1,1,1,1,8,6
34,1,1,1,1,1,1,1,8,6
35,0,3,3,3,3,3,3,0,0
36,1,1,1,1,1,1,1,8,6
37,1,1,1,1,1,1,1,8,3
38,1,1,1,1,1,1,1,8,6
39,1,1,1,1,1,1,1,8,6
40,2,3,4,5,5,5,5,3,7
41,2,3,4,5,5,5,5,3,7
42,2,3,4,5,5,5,5,3,7
43,2,3,4,5,5,5,5,3,1
44,1,1,1,1,1,1,1,8,6
45,99,99,99,99,99,99,99,99,99
46,99,99,99,99,99,99,99,99,99
47,99,99,99,99,99,99,99,99,99
48,99,99,99,99,99,99,99,99,99
49,1,1,1,1,1,1,1,8,6
50,1,1,1,1,1,1,1,3,6
51,1,1,1,1,1,1,1,8,6
52,1,1,1,1,1,1,1,8,6
53,1,1,1,1,1,1,1,8,6
54,1,1,1,1,1,1,1,8,6
55,99,99,99,99,99,99,99,99,99
Modularity,0.09528197742988212,0.12427139878437296,0.1340343430929692,0.1367148835953954,0.14163696889004343,0.14992616440392614,0.1406451362178563,0.16104259808807797,0.12789825048821815
NMI,0.37573789150783843,0.65652482318054928,0.59251436646684286,0.56547982098988714,0.70261051501682148,0.75203161737797752,0.7200354267522141,1.0,0.64747282806842454
