,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9
0,1,0,4,4,4,4,4,4
1,0,0,0,0,6,6,6,6
2,2,3,4,4,4,4,4,4
3,0,3,3,3,3,3,3,3
4,1,1,4,4,4,4,4,4
5,2,2,2,2,2,2,2,2
6,0,0,0,0,6,6,6,6
7,2,2,2,2,2,7,7,2
8,2,2,2,2,2,7,7,7
9,1,3,3,3,3,3,3,3
10,2,2,2,2,2,2,2,2
11,2,2,2,2,2,2,2,2
12,2,2,2,2,2,2,2,2
13,2,3,3,3,3,3,3,3
14,2,2,2,2,2,2,2,2
15,2,2,2,2,2,2,2,2
16,2,2,2,2,2,2,2,2
17,2,2,2,2,2,2,2,2
18,2,2,2,2,2,2,2,2
19,2,2,2,2,2,2,2,2
20,2,2,2,2,2,2,2,2
21,2,2,2,2,2,2,2,2
22,2,2,4,5,5,2,2,8
23,1,3,3,3,3,3,3,3
24,2,3,3,3,3,3,6,6
25,1,1,0,0,0,5,0,9
26,0,3,3,3,6,6,6,6
27,1,1,1,5,5,5,5,5
28,1,1,1,5,5,5,5,5
29,1,1,1,1,1,1,1,1
30,1,1,4,5,5,5,5,5
31,1,1,4,5,5,5,5,5
32,1,1,1,5,5,5,5,5
33,1,1,4,5,5,5,5,5
34,1,1,1,1,1,1,1,1
35,0,0,4,4,4,4,4,4
36,1,3,3,3,6,7,7,7
37,1,1,1,1,1,1,1,1
38,1,1,1,1,1,1,1,1
39,1,1,1,1,1,1,1,1
40,1,1,1,1,1,1,1,1
41,0,0,0,0,1,1,8,9
42,1,1,1,1,1,1,1,1
43,1,3,1,1,1,6,6,6
44,1,1,1,1,1,1,1,1
45,1,1,1,1,1,1,1,1
46,1,1,1,1,5,5,8,9
47,1,1,1,1,1,1,1,1
48,1,1,1,1,1,1,1,1
49,1,1,1,1,1,1,1,1
50,1,1,1,1,1,1,1,1
51,1,1,1,1,6,7,8,7
52,0,3,3,3,6,7,8,9
53,1,1,1,1,1,1,1,1
54,99,99,99,99,99,99,99,99
55,99,99,99,99,99,99,99,99
