,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Louvain,LPA
0,0,3,3,3,3,3,3,0,0
1,0,0,0,0,0,0,6,0,1
2,2,3,3,3,3,3,3,0,0
3,0,3,4,4,4,4,4,1,2
4,0,3,3,3,3,3,3,0,0
5,1,1,1,1,1,1,1,0,3
6,1,1,1,1,1,1,1,0,3
7,1,1,1,1,1,1,1,0,3
8,1,1,1,1,1,1,1,0,3
9,0,3,4,4,4,4,4,1,2
10,1,1,1,1,1,1,1,0,3
11,2,2,2,2,2,2,2,3,4
12,1,1,1,1,1,1,1,0,3
13,1,1,1,1,1,1,1,0,3
14,1,1,1,1,1,1,1,0,3
15,1,1,1,1,1,1,1,0,5
16,1,1,1,1,1,1,1,0,3
17,1,1,1,1,1,1,1,0,3
18,1,1,1,1,1,1,1,0,5
19,1,1,1,1,1,1,1,0,3
20,1,1,1,1,1,1,1,0,5
21,1,1,1,1,1,1,1,0,3
22,1,1,1,1,1,1,1,0,3
23,0,3,4,4,4,4,4,1,2
24,2,2,2,2,2,2,2,3,4
25,2,2,2,2,2,2,7,3,6
26,1,1,1,1,1,1,1,0,3
27,1,1,1,1,1,1,1,0,3
28,2,2,2,2,2,2,8,3,6
29,2,2,2,2,2,2,2,3,4
30,0,0,4,4,6,6,8,1,6
31,0,0,0,0,6,6,6,2,1
32,0,0,0,0,6,6,6,2,1
33,2,2,2,2,2,2,2,3,4
34,2,2,2,2,2,2,2,3,7
35,0,3,3,3,3,3,3,3,0
36,2,2,2,5,2,7,7,3,7
37,2,2,2,2,2,2,2,3,7
38,2,2,2,2,2,2,2,3,7
39,2,2,2,2,2,2,2,3,4
40,1,1,4,5,5,5,5,3,8
41,1,1,4,5,5,5,5,3,8
42,1,1,4,5,5,5,5,3,8
43,0,0,0,5,5,5,5,3,8
44,2,2,2,2,2,2,2,3,4
45,2,2,2,2,2,2,2,3,4
46,2,2,2,2,2,2,2,3,4
47,0,0,3,5,6,7,7,3,7
48,2,2,2,2,2,2,2,3,4
49,2,2,2,2,2,2,2,3,4
50,2,2,2,2,2,2,2,3,4
51,2,2,2,2,2,2,2,3,4
52,2,2,2,2,2,2,2,3,6
53,2,2,2,2,2,2,2,3,4
54,99,99,99,99,99,99,99,99,99
55,99,99,99,99,99,99,99,99,99
Modularity,0.20434737452260227,0.21662636076655384,0.23764653618788573,0.238377638939409,0.2399518471470756,0.23762678307423024,0.23122661457154897,0.2459768999824509,0.181366235465421
NMI,0.47297366717979239,0.5251139495453121,0.66644856974321554,0.7617382801279452,0.72312759658700165,0.73511732997967916,0.69788112027657823,1.0,0.63931512300649807
