,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Cluster 10,Louvain,LPA
0,2,2,2,2,2,2,2,2,2,0,0
1,2,2,2,2,2,7,7,7,7,0,1
2,2,2,2,2,2,2,2,2,2,0,0
3,2,3,3,3,3,3,3,3,3,1,2
4,2,2,2,2,2,2,2,2,2,0,0
5,2,2,2,2,2,2,2,2,2,0,0
6,0,0,0,0,0,7,7,7,7,1,1
7,0,0,4,4,6,6,6,6,6,0,1
8,0,0,4,4,6,6,6,6,6,0,1
9,2,3,3,3,3,3,3,3,3,1,2
10,2,3,3,3,3,3,3,3,3,1,2
11,2,2,2,2,2,2,2,2,2,0,0
12,0,3,3,0,6,7,7,7,7,1,1
13,2,3,3,3,3,3,3,3,3,1,2
14,2,3,3,3,3,3,3,3,3,1,2
15,2,3,3,5,5,5,5,5,5,1,3
16,0,2,2,5,5,5,5,5,5,1,3
17,2,2,2,5,5,5,5,5,5,1,3
18,2,2,2,5,5,5,5,5,5,1,3
19,0,0,0,5,5,5,8,8,8,1,3
20,0,2,4,4,4,4,4,4,4,3,4
21,2,3,3,5,5,7,7,7,7,1,3
22,2,2,2,5,5,5,5,5,5,1,5
23,2,3,3,3,3,3,3,3,3,1,5
24,2,3,3,3,3,3,3,3,3,1,5
25,1,1,1,1,1,1,1,1,1,1,5
26,2,3,3,5,5,6,5,5,5,1,3
27,1,1,1,1,1,1,1,1,1,2,5
28,1,1,1,1,1,1,1,1,1,2,5
29,1,1,1,1,1,1,1,1,1,2,5
30,1,1,4,4,4,4,1,8,8,3,5
31,0,0,4,4,4,4,4,4,4,3,4
32,0,0,4,4,4,4,4,4,4,3,4
33,1,2,2,2,2,2,2,2,2,0,5
34,1,1,4,4,4,4,4,4,4,2,6
35,2,2,2,2,2,2,2,2,2,0,0
36,1,1,1,1,6,6,6,6,6,2,1
37,1,1,1,2,1,7,8,9,9,2,7
38,1,1,1,1,1,1,1,1,1,2,6
39,1,1,1,1,1,1,1,1,1,2,6
40,1,1,1,1,1,1,1,1,1,2,6
41,1,1,1,1,1,1,1,1,1,2,6
42,1,1,1,1,1,1,1,1,1,2,6
43,1,1,1,1,1,1,1,1,1,2,6
44,1,1,1,1,1,1,1,1,1,2,5
45,1,1,1,1,1,1,1,1,1,2,6
46,0,0,3,5,6,7,8,9,9,2,7
47,99,99,99,99,99,99,99,99,99,99,99
48,0,0,0,0,0,0,0,0,0,1,3
49,1,1,1,1,1,1,1,1,1,2,5
50,1,1,1,1,1,1,1,1,1,2,5
51,1,1,1,1,1,1,1,1,1,2,5
52,0,0,0,0,0,2,2,2,10,0,0
53,1,1,1,1,1,1,1,1,1,2,5
54,99,99,99,99,99,99,99,99,99,99,99
55,1,1,1,1,1,1,1,1,1,2,5
Modularity,0.1573367297299252,0.16857492229155632,0.16955714877457687,0.17303713116829417,0.18346042725513198,0.1738531217402784,0.1762400728615893,0.17587119888251446,0.17277834530744443,0.2093281330138432,0.14226288592609732
NMI,0.43934855806676504,0.52566090830769174,0.59153723893103971,0.61867996512283563,0.66734861458856864,0.61550644554720169,0.61375368883722448,0.6523501030162383,0.6435191826767015,1.0,0.55047027522321734
