,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Cluster 10,Cluster 11
0,1,1,1,1,1,1,1,1,1,1
1,0,0,0,0,0,7,8,6,6,8
2,2,2,2,5,5,5,5,5,5,5
3,2,2,2,2,2,2,2,2,8,2
4,1,1,1,1,0,0,0,8,10,10
5,1,1,1,1,1,1,1,1,1,1
6,0,0,0,2,2,7,8,2,8,8
7,0,3,4,4,4,4,4,3,3,4
8,2,2,2,2,2,2,2,2,8,11
9,1,1,1,1,1,1,1,1,1,1
10,2,2,2,2,2,2,8,8,2,2
11,1,1,1,1,1,1,1,1,1,1
12,2,2,2,2,3,2,2,8,2,2
13,1,1,1,1,1,1,1,1,1,1
14,0,0,3,3,6,6,6,9,9,9
15,0,2,3,5,6,6,6,6,6,6
16,0,0,4,4,4,7,7,7,7,7
17,0,1,3,3,6,6,6,9,9,9
18,1,1,1,1,1,7,1,1,1,1
19,1,2,2,2,2,2,2,2,8,11
20,2,3,3,5,5,5,5,5,5,5
21,1,1,1,1,1,1,1,1,1,1
22,2,2,0,5,5,5,5,5,5,5
23,0,3,4,4,4,4,4,3,3,4
24,0,3,4,4,4,4,4,3,3,4
25,2,2,2,2,2,2,2,8,2,2
26,0,2,3,5,6,6,6,6,6,6
27,2,2,2,2,2,2,2,2,8,11
28,2,2,2,2,2,2,2,8,2,2
29,0,3,3,3,3,3,3,2,8,11
30,2,2,2,2,2,2,2,8,2,2
31,2,3,4,5,5,5,5,5,5,5
32,2,2,2,5,5,5,5,5,5,5
33,0,3,4,2,4,4,4,3,3,4
34,2,3,3,3,3,3,3,4,4,3
35,1,1,1,1,1,1,1,1,1,1
36,1,1,1,1,1,1,1,1,1,1
37,1,1,1,1,1,1,1,1,10,10
38,0,0,0,0,0,0,7,7,10,10
39,2,3,4,4,4,7,7,7,7,7
40,2,3,3,3,3,3,3,4,4,3
41,0,0,0,0,0,0,0,0,0,11
42,2,3,3,3,3,3,3,4,4,3
43,0,0,3,3,3,3,8,8,9,3
44,2,3,3,3,3,3,3,4,4,3
45,0,0,2,5,6,6,6,6,6,6
46,2,0,4,4,6,6,6,9,3,9
47,0,0,3,3,3,3,3,9,10,11
48,0,3,0,0,0,4,4,3,10,10
49,0,3,4,4,4,4,4,3,3,4
50,2,3,3,3,3,4,4,4,4,4
51,0,0,0,0,0,0,0,9,9,9
52,1,1,1,1,1,1,1,1,1,1
53,0,3,4,4,4,4,4,3,3,4
54,99,99,99,99,99,99,99,99,99,99
55,99,99,99,99,99,99,99,99,99,99
