,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Cluster 10,Louvain,LPA
0,1,3,3,5,5,5,5,5,5,3,0
1,0,0,4,5,5,5,5,5,10,3,1
2,0,3,3,5,5,5,5,5,5,3,0
3,0,3,3,3,3,3,3,3,3,0,2
4,0,3,3,5,5,5,5,5,5,3,0
5,2,2,2,2,2,2,2,2,2,0,3
6,0,0,0,0,0,4,5,5,10,3,1
7,2,2,2,3,6,6,6,6,10,3,1
8,1,3,3,3,6,6,6,6,6,3,4
9,0,3,3,3,3,3,3,3,3,0,2
10,1,1,4,4,4,7,7,7,7,3,1
11,2,2,2,2,6,7,7,7,7,3,1
12,2,2,2,2,6,7,7,7,7,3,1
13,2,2,4,4,3,3,3,3,3,0,2
14,0,3,3,3,3,3,3,3,3,0,2
15,2,2,2,2,2,2,2,2,2,0,3
16,2,2,2,2,2,2,2,2,2,0,3
17,2,2,2,2,2,2,2,2,2,0,3
18,2,2,2,2,2,2,2,2,2,0,3
19,2,2,2,2,2,2,2,2,2,0,3
20,2,2,2,2,2,2,2,2,2,0,3
21,0,3,3,3,6,6,6,6,6,3,4
22,99,99,99,99,99,99,99,99,99,99,99
23,1,3,3,3,3,3,3,3,3,0,2
24,99,99,99,99,99,99,99,99,99,99,99
25,1,1,4,4,4,1,1,1,4,6,5
26,2,3,3,2,3,3,3,3,3,0,2
27,1,1,2,2,2,2,2,2,2,0,3
28,1,1,1,1,1,1,1,1,1,4,6
29,1,1,1,1,1,1,1,1,1,4,6
30,0,0,4,4,4,4,4,4,4,6,1
31,0,0,4,4,4,4,4,4,4,6,1
32,0,0,4,4,4,4,4,4,4,6,1
33,2,2,4,4,4,4,4,4,4,6,5
34,2,2,4,4,4,4,4,4,4,6,5
35,0,3,3,5,5,5,5,5,5,3,0
36,1,1,4,3,6,6,6,6,6,3,4
37,2,2,4,2,5,5,8,8,8,4,7
38,1,1,1,1,1,1,8,8,8,4,7
39,1,1,1,1,1,1,1,1,1,4,6
40,1,1,1,1,1,1,1,1,1,4,6
41,0,2,0,0,0,0,0,9,9,4,7
42,99,99,99,99,99,99,99,99,99,99,99
43,1,1,1,1,1,1,1,1,1,4,6
44,1,1,1,1,1,1,1,1,1,4,6
45,1,1,1,1,1,1,1,1,1,4,6
46,1,1,1,1,1,1,1,1,1,4,6
47,2,2,4,3,3,3,8,8,8,3,7
48,1,1,1,1,1,1,1,1,1,4,6
49,1,1,4,4,4,1,1,1,4,6,5
50,1,1,1,1,1,1,8,9,9,4,7
51,1,1,1,1,1,1,1,1,1,4,6
52,1,1,1,1,1,1,1,1,1,4,6
53,1,1,1,1,1,1,1,1,1,4,6
54,99,99,99,99,99,99,99,99,99,99,99
55,99,99,99,99,99,99,99,99,99,99,99
Modularity,0.08699923631302466,0.0914888064340772,0.11580744321930125,0.1307444710198213,0.13342652466513436,0.12899550142195168,0.12975098112344327,0.12971488326116581,0.12728814760627485,0.1541867831490722,0.11970568429078997
NMI,0.19972168921202049,0.32839110749575601,0.540419728188411,0.60649350709010819,0.73118680925825719,0.67092252571639355,0.72132371072276336,0.7223448215978312,0.76946417169857007,1.0,0.72518051790021132
