,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Louvain,LPA
0,2,2,3,3,6,2,2,0,0
1,2,2,2,2,6,2,2,0,0
2,2,2,2,2,6,2,2,0,0
3,2,2,2,2,2,7,7,1,1
4,2,2,2,2,6,2,2,0,0
5,0,3,4,4,4,4,4,1,2
6,2,2,2,2,6,2,2,0,0
7,2,2,4,4,6,2,2,0,0
8,0,0,4,4,4,4,4,1,3
9,2,2,2,2,2,7,7,1,1
10,0,0,4,4,4,4,4,1,2
11,0,0,4,4,4,4,4,1,2
12,2,2,4,4,4,4,4,1,2
13,2,1,4,2,2,7,7,1,3
14,2,3,3,3,3,3,3,1,3
15,1,3,3,3,3,3,3,1,3
16,0,3,3,3,6,3,3,1,3
17,1,3,3,3,3,3,3,1,3
18,1,3,3,3,3,3,3,1,3
19,1,3,3,3,3,3,3,1,3
20,0,3,3,3,3,3,3,1,3
21,0,3,3,3,3,3,3,1,3
22,1,1,1,1,1,1,1,3,4
23,2,2,2,2,2,7,7,1,1
24,2,2,2,2,2,7,7,1,1
25,1,1,1,1,1,1,1,2,5
26,1,3,3,3,3,3,3,1,3
27,1,1,1,1,1,1,1,3,4
28,1,1,1,1,1,1,1,3,6
29,1,1,1,1,1,1,1,3,6
30,2,2,2,5,5,5,5,2,7
31,1,2,2,5,5,5,5,2,7
32,2,2,2,5,5,5,5,2,7
33,1,1,1,5,5,5,5,2,7
34,2,2,2,5,5,5,5,2,7
35,2,2,2,2,6,2,2,0,5
36,1,1,1,1,1,1,1,3,5
37,1,1,1,1,6,6,6,3,8
38,1,1,1,1,6,6,6,3,8
39,1,1,1,1,1,1,1,3,6
40,1,1,1,1,1,1,1,3,8
41,0,0,0,0,0,2,6,3,8
42,1,1,1,1,1,1,1,3,5
43,1,1,1,1,1,1,1,3,4
44,1,1,1,1,1,1,1,3,6
45,1,1,1,1,1,1,1,3,6
46,1,1,1,1,1,1,1,3,6
47,1,1,1,1,1,1,1,3,6
48,1,1,1,1,1,1,1,3,6
49,1,1,1,1,1,1,1,3,6
50,1,1,1,1,1,1,1,3,5
51,1,1,1,1,1,1,1,3,4
52,1,1,1,1,1,1,1,3,6
53,1,1,1,1,1,1,1,3,4
54,1,1,1,1,1,1,1,3,4
55,99,99,99,99,99,99,99,99,99
Modularity,0.12508438583800657,0.17170894989718308,0.1761501997682696,0.18382985082063408,0.19387542561636614,0.1995161397446954,0.1997107592481604,0.21939073904752143,0.14330744209033247
NMI,0.40835640153034863,0.55556143328634944,0.57415901635208633,0.67684099897191641,0.70476136709910253,0.76020349834149237,0.79318548661612343,1.0,0.70961730919727117
