,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Cluster 10
0,0,0,0,5,6,6,6,6,6
1,0,0,0,0,5,7,7,7,7
2,2,2,3,3,3,3,3,3,3
3,2,3,4,4,4,4,4,4,2
4,2,0,0,5,6,6,6,6,6
5,2,2,3,3,3,3,3,3,3
6,2,2,3,3,3,7,7,7,7
7,2,2,3,5,5,5,5,2,2
8,2,2,3,3,3,3,3,3,3
9,0,3,4,4,4,4,4,4,2
10,0,3,0,5,6,6,6,6,6
11,2,2,3,3,3,3,3,3,3
12,1,1,1,1,1,2,3,9,9
13,2,2,1,1,1,2,2,9,9
14,0,0,0,0,5,5,1,5,10
15,1,1,1,1,1,2,2,9,9
16,2,2,3,3,3,3,3,3,3
17,2,2,3,3,3,3,3,3,3
18,2,2,3,3,3,3,3,3,3
19,0,3,4,4,4,4,5,2,2
20,2,3,1,1,1,2,2,9,9
21,2,2,3,3,3,7,7,7,7
22,2,3,1,1,1,4,4,9,9
23,1,1,1,1,1,2,2,9,9
24,1,1,1,1,1,2,2,9,9
25,2,3,1,1,1,2,2,5,5
26,1,1,1,1,5,5,2,5,5
27,1,1,2,2,2,1,1,1,1
28,0,0,4,4,4,4,4,4,4
29,1,1,2,2,2,1,1,1,1
30,2,3,4,4,4,4,4,4,4
31,2,3,4,4,4,4,4,4,4
32,2,3,4,4,4,4,4,4,4
33,0,3,4,4,4,4,4,4,4
34,1,1,2,2,2,5,1,1,1
35,1,2,3,3,3,3,3,3,3
36,0,0,0,5,5,5,8,8,8
37,2,3,2,2,2,1,1,1,10
38,2,3,2,2,2,1,1,1,10
39,1,1,2,2,2,1,1,1,1
40,2,3,2,2,2,0,8,8,8
41,2,3,2,2,2,1,8,8,8
42,2,3,2,2,2,1,8,8,8
43,1,1,2,2,2,2,2,5,5
44,1,1,2,2,2,1,1,1,1
45,1,1,1,1,5,5,2,5,5
46,1,1,1,1,1,2,2,9,9
47,0,2,3,3,3,3,3,3,3
48,1,1,2,2,2,1,1,1,1
49,1,1,2,2,2,1,1,1,1
50,1,1,2,2,2,1,2,1,1
51,1,1,1,1,1,2,2,9,9
52,1,1,1,1,1,2,2,9,9
53,1,1,2,2,2,1,1,1,1
54,99,99,99,99,99,99,99,99,99
55,99,99,99,99,99,99,99,99,99
