,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Cluster 10,Cluster 11,Louvain,LPA
0,0,0,0,0,0,7,7,7,7,7,0,0
1,2,3,4,4,4,4,4,4,4,4,0,1
2,2,3,3,3,3,3,3,3,3,3,1,2
3,2,2,3,3,3,3,8,8,8,8,0,3
4,0,0,0,0,0,7,7,7,7,7,0,0
5,2,2,4,4,4,4,4,4,5,5,0,4
6,2,2,4,4,4,4,4,4,4,4,0,1
7,2,2,4,2,4,4,4,4,4,4,0,1
8,1,1,4,5,5,5,5,5,5,5,2,5
9,2,2,2,2,5,2,8,8,8,8,0,3
10,2,2,3,2,3,3,8,8,8,8,0,3
11,0,0,0,0,0,0,0,9,9,11,2,0
12,2,2,4,4,4,4,4,4,4,4,0,4
13,2,2,2,2,4,4,8,8,8,8,0,3
14,0,0,0,0,0,0,0,0,10,10,0,0
15,2,2,4,4,4,4,4,4,6,4,0,4
16,0,0,0,2,6,6,6,6,6,6,0,0
17,0,0,4,4,6,6,6,6,6,6,0,0
18,2,2,4,4,4,4,4,4,6,4,0,4
19,2,0,4,4,6,6,6,6,6,11,0,0
20,2,3,3,3,3,3,3,3,3,3,1,2
21,2,2,4,4,4,4,4,4,4,4,0,1
22,2,3,3,3,3,3,3,3,3,3,1,2
23,2,2,2,2,2,2,8,8,8,8,0,3
24,1,2,2,2,2,2,2,2,2,2,0,6
25,2,2,4,4,4,4,4,4,10,10,0,0
26,2,2,2,2,2,2,8,9,9,9,0,7
27,1,1,1,1,6,6,2,2,6,11,2,6
28,1,3,3,3,3,3,3,3,3,3,1,4
29,1,1,1,1,5,5,2,2,2,11,2,6
30,2,3,3,3,3,3,3,3,3,3,1,2
31,0,3,3,3,3,3,3,3,3,3,1,7
32,2,3,3,3,3,3,3,3,3,3,1,2
33,2,3,3,3,3,3,3,3,3,3,1,2
34,1,1,1,1,2,2,2,2,2,2,2,7
35,1,1,1,1,2,7,7,7,7,7,2,6
36,1,1,1,5,5,5,5,5,5,5,2,5
37,2,0,0,5,5,5,5,5,5,5,2,0
38,2,2,2,5,5,5,5,5,5,5,2,0
39,1,1,1,5,5,5,5,5,5,5,2,5
40,1,1,1,1,1,1,1,1,1,1,2,8
41,2,2,4,1,1,1,1,1,1,1,2,8
42,2,2,4,1,1,1,1,1,1,1,2,8
43,1,1,2,1,2,2,2,2,2,2,2,6
44,1,1,1,1,5,5,2,2,2,2,2,6
45,1,1,0,1,0,0,0,9,9,9,2,7
46,1,1,1,1,2,5,2,2,2,2,2,6
47,1,1,1,5,5,5,5,5,5,5,2,5
48,1,1,1,1,5,5,5,5,5,5,2,5
49,1,1,1,1,1,1,2,2,2,2,2,6
50,1,1,2,1,2,2,2,2,2,2,2,6
51,1,1,2,2,2,2,2,2,2,2,0,6
52,1,2,2,2,2,2,2,2,2,2,0,6
53,1,1,1,5,2,5,2,2,2,2,2,6
54,99,99,99,99,99,99,99,99,99,99,99,99
55,99,99,99,99,99,99,99,99,99,99,99,99
Modularity,0.13059608567981956,0.13160194698204056,0.1255472112288018,0.14656451612378052,0.12837134015039994,0.13691805396682138,0.1386471393274796,0.13765501677505718,0.12997102535675173,0.13027660261216922,0.1725350837219357,0.10712625568982947
NMI,0.23027270206148362,0.55786903822542178,0.45909590073958534,0.68805826180494323,0.44583641209709762,0.4970663418480552,0.56322333788616674,0.55652434494926017,0.48099599176546776,0.49015950692343435,1.0,0.4451592555842408
