,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Cluster 10,Louvain,LPA
0,0,0,0,5,6,6,6,6,6,1,0
1,0,0,0,0,5,7,7,7,7,1,0
2,2,2,3,3,3,3,3,3,3,0,1
3,2,3,4,4,4,4,4,4,2,1,2
4,2,0,0,5,6,6,6,6,6,1,0
5,2,2,3,3,3,3,3,3,3,0,1
6,2,2,3,3,3,7,7,7,7,0,0
7,2,2,3,5,5,5,5,2,2,0,0
8,2,2,3,3,3,3,3,3,3,0,1
9,0,3,4,4,4,4,4,4,2,1,2
10,0,3,0,5,6,6,6,6,6,1,0
11,2,2,3,3,3,3,3,3,3,0,1
12,1,1,1,1,1,2,3,9,9,0,3
13,2,2,1,1,1,2,2,9,9,0,3
14,0,0,0,0,5,5,1,5,10,0,0
15,1,1,1,1,1,2,2,9,9,1,3
16,2,2,3,3,3,3,3,3,3,0,1
17,2,2,3,3,3,3,3,3,3,0,1
18,2,2,3,3,3,3,3,3,3,0,1
19,0,3,4,4,4,4,5,2,2,1,2
20,2,3,1,1,1,2,2,9,9,1,2
21,2,2,3,3,3,7,7,7,7,0,0
22,2,3,1,1,1,4,4,9,9,1,2
23,1,1,1,1,1,2,2,9,9,3,3
24,1,1,1,1,1,2,2,9,9,3,3
25,2,3,1,1,1,2,2,5,5,0,3
26,1,1,1,1,5,5,2,5,5,2,4
27,1,1,2,2,2,1,1,1,1,2,5
28,0,0,4,4,4,4,4,4,4,1,2
29,1,1,2,2,2,1,1,1,1,2,5
30,2,3,4,4,4,4,4,4,4,1,3
31,2,3,4,4,4,4,4,4,4,1,2
32,2,3,4,4,4,4,4,4,4,1,2
33,0,3,4,4,4,4,4,4,4,1,2
34,1,1,2,2,2,5,1,1,1,2,5
35,1,2,3,3,3,3,3,3,3,0,3
36,0,0,0,5,5,5,8,8,8,2,0
37,2,3,2,2,2,1,1,1,10,2,6
38,2,3,2,2,2,1,1,1,10,2,6
39,1,1,2,2,2,1,1,1,1,2,6
40,2,3,2,2,2,0,8,8,8,2,6
41,2,3,2,2,2,1,8,8,8,2,6
42,2,3,2,2,2,1,8,8,8,2,6
43,1,1,2,2,2,2,2,5,5,2,5
44,1,1,2,2,2,1,1,1,1,2,5
45,1,1,1,1,5,5,2,5,5,2,4
46,1,1,1,1,1,2,2,9,9,3,3
47,0,2,3,3,3,3,3,3,3,0,1
48,1,1,2,2,2,1,1,1,1,2,6
49,1,1,2,2,2,1,1,1,1,2,5
50,1,1,2,2,2,1,2,1,1,2,5
51,1,1,1,1,1,2,2,9,9,3,3
52,1,1,1,1,1,2,2,9,9,3,3
53,1,1,2,2,2,1,1,1,1,2,5
54,99,99,99,99,99,99,99,99,99,99,99
55,99,99,99,99,99,99,99,99,99,99,99
Modularity,0.08188143145061014,0.11387876504602669,0.1475426020054803,0.14500329439542534,0.14033010477960323,0.12264881941709482,0.12062016623411663,0.12108911767304109,0.10799863686141904,0.15700805716432104,0.10584169670664091
NMI,0.26852185572409876,0.47791392057514204,0.62126219016198769,0.59264016040737855,0.65543799375496925,0.60080865624830526,0.55022400596343868,0.60410558619526011,0.56720013712261397,1.0,0.59574153725871859
