,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Louvain,LPA
0,1,2,1,5,5,5,1,0
1,1,1,1,1,1,1,14,1
2,2,2,2,5,5,5,1,0
3,1,1,1,1,6,6,12,2
4,1,2,2,5,5,5,1,0
5,2,2,2,5,5,5,1,0
6,0,3,3,3,3,3,0,3
7,2,3,3,3,3,3,0,3
8,2,3,3,3,3,3,14,3
9,0,0,0,0,6,6,1,4
10,2,3,4,4,4,4,1,5
11,2,3,4,4,4,4,1,5
12,2,3,4,4,4,4,1,5
13,1,3,4,1,6,6,1,2
14,2,2,2,2,2,2,2,6
15,2,2,2,2,2,2,2,6
16,2,3,3,5,6,7,2,4
17,2,2,2,2,2,2,2,6
18,2,2,2,2,2,2,2,6
19,2,2,2,2,2,2,2,6
20,2,2,2,2,2,2,2,6
21,1,3,3,3,3,3,0,2
22,99,99,99,99,99,99,99,99
23,1,1,1,3,6,6,12,2
24,1,1,1,1,1,1,14,1
25,99,99,99,99,99,99,99,99
26,0,2,3,3,3,7,0,3
27,1,1,1,1,1,1,14,1
28,1,1,1,1,1,1,14,1
29,1,1,1,1,1,1,14,1
30,1,1,4,1,6,6,12,2
31,1,3,4,4,4,6,1,2
32,1,1,1,1,6,6,12,2
33,1,1,1,1,1,1,14,1
34,99,99,99,99,99,99,99,99
35,1,2,2,5,5,5,1,0
36,99,99,99,99,99,99,99,99
37,99,99,99,99,99,99,99,99
38,0,3,3,3,3,7,12,4
39,1,1,1,1,1,3,12,2
40,1,1,1,1,1,1,14,1
41,1,1,1,1,1,1,14,1
42,99,99,99,99,99,99,99,99
43,1,1,4,0,5,5,14,4
44,1,3,1,5,5,3,14,4
45,1,3,1,5,5,3,14,4
46,99,99,99,99,99,99,99,99
47,99,99,99,99,99,99,99,99
48,99,99,99,99,99,99,99,99
49,1,1,1,1,6,6,12,2
50,99,99,99,99,99,99,99,99
51,1,1,1,1,1,1,14,1
52,2,2,4,4,4,4,1,5
53,1,1,3,3,3,7,12,2
54,99,99,99,99,99,99,99,99
55,99,99,99,99,99,99,99,99
Modularity,0.0816695425486631,0.10501964977868217,0.11902101558374201,0.12681533667353723,0.13672844609900628,0.12836737744206195,0.1653773469449602,0.13925109367969654
NMI,0.34971988343892629,0.43128261572009075,0.48629736311795962,0.54842811904510924,0.62226892579520232,0.64243407605293423,1.0,0.66510435867216566
