,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Louvain,LPA
0,1,3,3,3,3,4,3,2,0
1,1,3,3,3,3,5,3,2,0
2,99,99,99,99,99,99,99,99,99
3,2,3,4,4,4,4,4,2,1
4,1,3,3,3,3,4,3,2,0
5,0,0,0,0,6,6,2,2,2
6,0,3,3,3,6,6,7,2,2
7,2,2,2,2,2,2,2,2,3
8,2,2,2,2,2,2,2,2,4
9,99,99,99,99,99,99,99,99,99
10,2,2,2,2,2,2,2,2,3
11,2,2,2,2,2,2,8,3,5
12,2,2,3,3,2,2,2,2,3
13,2,2,4,4,4,4,4,2,1
14,2,2,2,2,2,2,2,2,1
15,2,2,2,2,2,2,6,2,4
16,2,2,2,2,2,2,2,2,4
17,2,2,2,2,2,2,2,2,4
18,2,2,2,2,2,2,2,2,3
19,2,2,2,2,2,2,2,2,3
20,0,3,3,3,6,6,6,3,2
21,2,2,3,3,2,2,2,2,3
22,2,2,2,2,6,6,6,3,4
23,2,3,4,4,4,4,4,2,1
24,2,3,4,4,4,4,4,2,1
25,2,2,2,2,2,6,8,3,4
26,1,1,1,1,1,1,1,4,6
27,1,1,1,1,1,1,1,4,6
28,2,2,2,2,2,2,2,2,4
29,1,1,1,1,1,1,1,4,6
30,1,2,2,2,2,6,8,3,4
31,2,2,2,2,2,3,8,3,5
32,2,2,2,2,2,3,8,3,5
33,1,1,1,1,1,1,1,4,6
34,1,1,1,1,1,1,1,4,6
35,0,3,3,3,3,3,3,4,2
36,1,1,2,5,5,7,7,4,7
37,1,1,1,1,1,1,1,4,7
38,0,0,4,5,5,7,7,4,2
39,1,1,1,5,5,7,7,4,7
40,2,2,3,5,5,5,5,4,8
41,2,2,3,5,5,5,5,4,8
42,2,2,3,5,5,5,5,4,8
43,1,1,1,1,1,1,1,4,6
44,1,1,1,1,1,1,1,4,6
45,1,1,2,2,2,3,8,3,5
46,1,1,1,1,1,1,1,4,6
47,1,1,1,1,1,1,1,4,7
48,1,1,2,2,2,3,8,3,5
49,1,1,1,1,1,1,8,4,6
50,1,1,1,1,1,1,1,4,6
51,1,1,1,1,1,1,1,4,6
52,1,1,1,1,1,1,1,4,2
53,1,1,1,1,1,1,1,4,6
54,99,99,99,99,99,99,99,99,99
55,99,99,99,99,99,99,99,99,99
Modularity,0.0737692589354457,0.08097841067313281,0.09358702580980918,0.09678357255206763,0.09307705162370926,0.08411797228209371,0.09605917050399568,0.12121836143754411,0.06433915558579624
NMI,0.20547649241980406,0.33719744793405038,0.4035860445554979,0.54176971571009769,0.54727559736171161,0.58881777215046405,0.60818688977951307,1.0,0.55310715293004975
