,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Louvain,LPA
0,2,2,2,2,2,2,0,0
1,1,1,1,1,1,1,6,1
2,2,2,2,2,2,2,0,0
3,2,3,4,4,6,6,1,2
4,2,2,2,2,2,2,0,0
5,0,0,0,3,3,2,0,3
6,0,0,0,0,0,7,2,4
7,0,3,4,4,4,4,5,5
8,0,3,4,4,4,4,5,5
9,2,3,4,4,6,6,1,2
10,1,1,4,4,6,6,1,2
11,2,2,2,2,2,2,0,3
12,2,2,2,2,2,2,0,3
13,2,3,4,4,6,6,1,2
14,1,3,4,4,6,6,1,2
15,2,2,4,4,6,6,1,2
16,0,3,3,3,3,3,2,6
17,0,3,3,3,3,3,2,6
18,0,3,3,3,3,3,2,3
19,0,0,3,3,3,3,2,3
20,0,3,3,3,3,3,2,6
21,0,3,3,3,3,7,2,4
22,99,99,99,99,99,99,99,99
23,0,3,4,4,6,6,1,3
24,0,3,3,3,3,3,2,6
25,99,99,99,99,99,99,99,99
26,2,2,4,4,6,7,2,4
27,2,2,2,2,2,2,0,0
28,1,1,1,5,5,5,6,1
29,1,1,1,5,5,5,6,1
30,1,1,1,5,5,5,6,7
31,1,1,1,5,5,5,6,7
32,1,1,1,5,5,5,6,7
33,1,1,1,5,5,5,6,1
34,1,1,1,5,5,5,6,1
35,2,2,2,2,2,2,0,0
36,0,3,4,4,4,4,5,5
37,1,1,4,1,1,1,6,8
38,1,1,1,1,1,1,6,8
39,1,1,1,1,1,1,6,8
40,1,1,1,1,1,1,6,8
41,1,1,1,1,1,1,6,8
42,99,99,99,99,99,99,99,99
43,1,1,1,1,1,1,6,8
44,1,1,1,1,1,1,6,8
45,99,99,99,99,99,99,99,99
46,99,99,99,99,99,99,99,99
47,99,99,99,99,99,99,99,99
48,99,99,99,99,99,99,99,99
49,1,1,1,1,5,5,6,1
50,1,1,4,1,4,4,5,5
51,0,3,4,4,4,4,5,5
52,2,2,2,2,2,2,0,0
53,0,0,0,0,0,0,0,3
54,99,99,99,99,99,99,99,99
55,99,99,99,99,99,99,99,99
Modularity,0.16167526595475082,0.16224102436108617,0.1991725977833108,0.20431034336144044,0.22160461534632936,0.220759726182036,0.23898976912685832,0.17272112281645652
NMI,0.55558701922910581,0.5944494216658428,0.77408271189806643,0.70929175267313738,0.81066633700636048,0.88448481716009497,1.0,0.76561987856168368
