,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Louvain,LPA
0,1,1,4,4,4,4,4,0,0
1,0,0,0,0,6,7,8,1,1
2,0,0,4,4,4,4,4,0,0
3,2,3,3,3,3,3,3,2,2
4,0,0,4,4,4,4,4,0,0
5,2,2,2,2,2,2,2,1,3
6,2,2,2,2,6,7,8,1,1
7,2,2,4,5,6,6,6,2,2
8,0,0,0,5,5,5,5,3,4
9,0,3,3,3,3,3,3,2,5
10,2,3,3,3,3,3,3,2,5
11,2,2,1,1,1,1,1,1,3
12,2,2,2,2,2,2,2,1,6
13,2,3,3,3,6,6,6,2,2
14,2,3,3,3,6,6,6,2,2
15,2,2,2,2,2,2,2,1,6
16,2,2,2,2,2,2,2,1,3
17,2,2,2,2,2,2,2,1,6
18,2,2,2,2,2,2,2,1,6
19,2,2,2,2,2,2,2,1,6
20,2,2,2,2,2,2,2,1,6
21,2,2,2,2,2,2,2,1,6
22,2,2,2,2,2,2,2,1,6
23,2,3,3,3,6,6,6,2,3
24,1,1,1,1,1,1,6,2,3
25,1,1,1,1,1,6,6,2,2
26,2,2,2,2,2,2,2,1,2
27,1,1,1,1,1,1,1,3,7
28,1,1,1,1,1,1,1,3,7
29,1,1,1,1,1,1,1,3,7
30,0,3,3,3,3,3,3,2,5
31,0,3,3,3,3,3,3,2,5
32,0,3,3,3,3,3,3,2,5
33,1,3,3,1,1,3,3,2,3
34,1,1,1,1,1,1,1,3,7
35,0,0,4,4,4,4,4,0,0
36,0,0,0,5,5,5,5,3,4
37,1,1,1,1,1,1,1,3,2
38,1,1,1,1,1,1,1,3,7
39,1,1,1,1,1,1,1,3,7
40,1,1,4,1,1,7,7,3,8
41,0,0,4,5,5,7,7,3,8
42,2,2,4,5,5,7,7,3,8
43,1,1,1,1,1,1,1,3,8
44,1,1,1,1,1,1,1,3,7
45,1,1,1,1,1,1,1,3,2
46,1,1,1,1,1,1,1,3,7
47,1,1,1,1,1,1,1,3,7
48,1,1,1,1,1,1,1,3,7
49,1,1,1,1,1,1,1,3,7
50,1,1,1,1,1,1,1,3,7
51,1,1,1,1,1,1,1,3,2
52,1,1,1,1,1,1,1,0,2
53,1,1,1,1,1,1,1,3,7
54,99,99,99,99,99,99,99,99,99
55,99,99,99,99,99,99,99,99,99
Modularity,0.10789474922493592,0.117125789371793,0.12763793386357333,0.12835454119274192,0.12181270471651817,0.12007979827180773,0.12106437130492782,0.14068613280608272,0.08737579518060294
NMI,0.37609416731973216,0.59706758790240133,0.610073356822604,0.66911668834431037,0.63490733434558666,0.6750940064990868,0.74837053395130981,1.0,0.61134605217039872
