,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Cluster 10,Cluster 11
0,1,3,3,3,3,3,3,3,3,3
1,1,3,3,3,3,3,3,3,3,3
2,1,3,3,3,3,3,3,3,3,3
3,0,0,4,4,4,4,4,4,4,4
4,1,3,3,3,3,3,3,3,3,3
5,2,2,2,2,2,6,6,2,2,2
6,1,3,3,3,3,3,4,4,4,11
7,2,2,3,5,6,6,6,9,10,6
8,0,3,3,5,6,6,6,6,6,6
9,1,3,3,3,3,3,3,3,3,3
10,2,2,2,5,6,6,6,6,6,6
11,0,2,2,5,6,6,6,6,6,6
12,2,2,2,2,2,2,2,2,2,2
13,0,0,4,4,4,4,4,4,4,4
14,0,1,4,4,4,4,8,8,8,8
15,2,2,2,2,2,2,2,2,2,2
16,2,2,2,2,2,2,2,2,2,2
17,2,2,2,2,2,2,2,2,2,2
18,2,2,2,2,2,2,2,2,2,2
19,2,2,2,2,2,2,2,2,2,2
20,2,2,2,2,2,2,2,2,2,2
21,1,3,3,3,3,3,3,3,3,3
22,2,2,2,2,2,2,2,2,2,2
23,0,0,4,4,4,4,8,8,8,8
24,0,3,4,3,5,5,8,8,8,8
25,0,3,4,4,4,4,8,8,8,8
26,2,2,4,4,4,4,4,4,4,4
27,1,1,1,1,1,1,1,1,1,1
28,1,1,1,1,1,1,1,5,5,5
29,1,1,1,1,1,1,1,1,1,1
30,1,1,1,1,1,1,5,5,5,5
31,1,1,1,5,5,5,5,5,5,5
32,1,1,1,1,1,1,1,5,5,5
33,0,1,0,5,5,5,5,5,5,5
34,1,1,1,1,1,1,1,5,5,5
35,1,1,1,1,1,1,1,1,1,1
36,1,3,3,3,3,3,3,3,3,3
37,2,0,0,0,1,1,1,9,9,9
38,1,0,0,0,0,0,0,0,0,0
39,1,1,1,1,1,1,1,9,9,9
40,0,3,3,3,6,7,7,7,7,7
41,0,1,1,1,6,7,7,7,7,7
42,0,2,0,0,6,7,7,7,7,7
43,1,3,3,3,6,7,7,7,7,11
44,1,1,1,1,1,1,1,1,1,1
45,1,1,1,1,1,1,1,1,1,1
46,1,1,1,5,6,1,1,6,6,6
47,2,3,3,3,3,3,3,9,9,9
48,1,1,1,1,1,1,1,1,1,9
49,1,1,1,1,1,1,1,1,1,1
50,1,1,1,1,1,1,1,1,1,1
51,1,1,1,5,6,1,1,1,1,10
52,0,0,0,0,0,0,0,0,10,10
53,1,1,1,1,1,1,1,1,1,10
54,99,99,99,99,99,99,99,99,99,99
55,99,99,99,99,99,99,99,99,99,99
