,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Cluster 10,Cluster 11,Louvain,LPA
0,0,0,0,0,6,6,6,6,6,6,1,0
1,1,1,4,5,5,7,7,7,7,7,0,1
2,1,1,4,4,4,4,4,4,4,4,0,2
3,1,1,2,4,4,5,8,8,8,8,0,3
4,0,0,0,5,6,6,6,6,6,6,1,0
5,1,1,1,1,1,7,7,1,1,1,0,3
6,2,2,2,5,5,7,7,7,7,7,0,1
7,1,2,2,5,5,7,7,7,7,7,0,1
8,1,1,1,2,2,2,2,2,2,11,2,3
9,2,2,2,3,5,5,8,8,8,8,0,1
10,1,1,4,4,4,4,8,8,8,8,0,3
11,2,2,2,2,2,2,2,2,2,2,2,0
12,1,1,1,1,1,1,1,1,1,1,0,3
13,1,1,2,2,2,5,8,8,8,8,0,1
14,0,0,0,0,0,0,0,9,9,9,0,0
15,1,1,1,1,1,1,1,1,1,1,0,3
16,1,2,2,1,1,1,1,1,1,1,0,3
17,1,1,1,1,1,1,1,1,1,1,0,3
18,1,1,1,1,1,1,1,1,1,1,0,3
19,1,1,1,1,1,1,1,1,1,1,0,3
20,1,1,4,4,4,4,4,4,4,4,0,3
21,1,1,1,1,1,7,7,7,7,7,0,1
22,1,1,4,4,4,4,4,4,4,1,0,3
23,0,3,3,3,3,3,8,8,8,8,0,1
24,0,3,3,3,3,3,3,3,3,3,2,4
25,1,1,1,5,1,7,7,9,9,9,0,3
26,0,0,0,2,6,6,6,9,10,10,0,0
27,2,2,2,2,2,2,2,2,2,2,2,4
28,1,1,1,4,4,4,4,4,2,11,0,3
29,2,2,2,2,2,2,3,3,3,2,2,4
30,1,1,4,4,4,4,4,4,4,4,0,2
31,0,0,4,4,4,4,4,4,4,4,0,2
32,1,3,4,4,4,4,4,4,4,4,0,2
33,1,1,4,4,4,4,4,4,4,4,0,2
34,2,2,3,3,3,3,3,3,3,3,2,4
35,2,2,2,3,6,6,6,6,6,6,2,0
36,2,2,2,2,2,2,2,2,2,11,2,4
37,0,0,0,0,0,0,0,0,9,9,2,0
38,1,1,3,3,3,7,7,2,9,9,2,0
39,2,2,2,2,2,2,2,2,2,2,2,4
40,2,2,2,5,5,5,5,5,5,5,2,5
41,1,1,1,5,5,5,5,5,5,5,2,5
42,2,2,2,5,5,5,5,5,5,5,2,5
43,2,3,3,5,5,5,3,3,3,5,2,4
44,2,2,2,2,2,2,2,2,8,2,2,4
45,0,0,0,5,5,7,3,9,10,10,2,0
46,2,2,3,3,3,3,3,3,3,2,2,4
47,2,2,2,2,2,2,2,2,2,11,2,4
48,2,2,2,2,2,2,2,2,2,2,2,4
49,2,2,2,5,5,5,5,5,5,5,2,4
50,2,3,3,3,3,3,3,3,3,3,2,4
51,2,3,3,3,3,3,3,3,3,3,2,4
52,2,3,3,3,3,3,3,3,3,3,2,4
53,2,2,2,3,3,3,3,3,3,3,2,4
54,99,99,99,99,99,99,99,99,99,99,99,99
55,99,99,99,99,99,99,99,99,99,99,99,99
Modularity,0.13076848463399635,0.09906340807577554,0.08824054262014666,0.10525756395409562,0.11417264791449724,0.11694244104582098,0.1305929959869439,0.13677464030984446,0.128675890846234,0.12665841664089283,0.19404404066184902,0.14481866416981268
NMI,0.38967586822874223,0.26155927668482132,0.29246954997673114,0.32180693783071335,0.38820386982925142,0.37733853730089334,0.5066433732607275,0.55805508214719746,0.44878122930021502,0.48322315894051393,1.0,0.50715115982632852
