,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Cluster 10,Cluster 11,Louvain,
0,0,0,4,4,4,4,4,4,4,4,0,
1,0,0,0,5,5,5,5,5,5,5,1,
2,2,3,3,3,1,1,3,4,4,3,3,
3,1,3,3,3,1,3,3,3,3,3,3,
4,0,0,4,4,4,4,4,4,4,4,0,
5,1,1,1,1,3,3,1,1,1,1,5,
6,0,0,0,5,5,5,5,5,5,5,1,
7,1,1,1,5,5,5,5,5,5,5,1,
8,1,1,1,1,3,3,1,1,10,10,5,
9,2,3,3,3,6,6,6,3,3,9,3,
10,2,3,3,3,6,6,3,3,3,3,3,
11,1,1,1,1,3,3,1,1,1,1,5,
12,2,2,4,4,4,4,4,9,2,11,2,
13,1,1,1,1,3,3,1,1,10,10,5,
14,1,3,3,3,1,1,3,3,3,3,3,
15,2,2,2,2,2,2,2,9,2,2,2,
16,2,2,2,2,2,2,4,9,2,11,2,
17,2,2,2,2,2,2,2,9,2,2,2,
18,2,2,2,2,2,2,2,9,2,2,2,
19,2,2,2,2,2,2,2,9,2,11,2,
20,2,2,2,2,2,2,2,2,9,2,2,
21,2,0,0,5,5,5,5,5,5,2,2,
22,2,2,2,2,2,2,2,2,9,2,2,
23,2,3,3,3,1,1,3,3,3,3,3,
24,1,3,3,3,1,1,3,3,3,3,3,
25,1,3,3,3,1,3,3,3,3,3,3,
26,0,0,4,4,4,4,8,8,8,8,2,
27,1,1,1,1,3,3,1,1,1,1,5,
28,1,1,1,1,3,3,1,1,1,1,5,
29,1,1,1,1,3,3,1,1,1,1,5,
30,2,3,3,3,6,6,6,6,6,9,3,
31,2,3,3,3,6,6,6,6,6,6,3,
32,0,3,3,3,6,6,6,2,9,9,3,
33,2,3,3,3,6,6,6,6,6,6,3,
34,0,0,0,0,0,0,0,0,0,0,3,
35,2,3,3,3,1,1,3,3,3,3,3,
36,0,1,1,1,3,3,1,1,10,10,5,
37,1,1,1,1,1,1,3,3,3,3,5,
38,0,2,2,2,2,7,6,9,4,0,5,
39,1,1,1,1,3,3,1,1,1,1,5,
40,0,2,0,0,0,7,7,7,7,7,4,
41,1,0,1,0,3,7,7,7,7,7,4,
42,1,0,1,0,3,7,7,7,7,7,4,
43,0,0,4,4,4,4,8,8,8,8,3,
44,1,1,1,1,3,3,1,1,1,1,5,
45,0,0,4,4,4,4,8,8,8,8,2,
46,2,3,3,3,1,1,3,3,3,3,3,
47,1,1,1,1,3,3,1,1,1,1,5,
48,1,1,1,1,3,3,1,1,1,1,5,
49,1,1,1,1,3,3,1,1,1,1,5,
50,1,3,3,3,1,1,3,3,3,3,3,
51,2,3,3,3,1,1,3,3,3,3,3,
52,1,3,3,3,1,1,3,3,3,3,3,
53,2,3,3,3,1,1,3,3,3,3,3,
54,99,99,99,99,99,99,99,99,99,99,99,
55,99,99,99,99,99,99,99,99,99,99,99,
Modularity,0.04761539193115952,0.1208273931473392,0.11410512082744799,0.12415645471539291,0.10424685944248868,0.11456699159891036,0.11479767231142303,0.11339740992358693,0.10746891667250452,0.10273304308437742,0.1394421074811344,
NMI,0.34124179917202752,0.68853226154161495,0.68549024124030933,0.79538169603547582,0.66276411185517425,0.66924366976976402,0.72848601455439532,0.70368851400796584,0.68673557670618057,0.74661670048619433,1.0,
Silhoutte,0.02765961,0.09948269,0.10364406,0.13850134,0.10937108,0.15907213,0.1963538,0.20866297,0.21545291,0.23462619,0.15933128,
