,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Cluster 10,Cluster 11,Cluster 12,Louvain,
0,1,1,4,1,1,1,1,8,4,4,4,2,
1,0,0,2,0,0,0,0,9,9,9,9,0,
2,1,1,4,1,1,1,1,1,8,8,8,0,
3,1,1,4,4,6,6,6,6,6,6,6,0,
4,0,0,4,1,1,1,1,8,4,4,4,2,
5,1,1,4,1,1,1,1,1,8,8,8,0,
6,0,0,4,2,2,2,7,9,9,9,9,0,
7,0,0,0,0,0,6,8,8,8,11,11,0,
8,0,0,0,0,0,5,5,5,5,11,11,3,
9,2,3,3,3,3,3,3,3,3,3,3,1,
10,1,1,4,1,1,1,1,1,8,8,8,0,
11,1,1,4,5,5,7,7,7,8,8,7,0,
12,1,1,4,1,1,1,8,1,8,8,8,0,
13,1,1,4,1,6,6,6,6,6,6,8,0,
14,1,2,1,4,4,4,4,4,1,1,1,0,
15,1,3,1,4,4,4,4,4,1,1,1,0,
16,1,1,4,1,4,4,4,4,8,1,8,0,
17,1,1,1,4,4,4,4,4,1,1,1,0,
18,1,1,1,4,4,4,4,4,1,1,1,0,
19,0,3,1,4,4,4,4,4,10,10,10,0,
20,1,1,1,4,4,4,4,4,1,1,1,0,
21,1,1,4,1,4,4,4,4,9,9,9,0,
22,1,3,1,4,4,4,4,4,1,1,1,0,
23,0,1,4,1,6,6,6,6,6,6,6,0,
24,2,1,4,1,6,6,6,6,6,6,6,0,
25,2,2,4,1,6,6,6,6,6,6,6,0,
26,1,1,4,1,1,1,1,9,6,9,9,0,
27,2,2,2,2,2,2,2,2,10,10,10,3,
28,2,3,3,3,3,3,3,3,3,3,3,1,
29,2,2,2,2,2,2,2,2,10,10,12,3,
30,2,3,3,3,3,3,3,3,3,3,3,1,
31,2,3,3,3,3,3,3,3,3,3,3,1,
32,2,3,3,3,3,3,3,3,3,3,3,1,
33,2,3,3,3,3,3,3,3,3,3,3,1,
34,1,3,3,3,3,3,3,3,3,3,3,1,
35,0,2,4,1,1,1,1,8,4,4,4,2,
36,2,2,2,5,5,2,2,2,2,11,2,3,
37,1,1,1,4,6,6,8,9,8,5,5,3,
38,2,2,2,5,6,2,8,2,10,10,12,3,
39,2,2,2,5,5,7,7,7,7,7,7,3,
40,2,2,2,2,2,5,5,5,5,5,5,3,
41,0,1,4,5,5,5,5,5,5,5,5,3,
42,1,1,0,2,2,5,5,5,5,5,5,3,
43,2,2,2,2,2,2,2,2,2,2,2,3,
44,2,2,2,2,2,2,2,2,2,2,2,3,
45,2,2,2,2,2,2,2,2,2,2,2,3,
46,2,2,2,5,5,7,7,7,7,7,7,3,
47,0,1,1,4,6,6,8,9,8,5,5,3,
48,2,2,2,2,2,2,2,2,2,2,2,3,
49,2,2,2,2,2,2,2,2,2,2,4,3,
50,2,2,2,5,5,7,7,7,7,7,7,3,
51,0,0,0,5,5,7,7,7,7,7,7,3,
52,2,2,4,1,1,2,1,8,4,4,4,3,
53,2,2,2,5,2,2,0,2,2,2,2,3,
54,99,99,99,99,99,99,99,99,99,99,99,99,
55,99,99,99,99,99,99,99,99,99,99,99,99,
Modularity,0.09272090142529399,0.1131101273865634,0.1546976370748169,0.146514310952969,0.143656149280293,0.1442482833042128,0.14219523737394013,0.14744112198283998,0.13456345866337222,0.13535944927210586,0.13445456705251815,0.19871045703730209,
NMI,0.29356666444739155,0.40160983812219703,0.52995285712899654,0.50370900485566128,0.50775445940603436,0.57589227526979958,0.54379882000097246,0.60966138910159984,0.61069572722322307,0.62723981586557076,0.5968021354588301,1.0,
Silhoutte,0.03980054,0.0722826,0.12976261,0.13707001,0.13191074,0.14318703,0.16372156,0.17031508,0.19105887,0.19445961,0.20639348,0.1065902,
