,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Cluster 10
0,0,0,3,5,5,5,5,5,5
1,0,0,4,4,4,6,6,9,9
2,1,1,1,5,5,5,5,5,5
3,1,3,3,3,3,3,3,3,3
4,0,0,3,5,5,5,5,5,5
5,1,1,1,1,1,1,1,1,1
6,1,1,4,4,6,6,6,9,9
7,0,1,1,1,6,6,6,6,6
8,0,3,4,0,6,6,6,6,6
9,1,3,3,1,1,1,1,1,1
10,1,1,1,1,1,1,1,1,1
11,0,3,4,4,4,4,4,4,10
12,1,1,1,1,1,1,1,1,1
13,1,3,3,3,3,1,1,1,1
14,1,1,1,1,1,1,1,1,1
15,1,1,1,1,1,1,1,1,1
16,1,1,1,1,1,1,1,1,1
17,1,1,1,1,1,1,1,1,1
18,1,1,1,1,1,1,1,1,1
19,1,1,1,1,1,1,1,1,1
20,1,1,1,1,1,1,1,1,1
21,1,1,1,1,1,1,1,1,1
22,1,1,1,1,1,1,1,1,1
23,1,3,3,3,3,3,3,3,8
24,1,3,3,3,3,3,3,3,3
25,1,3,3,3,3,3,3,3,3
26,1,3,3,3,3,3,8,8,8
27,2,2,4,4,4,2,2,7,4
28,2,2,2,2,2,2,2,2,2
29,2,2,2,2,2,2,2,2,2
30,2,2,2,2,2,2,2,2,2
31,2,2,2,2,2,2,2,2,2
32,2,2,2,2,2,2,2,2,2
33,2,2,2,2,2,2,2,2,2
34,2,2,2,2,2,2,2,2,2
35,0,0,0,5,5,5,5,5,5
36,0,3,4,4,6,6,6,6,6
37,0,0,0,0,0,4,4,0,7
38,2,3,4,4,4,7,4,4,4
39,1,3,4,4,4,7,7,7,4
40,1,3,4,4,4,7,7,7,7
41,1,3,4,4,4,7,7,7,7
42,1,3,4,4,4,7,7,7,7
43,0,3,3,3,3,3,3,3,3
44,2,3,4,4,4,7,4,4,4
45,0,3,3,3,3,3,8,8,8
46,1,1,1,1,1,1,1,1,1
47,0,3,4,4,4,4,4,4,10
48,2,3,4,4,4,4,4,4,10
49,2,2,2,2,2,2,2,2,2
50,1,3,3,3,3,3,8,8,8
51,0,0,4,4,3,3,3,3,3
52,0,0,0,0,0,4,4,4,10
53,0,1,4,4,4,7,4,4,4
54,99,99,99,99,99,99,99,99,99
55,99,99,99,99,99,99,99,99,99
