,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Cluster 10,Cluster 11,Cluster 12
0,1,1,4,4,4,4,4,4,4,4,4
1,0,0,0,0,0,7,7,7,10,10,10
2,1,1,1,1,1,1,1,1,1,1,1
3,1,3,4,5,4,4,4,9,9,9,9
4,1,1,4,4,4,4,4,4,4,4,4
5,1,1,1,1,1,1,1,1,1,1,1
6,0,0,0,0,0,7,7,9,10,10,10
7,1,1,1,1,1,1,1,1,1,1,1
8,0,3,3,3,3,3,3,3,3,3,3
9,1,1,1,1,1,1,1,1,1,1,1
10,1,3,3,3,3,3,3,3,3,3,3
11,0,3,3,3,3,3,3,3,3,3,3
12,1,1,1,1,1,1,1,1,1,1,1
13,1,3,1,1,1,1,4,9,9,9,9
14,1,3,2,5,6,7,7,7,7,7,7
15,1,1,1,1,1,1,1,1,1,1,1
16,1,1,1,1,1,1,1,1,1,1,1
17,1,1,1,1,1,1,1,1,1,1,1
18,1,1,1,1,1,1,1,1,1,1,1
19,1,1,1,1,1,1,1,1,1,1,1
20,1,1,1,1,1,1,1,1,1,1,1
21,1,1,1,1,1,1,1,1,1,1,1
22,1,1,1,1,1,1,1,1,1,1,1
23,1,3,4,5,6,7,7,7,9,9,9
24,0,3,2,5,6,7,7,7,7,7,7
25,0,3,3,5,6,7,7,7,7,7,7
26,1,3,4,4,4,4,8,1,1,1,11
27,2,2,2,2,2,2,2,2,2,2,2
28,2,2,2,2,2,2,2,2,2,2,2
29,2,2,2,2,2,2,2,2,2,2,2
30,2,2,2,2,2,2,2,2,2,2,2
31,0,0,0,4,0,6,6,6,8,8,6
32,2,2,2,2,2,2,2,2,2,2,2
33,2,2,2,2,2,2,2,2,8,8,2
34,2,2,2,2,2,2,2,2,2,2,2
35,1,1,1,1,1,1,4,4,4,4,4
36,0,0,0,0,6,6,6,6,6,6,12
37,0,0,0,0,6,6,6,6,6,6,6
38,0,0,0,0,0,0,0,0,0,11,11
39,0,3,3,3,3,6,6,6,6,3,12
40,2,2,2,5,5,5,5,5,5,5,5
41,0,0,0,5,5,5,5,5,5,5,5
42,0,0,0,5,5,5,5,5,5,5,5
43,0,3,4,4,4,4,8,8,8,8,11
44,2,2,2,2,2,2,2,2,2,2,2
45,2,2,2,2,2,2,2,2,2,2,2
46,0,3,3,3,3,3,3,3,3,3,3
47,0,0,0,0,6,6,6,6,6,6,6
48,2,2,2,2,6,6,6,6,6,2,2
49,2,2,2,2,2,2,2,2,2,2,2
50,2,3,4,4,4,4,8,8,9,11,11
51,0,3,4,4,4,4,8,8,8,8,8
52,0,0,0,0,0,0,0,0,0,0,0
53,0,0,4,4,4,4,8,8,8,8,8
54,99,99,99,99,99,99,99,99,99,99,99
55,99,99,99,99,99,99,99,99,99,99,99
