,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Louvain,LPA
0,0,0,1,5,5,5,6,6,0,0
1,1,1,0,5,5,7,8,8,1,1
2,2,2,2,2,2,2,2,2,1,2
3,2,1,4,4,4,4,4,4,1,3
4,0,0,1,5,5,5,6,6,0,0
5,2,2,2,2,2,2,2,2,1,2
6,1,1,1,5,5,7,8,8,1,1
7,2,3,4,5,6,4,4,4,1,4
8,2,2,2,2,6,6,5,5,1,4
9,2,1,4,4,4,4,4,4,1,3
10,0,0,1,5,5,5,6,6,0,0
11,2,2,2,2,2,2,2,2,1,2
12,1,3,3,3,3,3,3,1,2,5
13,2,3,3,3,3,3,3,3,3,6
14,2,2,2,2,2,2,2,2,1,2
15,2,3,4,4,4,4,4,4,1,6
16,2,2,2,2,2,2,2,2,1,2
17,2,2,2,2,2,2,2,2,1,2
18,2,2,2,2,2,2,2,2,1,2
19,1,1,4,4,4,4,4,4,1,3
20,2,2,2,2,2,2,7,7,1,2
21,0,0,0,5,5,7,8,8,1,1
22,2,2,2,2,2,7,7,7,1,2
23,0,3,3,3,3,3,3,3,3,6
24,1,3,3,3,3,3,3,3,3,6
25,2,2,2,2,2,2,2,2,1,2
26,0,3,3,3,3,6,5,9,3,7
27,1,1,1,1,1,1,1,1,2,5
28,2,2,2,2,2,2,2,2,1,2
29,1,1,1,1,1,1,1,1,2,5
30,2,2,4,4,4,4,4,4,1,3
31,2,2,4,4,4,7,7,7,1,3
32,2,2,4,4,4,7,7,7,1,3
33,2,2,4,4,4,4,4,4,1,3
34,1,1,1,5,6,6,5,5,2,4
35,1,1,1,1,1,1,1,1,2,8
36,0,0,0,5,6,6,5,5,2,4
37,1,1,1,1,1,1,1,1,2,8
38,1,1,1,1,1,1,1,1,2,8
39,1,1,1,1,1,1,1,1,2,8
40,0,1,1,1,1,6,7,5,2,8
41,1,1,2,2,2,2,2,2,2,8
42,1,1,1,1,1,1,1,1,2,8
43,1,1,1,1,1,1,1,1,2,5
44,1,1,1,1,1,1,1,1,2,8
45,1,3,3,3,6,6,5,9,3,7
46,1,3,3,3,3,3,3,3,3,6
47,2,2,2,2,2,2,2,2,1,2
48,1,1,1,1,1,1,1,1,2,8
49,1,1,1,1,1,1,1,1,2,5
50,1,1,1,1,1,1,1,1,2,5
51,1,3,3,3,3,3,3,3,3,6
52,1,3,3,3,3,3,3,3,3,6
53,1,1,1,1,1,1,1,1,2,5
54,99,99,99,99,99,99,99,99,99,99
55,99,99,99,99,99,99,99,99,99,99
Modularity,0.10835597288810489,0.11398458672077358,0.11925970359467516,0.1301503917286088,0.12588134221854694,0.1132080590235718,0.11571612613369406,0.1193591525260378,0.14648319844109703,0.10755375815238434
NMI,0.47406631482806122,0.58216191609770296,0.59713383709492118,0.63687894853843052,0.61402402976266324,0.63690528158528847,0.60014272414173364,0.69364850385775112,1.0,0.68441791941180874
