,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Louvain,LPA
0,1,1,4,5,6,5,5,5,2,0
1,99,99,99,99,99,99,99,99,99,99
2,0,0,0,5,6,5,5,5,2,0
3,1,1,4,4,4,4,4,4,3,1
4,2,2,2,5,6,5,5,5,2,0
5,0,3,3,3,3,3,3,3,2,2
6,1,1,1,1,1,1,1,1,3,3
7,1,1,1,1,1,4,3,3,3,1
8,1,1,1,1,1,1,1,1,3,3
9,2,2,4,4,4,4,8,8,3,4
10,2,2,1,1,1,1,1,8,3,4
11,1,1,1,1,1,1,1,1,3,4
12,1,1,1,1,1,1,1,1,3,1
13,1,1,1,5,5,6,6,6,2,5
14,0,3,3,3,3,3,3,3,2,2
15,1,1,1,1,1,1,1,1,3,3
16,1,1,1,1,1,1,1,1,3,3
17,1,1,1,1,1,1,1,1,3,3
18,1,1,1,1,1,1,1,1,3,3
19,1,1,1,1,1,1,1,1,3,3
20,1,1,4,4,4,4,4,4,3,1
21,1,1,1,1,1,1,1,1,3,3
22,1,3,4,4,4,4,4,4,3,4
23,0,3,3,3,3,3,3,3,2,2
24,2,2,2,2,2,2,2,2,1,6
25,2,2,2,2,2,2,2,2,1,6
26,0,0,0,5,5,6,6,6,2,5
27,0,3,3,3,3,3,3,3,2,2
28,1,3,4,4,4,4,4,4,3,1
29,0,3,3,3,3,3,3,3,2,2
30,1,1,4,4,4,4,4,4,3,7
31,1,1,4,4,4,4,4,4,3,7
32,1,1,4,4,4,4,4,4,3,7
33,1,1,4,4,4,4,4,4,3,7
34,1,1,4,4,4,4,4,4,3,1
35,0,2,3,5,6,5,5,5,2,0
36,2,2,2,2,2,2,2,2,1,6
37,2,2,2,2,2,2,2,2,1,6
38,2,2,2,2,2,2,2,9,1,6
39,2,2,2,2,2,2,2,2,1,6
40,2,2,2,2,2,7,7,7,1,6
41,2,2,2,2,2,7,7,7,1,6
42,2,2,2,2,2,7,7,7,1,6
43,0,0,0,0,6,5,8,8,2,4
44,2,2,2,2,2,7,7,7,1,6
45,1,3,3,5,5,6,6,6,2,5
46,1,1,1,1,1,1,1,2,3,6
47,2,2,2,2,2,2,2,2,1,6
48,2,2,2,2,2,7,7,2,1,6
49,2,2,2,2,2,7,7,7,1,6
50,2,2,2,2,2,2,2,2,1,5
51,1,3,3,3,3,3,6,6,2,5
52,2,2,2,2,6,7,8,8,2,4
53,2,2,2,2,2,2,2,2,1,6
54,0,0,0,0,0,0,0,8,2,4
55,99,99,99,99,99,99,99,99,99,99
Modularity,0.12944872862001858,0.1395493750170199,0.1589259844299496,0.177747774605565,0.1748258246151726,0.1509270995061826,0.14598528580638165,0.13628902670241155,0.19179617381306885,0.13504231375739775
NMI,0.60858095647971622,0.52012764273149792,0.65468115369543611,0.75783466475778871,0.78918883532336481,0.71285512002515017,0.66999920300342575,0.60716823700803779,1.0,0.60062167234049724
