,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Cluster 10,Cluster 11,Louvain,
0,2,2,2,2,6,6,6,6,6,6,0,
1,2,0,3,0,0,7,7,7,7,7,0,
2,2,3,3,3,6,6,6,6,6,6,0,
3,2,3,3,3,3,3,3,3,3,3,0,
4,2,2,2,5,6,6,6,6,6,6,0,
5,0,0,0,4,4,0,8,8,8,8,3,
6,0,0,0,4,4,7,7,7,7,7,0,
7,0,0,4,4,4,4,4,4,4,4,3,
8,0,0,4,4,4,4,4,4,4,4,3,
9,2,3,3,3,3,3,3,3,3,3,0,
10,2,3,3,3,3,3,3,3,3,3,0,
11,1,1,4,4,4,4,8,8,8,8,3,
12,0,0,4,4,4,4,8,8,8,8,3,
13,1,3,3,3,3,3,3,3,3,3,1,
14,2,2,2,2,2,2,2,2,2,2,1,
15,2,2,2,2,2,2,2,2,2,2,1,
16,2,2,2,2,2,2,2,2,2,2,1,
17,2,2,2,2,2,2,2,2,2,2,1,
18,2,2,2,2,2,2,2,2,2,2,1,
19,2,0,0,0,0,0,0,9,10,10,1,
20,2,2,2,2,2,2,2,2,2,2,1,
21,2,2,2,4,2,2,2,2,2,2,1,
22,99,99,99,99,99,99,99,99,99,99,99,
23,1,3,3,3,3,3,3,3,3,3,0,
24,1,1,1,1,1,1,1,1,1,1,8,
25,1,1,1,1,1,1,1,1,1,1,8,
26,2,2,2,2,2,2,2,2,2,2,1,
27,2,2,2,2,2,2,2,9,10,10,1,
28,1,1,1,5,5,5,5,5,5,5,8,
29,1,1,1,5,5,5,5,5,5,5,8,
30,2,3,3,3,3,3,3,3,3,3,0,
31,0,0,0,0,0,3,3,3,0,0,0,
32,2,3,3,3,3,3,3,3,3,11,0,
33,1,1,1,1,1,1,1,1,1,1,8,
34,1,1,1,1,1,1,1,1,1,11,8,
35,2,2,2,5,6,6,6,6,6,6,0,
36,0,3,4,4,4,4,4,4,4,4,3,
37,0,0,3,4,0,4,4,9,9,9,7,
38,1,1,1,1,1,1,1,1,1,1,8,
39,1,1,1,1,1,1,1,1,1,1,8,
40,1,1,1,5,5,5,5,5,5,5,8,
41,1,1,1,1,1,1,1,1,1,1,8,
42,99,99,99,99,99,99,99,99,99,99,99,
43,1,1,1,5,5,5,5,5,5,5,8,
44,99,99,99,99,99,99,99,99,99,99,99,
45,99,99,99,99,99,99,99,99,99,99,99,
46,1,1,1,1,1,1,1,1,1,1,8,
47,0,0,0,0,0,4,4,9,9,9,7,
48,1,1,1,1,5,5,5,5,5,5,8,
49,1,1,1,5,5,5,5,5,5,5,8,
50,1,1,1,1,1,1,1,1,1,1,8,
51,1,1,1,1,1,1,1,1,1,1,8,
52,1,1,1,1,1,1,1,1,1,8,8,
53,1,1,1,1,1,1,1,1,1,1,8,
54,1,1,1,5,5,5,5,5,5,5,8,
55,99,99,99,99,99,99,99,99,99,99,99,
Modularity,0.15304234914428305,0.16087983639853842,0.16458691256286334,0.1442666250247818,0.16231242356204656,0.1650203633840654,0.1636445793208399,0.159846026657446,0.1564809413215612,0.14759946777668387,0.19347207878931405,
NMI,0.61055518435032197,0.61224851390661228,0.71355620713165668,0.6082889589868159,0.7366911203707095,0.75686207567820274,0.76879562302659865,0.76692702881538621,0.77910545215835814,0.72102045173366136,1.0,
Silhoutte,0.14273092,0.16073756,0.17801369,0.15551946,0.22602214,0.23033674,0.22817877,0.25401494,0.28864445,0.30454406,0.21927503,
