,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Cluster 10,Louvain,
0,0,0,0,5,5,5,5,5,5,2,
1,1,3,3,5,5,5,8,8,8,2,
2,0,0,4,4,4,4,4,4,4,2,
3,1,1,1,1,1,3,3,3,3,1,
4,0,0,0,5,5,5,5,5,5,2,
5,0,0,4,5,5,5,8,8,8,1,
6,1,1,1,1,1,3,8,8,8,1,
7,1,1,1,1,1,3,3,3,3,1,
8,0,3,4,4,4,7,7,7,7,3,
9,2,3,4,4,4,4,4,4,4,2,
10,1,1,1,1,1,3,3,3,3,1,
11,1,1,1,1,1,3,3,3,3,1,
12,1,1,1,1,1,3,3,3,3,1,
13,1,1,1,1,1,3,3,3,3,1,
14,1,3,3,3,3,1,1,1,1,0,
15,1,3,3,3,3,1,1,1,1,0,
16,1,3,3,3,3,1,1,1,1,0,
17,1,3,3,3,3,1,1,1,1,0,
18,1,3,3,3,3,1,1,1,1,0,
19,1,3,3,3,3,1,1,1,1,0,
20,2,3,3,3,3,1,1,1,1,0,
21,1,1,3,5,5,0,8,8,8,1,
22,1,3,3,3,3,1,1,1,1,0,
23,1,3,1,1,1,3,3,3,3,1,
24,1,1,1,1,1,3,3,3,3,1,
25,2,2,2,2,2,2,2,2,1,0,
26,2,3,3,3,2,1,1,1,1,0,
27,1,1,1,1,1,3,3,3,3,1,
28,1,1,1,1,1,3,3,3,3,1,
29,2,2,2,2,6,6,6,6,6,3,
30,0,3,4,4,4,4,4,4,4,2,
31,0,1,4,4,4,4,4,4,4,2,
32,0,0,4,4,4,4,4,4,10,2,
33,2,2,2,2,6,6,6,6,6,3,
34,0,1,4,4,4,4,4,4,4,2,
35,2,2,2,5,5,5,5,9,9,3,
36,0,3,4,4,4,7,7,7,7,3,
37,2,2,2,2,6,6,6,6,6,3,
38,2,2,2,2,6,6,6,6,6,3,
39,2,2,2,2,6,6,6,6,6,3,
40,2,2,2,2,2,2,2,2,2,3,
41,2,2,2,2,2,2,2,2,2,3,
42,2,2,2,2,2,2,2,2,2,3,
43,2,2,2,2,2,2,2,2,2,3,
44,2,2,2,2,6,6,6,6,6,3,
45,2,2,2,2,6,6,6,6,6,3,
46,1,1,1,1,1,3,3,3,3,1,
47,0,0,0,0,6,6,6,6,0,3,
48,2,2,2,2,6,6,6,6,6,3,
49,2,2,2,2,6,6,6,6,6,3,
50,1,1,1,1,1,3,3,3,3,1,
51,2,2,2,2,2,2,7,7,7,3,
52,1,1,1,1,5,5,5,9,9,1,
53,2,2,2,2,0,0,8,9,9,3,
54,99,99,99,99,99,99,99,99,99,99,
55,99,99,99,99,99,99,99,99,99,99,
Modularity,0.11741918874917426,0.1061178747007254,0.12634402771496994,0.12852281141086092,0.11606680848104436,0.11391771949573186,0.11076674227846886,0.11216738560386758,0.10795124016288064,0.13856081061984882,
NMI,0.5095092819600161,0.57158303865772397,0.68467988260211599,0.73146675646401338,0.6704258739126655,0.71581590409247531,0.6919282004840559,0.73447454462663198,0.74511779225782948,1.0,
Silhoutte,0.15396491,0.11545439,0.17478117,0.16798208,0.16963594,0.20810224,0.18904803,0.20990809,0.20966954,0.15537184,
