,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Cluster 10,Louvain,LPA
0,2,2,2,2,2,2,2,2,2,0,0
1,2,2,2,2,2,2,2,2,2,0,0
2,2,2,2,2,2,2,2,2,2,0,0
3,0,3,3,3,3,3,3,3,3,3,1
4,2,2,2,2,2,2,2,2,10,0,2
5,2,2,2,2,0,6,8,9,10,0,2
6,2,2,2,2,2,2,2,2,2,0,0
7,2,2,2,2,2,2,2,2,2,0,0
8,0,0,0,0,6,7,7,7,7,0,2
9,0,3,3,3,3,3,3,3,3,3,3
10,2,2,2,2,6,6,6,6,6,0,4
11,1,1,1,1,6,6,6,6,6,7,4
12,2,2,2,2,2,2,2,2,2,0,0
13,0,3,3,5,5,5,5,5,5,3,3
14,2,3,3,5,5,5,5,5,5,3,3
15,2,2,4,4,4,4,4,4,4,3,5
16,0,0,0,0,6,0,2,9,10,3,2
17,2,2,4,4,4,4,4,4,4,3,5
18,2,2,4,4,4,4,4,4,4,3,5
19,2,2,4,4,4,4,4,4,4,3,5
20,1,1,4,4,4,4,4,4,4,3,5
21,1,1,4,4,4,4,4,4,4,3,5
22,99,99,99,99,99,99,99,99,99,99,99
23,0,0,0,5,5,5,5,5,5,7,6
24,1,1,1,5,5,5,5,5,5,7,6
25,99,99,99,99,99,99,99,99,99,99,99
26,2,2,4,5,5,5,5,5,5,3,3
27,1,1,1,1,1,1,1,1,9,7,4
28,1,1,1,1,1,1,1,1,1,7,7
29,1,1,1,1,1,1,1,1,1,7,7
30,0,3,3,3,3,3,3,3,3,3,1
31,0,3,3,3,3,3,3,3,3,3,1
32,1,3,3,3,3,3,3,3,3,3,1
33,1,1,1,1,1,1,1,1,1,7,7
34,99,99,99,99,99,99,99,99,99,99,99
35,2,2,2,2,2,2,2,2,10,0,2
36,1,1,1,1,6,7,7,7,7,7,2
37,1,3,4,4,4,4,8,8,8,7,6
38,1,1,4,1,1,1,8,8,8,7,6
39,1,1,1,1,1,1,1,1,1,7,7
40,1,1,1,1,1,1,1,1,1,7,7
41,99,99,99,99,99,99,99,99,99,99,99
42,99,99,99,99,99,99,99,99,99,99,99
43,1,1,1,1,1,1,1,1,1,7,7
44,1,1,1,1,1,1,1,1,1,7,4
45,1,1,1,1,1,1,6,1,1,7,4
46,0,3,4,4,4,4,8,8,8,7,6
47,99,99,99,99,99,99,99,99,99,99,99
48,99,99,99,99,99,99,99,99,99,99,99
49,1,1,1,1,1,1,1,1,1,7,7
50,1,1,1,1,1,1,1,1,1,7,7
51,1,1,1,1,1,1,1,1,1,7,7
52,1,1,1,1,1,1,1,9,9,7,6
53,1,1,1,1,1,1,1,1,1,7,6
54,99,99,99,99,99,99,99,99,99,99,99
55,99,99,99,99,99,99,99,99,99,99,99
Modularity,0.14637913305987743,0.15551695811030225,0.20961781455425804,0.21072434714765484,0.19521159054920662,0.19498562182494794,0.18340284777908947,0.18795257055793,0.16885792758967255,0.2298829380232731,0.15162508875083613
NMI,0.46620183662415599,0.48376841361112061,0.68730167222687355,0.66281275846189247,0.57270650388321054,0.59154635656526255,0.56356353253827163,0.58953166703837301,0.58710715546462455,1.0,0.6100999598157939
