,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Cluster 10,Cluster 11,Cluster 12,Louvain,
0,1,1,4,4,4,4,4,4,4,4,4,3,
1,0,0,0,0,0,7,7,7,10,10,10,0,
2,1,1,1,1,1,1,1,1,1,1,1,3,
3,1,3,4,5,4,4,4,9,9,9,9,1,
4,1,1,4,4,4,4,4,4,4,4,4,3,
5,1,1,1,1,1,1,1,1,1,1,1,3,
6,0,0,0,0,0,7,7,9,10,10,10,0,
7,1,1,1,1,1,1,1,1,1,1,1,3,
8,0,3,3,3,3,3,3,3,3,3,3,3,
9,1,1,1,1,1,1,1,1,1,1,1,1,
10,1,3,3,3,3,3,3,3,3,3,3,3,
11,0,3,3,3,3,3,3,3,3,3,3,3,
12,1,1,1,1,1,1,1,1,1,1,1,3,
13,1,3,1,1,1,1,4,9,9,9,9,1,
14,1,3,2,5,6,7,7,7,7,7,7,1,
15,1,1,1,1,1,1,1,1,1,1,1,3,
16,1,1,1,1,1,1,1,1,1,1,1,3,
17,1,1,1,1,1,1,1,1,1,1,1,3,
18,1,1,1,1,1,1,1,1,1,1,1,3,
19,1,1,1,1,1,1,1,1,1,1,1,3,
20,1,1,1,1,1,1,1,1,1,1,1,3,
21,1,1,1,1,1,1,1,1,1,1,1,1,
22,1,1,1,1,1,1,1,1,1,1,1,3,
23,1,3,4,5,6,7,7,7,9,9,9,1,
24,0,3,2,5,6,7,7,7,7,7,7,1,
25,0,3,3,5,6,7,7,7,7,7,7,1,
26,1,3,4,4,4,4,8,1,1,1,11,1,
27,2,2,2,2,2,2,2,2,2,2,2,2,
28,2,2,2,2,2,2,2,2,2,2,2,2,
29,2,2,2,2,2,2,2,2,2,2,2,2,
30,2,2,2,2,2,2,2,2,2,2,2,2,
31,0,0,0,4,0,6,6,6,8,8,6,2,
32,2,2,2,2,2,2,2,2,2,2,2,2,
33,2,2,2,2,2,2,2,2,8,8,2,2,
34,2,2,2,2,2,2,2,2,2,2,2,2,
35,1,1,1,1,1,1,4,4,4,4,4,3,
36,0,0,0,0,6,6,6,6,6,6,12,2,
37,0,0,0,0,6,6,6,6,6,6,6,2,
38,0,0,0,0,0,0,0,0,0,11,11,2,
39,0,3,3,3,3,6,6,6,6,3,12,2,
40,2,2,2,5,5,5,5,5,5,5,5,2,
41,0,0,0,5,5,5,5,5,5,5,5,2,
42,0,0,0,5,5,5,5,5,5,5,5,2,
43,0,3,4,4,4,4,8,8,8,8,11,1,
44,2,2,2,2,2,2,2,2,2,2,2,2,
45,2,2,2,2,2,2,2,2,2,2,2,2,
46,0,3,3,3,3,3,3,3,3,3,3,3,
47,0,0,0,0,6,6,6,6,6,6,6,2,
48,2,2,2,2,6,6,6,6,6,2,2,2,
49,2,2,2,2,2,2,2,2,2,2,2,2,
50,2,3,4,4,4,4,8,8,9,11,11,1,
51,0,3,4,4,4,4,8,8,8,8,8,1,
52,0,0,0,0,0,0,0,0,0,0,0,3,
53,0,0,4,4,4,4,8,8,8,8,8,1,
54,99,99,99,99,99,99,99,99,99,99,99,99,
55,99,99,99,99,99,99,99,99,99,99,99,99,
Modularity,0.1793297574257579,0.17369256016288054,0.15147974598466968,0.17170921339158757,0.1624215322726747,0.16504629090299006,0.1668876918280347,0.16700490296464435,0.16198373133748456,0.16698594492346464,0.16897621692027945,0.21665575919633875,
NMI,0.37800104695479114,0.50990923508317065,0.45427975825133449,0.4576778584773824,0.49272650750234354,0.58152450135308487,0.59673682745072854,0.60124227917557371,0.60149774123417887,0.57000461519182954,0.63575229100615893,1.0,
Silhoutte,0.10883051,0.1112107,0.11495171,0.15609793,0.1641605,0.18150962,0.20095857,0.2103425,0.25243248,0.25316633,0.28529417,0.0885794,
