,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Cluster 10,Cluster 11,Louvain,
0,0,0,2,5,5,5,5,5,5,5,2,
1,0,0,0,5,2,7,2,9,9,9,0,
2,0,3,3,3,3,3,3,3,3,3,2,
3,2,3,3,3,3,2,8,8,8,8,2,
4,0,0,2,5,5,5,5,5,5,5,2,
5,2,2,4,4,4,4,4,2,2,2,1,
6,0,0,2,2,2,7,2,9,9,9,0,
7,0,0,2,2,2,7,2,9,9,9,0,
8,0,0,1,1,2,3,2,1,10,10,4,
9,0,3,3,3,3,2,8,8,8,8,2,
10,2,2,2,2,6,2,8,2,2,2,1,
11,2,2,1,4,4,1,1,2,2,2,1,
12,2,2,2,4,4,4,4,2,2,2,1,
13,2,2,4,3,3,2,8,8,8,8,2,
14,0,0,1,1,2,7,7,7,7,7,3,
15,2,2,4,4,4,4,4,4,4,4,1,
16,1,1,1,1,1,1,1,1,1,1,4,
17,2,2,4,4,4,4,4,4,4,4,1,
18,2,2,4,4,4,4,4,4,4,4,1,
19,2,2,4,4,4,4,4,4,2,4,1,
20,2,2,4,4,4,4,4,4,4,4,1,
21,2,2,4,4,4,4,4,2,2,2,1,
22,2,2,4,4,4,4,4,4,4,4,1,
23,0,3,3,3,3,2,8,8,8,8,2,
24,2,2,2,2,2,7,7,7,7,7,3,
25,0,0,0,0,2,7,7,7,7,7,3,
26,0,3,4,3,3,3,3,4,4,11,1,
27,1,1,1,1,1,1,1,1,1,1,1,
28,1,1,1,1,1,1,1,1,1,1,1,
29,1,1,1,1,1,1,1,1,1,1,4,
30,0,3,3,3,3,3,8,8,8,8,2,
31,1,3,3,3,3,3,3,3,3,3,3,
32,0,3,3,3,3,3,3,3,3,3,3,
33,1,3,2,2,6,3,3,3,3,3,3,
34,1,1,1,1,1,1,1,1,1,11,4,
35,0,0,0,5,5,5,5,5,5,5,2,
36,1,1,1,1,1,1,1,1,10,10,4,
37,0,3,3,3,6,2,4,9,9,9,4,
38,1,1,1,1,1,1,1,1,1,1,4,
39,1,1,1,1,1,1,1,1,1,1,4,
40,2,2,2,2,6,6,6,6,6,6,3,
41,2,2,2,2,6,6,6,6,6,6,3,
42,2,2,2,2,6,6,6,6,6,6,3,
43,1,1,2,2,6,6,6,6,6,6,3,
44,1,1,2,2,6,6,6,6,6,6,3,
45,1,1,1,1,1,1,1,1,1,1,4,
46,1,1,1,1,1,1,1,1,1,1,4,
47,0,3,3,3,6,2,6,9,9,9,4,
48,1,1,1,1,1,1,1,1,1,1,4,
49,1,1,1,1,1,1,1,1,1,1,4,
50,1,3,1,1,1,3,3,3,3,3,3,
51,1,1,1,1,1,1,1,1,1,1,4,
52,1,1,1,1,1,1,1,1,1,1,4,
53,1,1,1,1,1,1,1,1,1,1,4,
54,99,99,99,99,99,99,99,99,99,99,99,
55,99,99,99,99,99,99,99,99,99,99,99,
Modularity,0.11028088733383995,0.1245516622678007,0.10801243000908492,0.12148791901399315,0.1389723813994977,0.13494260084885099,0.13635915398443943,0.1410053195836879,0.134240062880247,0.12887124808999664,0.16389619414851386,
NMI,0.35430931474000293,0.38995381145447772,0.44442634139835208,0.54969885387249717,0.57142319360781468,0.59059796607736592,0.62542309464753687,0.73137930323622014,0.71465887324443156,0.68773605238013025,1.0,
Silhoutte,0.04872587,0.05860802,0.04484354,0.06558879,0.12327163,0.14783167,0.18913631,0.20000995,0.22033843,0.2288735,0.08599817,
