,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Cluster 10,Cluster 11,Cluster 12,Louvain,LPA
0,1,1,1,1,1,1,1,1,1,1,1,0,0
1,0,0,0,0,0,7,7,7,7,7,7,1,1
2,2,2,2,5,5,5,5,5,5,5,5,1,2
3,2,2,2,2,2,2,2,2,2,2,2,1,3
4,0,0,0,4,0,7,7,7,10,10,10,0,2
5,1,1,1,1,1,1,1,1,1,1,1,0,2
6,0,0,0,0,4,7,7,7,7,7,7,1,1
7,2,2,2,2,4,4,4,4,4,4,4,1,3
8,2,2,2,2,2,2,2,2,2,6,6,1,3
9,1,1,1,1,1,1,1,1,1,1,1,0,0
10,2,2,2,2,2,2,2,2,2,2,2,1,2
11,1,1,1,1,1,1,1,1,1,1,1,0,0
12,2,2,2,2,2,2,2,2,2,2,2,1,3
13,1,1,1,1,1,1,1,1,1,1,1,0,0
14,0,3,4,4,6,6,8,8,8,8,8,3,4
15,0,0,4,4,6,6,8,9,9,9,11,3,4
16,0,0,4,4,4,4,4,4,4,4,4,3,4
17,0,3,4,4,6,6,8,8,8,8,8,3,4
18,1,1,1,1,1,1,1,1,1,1,1,0,0
19,0,0,0,0,2,7,6,6,6,6,6,1,3
20,2,3,3,5,5,5,5,5,5,5,5,1,2
21,1,1,1,1,1,1,1,1,1,1,1,0,0
22,0,0,0,5,5,5,5,5,5,5,5,1,2
23,0,0,4,2,4,4,4,4,4,4,4,3,4
24,0,0,4,4,4,4,4,4,4,4,4,3,4
25,2,2,2,5,5,2,2,2,2,2,2,1,3
26,0,2,4,4,6,6,8,9,9,9,11,3,4
27,1,2,2,2,2,7,6,6,6,6,6,1,3
28,1,2,2,5,1,2,1,1,1,1,1,0,2
29,0,3,3,3,3,3,6,6,6,6,6,2,3
30,2,2,2,2,2,2,2,2,2,2,2,1,3
31,2,0,0,5,5,5,5,5,5,5,5,1,2
32,2,2,2,5,5,5,5,5,5,5,5,1,2
33,2,2,2,2,2,2,2,2,2,2,2,1,3
34,2,3,3,3,3,3,3,3,3,3,3,2,5
35,1,1,1,1,1,1,1,1,1,1,1,0,0
36,1,1,1,1,1,1,1,1,1,1,1,0,1
37,0,0,0,0,0,0,0,0,10,11,12,2,1
38,0,0,0,0,0,0,0,0,0,11,12,2,1
39,2,3,3,3,3,3,3,3,3,3,9,2,5
40,2,3,3,3,3,3,3,3,3,3,3,2,5
41,0,0,0,0,0,0,0,0,0,0,12,2,1
42,2,3,3,3,3,3,3,3,3,3,3,2,5
43,0,0,0,3,3,3,3,3,3,3,3,2,5
44,2,3,3,3,3,3,3,3,3,3,3,2,5
45,0,0,4,4,6,6,8,9,9,9,11,3,4
46,0,0,4,4,6,6,8,9,9,4,4,3,4
47,0,3,3,3,3,3,0,7,7,7,9,2,1
48,0,0,0,0,0,0,0,0,10,10,10,1,1
49,0,3,3,3,3,3,3,3,8,6,9,2,5
50,0,3,3,3,3,3,3,3,3,3,3,2,5
51,0,0,0,0,0,0,0,0,0,11,9,3,1
52,1,1,1,1,1,1,1,1,1,1,1,0,0
53,0,3,3,3,4,4,6,9,9,9,11,2,4
54,99,99,99,99,99,99,99,99,99,99,99,99,99
55,99,99,99,99,99,99,99,99,99,99,99,99,99
Modularity,0.1245176111950063,0.1417485322283566,0.1709060422758977,0.18037177036782148,0.17800211178276235,0.17924841051230905,0.17438734819745605,0.16972590185719977,0.16043102532316475,0.16276592610335258,0.15883445018165254,0.20786907385925535,0.175066443416495
NMI,0.46685723620873998,0.48322502462840172,0.66735268887419519,0.67323323806267132,0.67125293047849699,0.65163069699429121,0.66846907219453777,0.6203444077395005,0.60696458369216943,0.62684718276794449,0.65029844471482967,1.0,0.59825827990900293
