,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Cluster 10,Cluster 11,Cluster 12,Louvain,LPA
0,2,3,3,3,3,3,3,3,3,3,3,1,0
1,1,1,4,4,6,6,6,6,10,10,10,3,1
2,2,3,3,3,3,3,3,3,3,3,3,1,0
3,2,3,3,3,3,3,3,3,3,11,11,1,0
4,2,3,3,3,3,7,3,3,3,3,3,1,0
5,0,0,0,0,0,0,0,0,9,9,12,3,2
6,0,0,0,5,5,5,5,5,5,5,12,3,2
7,0,1,4,1,1,1,1,1,1,1,9,2,3
8,1,1,4,1,1,1,1,1,1,1,9,2,3
9,99,99,99,99,99,99,99,99,99,99,99,99,99
10,1,1,1,1,3,3,3,3,3,3,1,2,4
11,1,1,4,1,1,1,1,1,1,1,1,2,3
12,1,1,1,1,3,3,3,3,3,3,1,1,4
13,0,2,2,4,2,2,2,6,9,9,9,3,2
14,2,2,2,2,2,2,2,2,2,2,2,3,5
15,2,2,2,2,2,2,2,2,2,2,2,3,5
16,2,2,2,2,2,2,2,2,9,9,2,3,2
17,2,2,2,2,2,2,2,2,2,2,2,3,5
18,2,2,2,2,2,2,2,2,2,2,2,3,5
19,2,2,2,2,2,2,2,2,2,2,2,3,5
20,0,2,4,4,6,7,7,7,7,7,7,3,5
21,2,2,2,2,2,2,2,2,2,2,2,3,5
22,2,2,2,2,2,2,2,2,2,2,2,3,5
23,2,2,2,2,4,4,8,8,8,8,8,3,1
24,2,3,3,3,3,3,3,3,3,11,11,1,4
25,1,1,4,1,1,1,1,1,1,1,9,2,3
26,2,2,2,2,6,6,6,6,10,10,10,3,1
27,1,1,1,1,1,1,1,1,1,6,6,2,4
28,1,3,1,5,5,5,5,5,5,5,5,1,1
29,1,1,1,5,5,5,5,5,5,5,5,2,1
30,0,0,0,5,5,5,5,5,5,5,5,3,2
31,0,0,4,4,6,7,7,7,7,7,7,1,0
32,0,0,0,0,6,6,0,9,6,6,6,3,2
33,2,3,4,3,6,7,7,7,7,7,7,1,0
34,1,1,1,1,1,1,1,1,1,1,9,2,3
35,2,3,3,3,3,3,3,3,3,3,3,1,0
36,1,1,4,1,1,1,1,1,1,1,9,2,3
37,2,3,3,3,3,3,3,3,3,3,1,1,4
38,0,3,0,5,5,5,5,5,5,5,5,1,2
39,0,0,4,4,6,7,7,7,7,7,7,1,2
40,0,0,3,4,4,4,4,4,4,4,4,2,6
41,1,1,1,1,4,1,1,1,1,4,1,2,4
42,0,0,3,4,4,4,4,4,4,4,4,2,6
43,1,1,1,5,5,6,6,6,10,10,10,3,1
44,1,1,1,1,4,4,4,4,4,4,1,2,4
45,1,1,1,1,4,4,4,4,4,4,1,2,4
46,2,3,3,3,3,3,3,3,3,11,11,1,0
47,0,0,0,0,0,0,8,8,8,8,8,2,2
48,1,1,1,1,1,1,1,1,1,1,1,2,4
49,1,1,1,1,1,1,1,1,1,1,1,2,4
50,1,3,3,5,5,5,5,5,5,5,5,1,1
51,1,1,1,1,1,1,1,1,1,1,1,2,4
52,2,3,3,3,3,7,7,7,7,7,7,1,0
53,1,1,1,1,3,1,3,3,3,1,1,2,4
54,99,99,99,99,99,99,99,99,99,99,99,99,99
55,99,99,99,99,99,99,99,99,99,99,99,99,99
Modularity,0.07272936073935235,0.13491327878251846,0.09564031707258852,0.12714200110429505,0.12365703766909412,0.12157695687729604,0.12392815306672343,0.12175467498783367,0.11567617616871496,0.10152298035027339,0.09128299950063483,0.15043217984172452,0.0999649037721489
NMI,0.2751048704690201,0.59484691607232465,0.40201931912878941,0.52513708360086031,0.48648798336977628,0.5426169129282219,0.54316356495581786,0.53750149206782261,0.53274750741549615,0.52411855705632504,0.47517360906941164,1.0,0.48894690278496999
