,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Louvain,LPA
0,1,1,4,4,4,4,4,0,0
1,0,0,0,0,6,6,6,2,1
2,0,0,4,4,4,4,4,0,0
3,2,3,3,3,3,3,3,2,2
4,0,1,4,4,4,4,4,0,0
5,2,2,2,2,2,2,2,1,3
6,2,2,2,2,6,6,6,1,1
7,0,0,0,5,5,5,5,0,1
8,0,0,0,5,5,5,5,0,1
9,2,3,3,3,3,3,3,2,2
10,2,3,3,3,3,3,3,2,2
11,2,3,1,1,1,1,1,2,2
12,2,2,2,2,2,2,2,1,3
13,2,2,2,2,6,2,8,1,2
14,2,2,2,2,2,2,2,1,2
15,2,2,2,2,2,2,2,1,3
16,2,2,2,2,2,2,2,1,3
17,2,2,2,2,2,2,2,1,3
18,2,2,2,2,2,2,2,1,3
19,2,2,2,2,2,2,2,1,3
20,2,2,2,2,2,2,2,1,3
21,2,2,2,2,2,2,2,1,3
22,2,2,2,2,2,2,2,1,3
23,1,3,3,3,6,6,1,2,2
24,1,1,1,1,1,1,8,2,2
25,1,3,1,1,1,1,8,2,2
26,2,2,2,2,2,2,2,1,2
27,1,1,1,1,1,1,1,3,4
28,1,1,1,1,1,1,1,3,4
29,1,1,1,1,1,1,1,3,4
30,0,3,3,3,3,3,3,2,5
31,0,3,3,3,3,3,3,2,5
32,0,3,3,3,3,3,3,2,5
33,1,1,1,1,1,1,1,3,4
34,1,1,1,1,1,1,1,3,4
35,0,0,4,4,4,4,4,0,0
36,0,0,0,5,5,5,5,0,1
37,1,1,1,1,1,1,1,3,1
38,1,1,1,1,1,1,1,3,4
39,1,1,1,1,1,1,1,3,4
40,1,1,4,1,1,7,7,3,6
41,0,3,4,5,5,7,7,3,6
42,2,3,4,5,5,7,7,3,6
43,1,1,1,1,1,1,1,3,4
44,1,1,1,1,1,1,1,3,4
45,1,1,1,1,1,1,1,3,2
46,1,1,1,1,1,1,1,3,4
47,1,1,1,1,1,1,1,3,4
48,1,1,1,1,1,1,1,3,4
49,1,1,1,1,1,1,1,3,4
50,1,1,1,1,1,1,1,3,4
51,1,1,1,1,1,1,1,3,2
52,1,1,1,1,1,1,8,3,1
53,1,1,1,1,1,1,1,3,4
54,99,99,99,99,99,99,99,99,99
55,99,99,99,99,99,99,99,99,99
Modularity,0.11037130016630409,0.11927513522602028,0.13391003330365223,0.13486446791567686,0.13107896274931485,0.13357817934644656,0.12430286574500905,0.14252677684016,0.10805367529393349
NMI,0.53520595556989736,0.74066379568187668,0.73896683709780964,0.77927712483245626,0.72210157825414079,0.75979604321237637,0.71076312832820221,1.0,0.60741292621344511
