,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Cluster 10,Louvain,LPA
0,0,0,3,5,5,5,5,5,5,0,0
1,0,0,4,4,4,6,6,9,9,0,1
2,1,1,1,5,5,5,5,5,5,0,0
3,1,3,3,3,3,3,3,3,3,1,2
4,0,0,3,5,5,5,5,5,5,0,0
5,1,1,1,1,1,1,1,1,1,0,3
6,1,1,4,4,6,6,6,9,9,0,1
7,0,1,1,1,6,6,6,6,6,0,1
8,0,3,4,0,6,6,6,6,6,3,1
9,1,3,3,1,1,1,1,1,1,1,2
10,1,1,1,1,1,1,1,1,1,0,3
11,0,3,4,4,4,4,4,4,10,3,4
12,1,1,1,1,1,1,1,1,1,0,3
13,1,3,3,3,3,1,1,1,1,1,2
14,1,1,1,1,1,1,1,1,1,1,2
15,1,1,1,1,1,1,1,1,1,1,3
16,1,1,1,1,1,1,1,1,1,0,3
17,1,1,1,1,1,1,1,1,1,0,3
18,1,1,1,1,1,1,1,1,1,1,3
19,1,1,1,1,1,1,1,1,1,0,3
20,1,1,1,1,1,1,1,1,1,1,3
21,1,1,1,1,1,1,1,1,1,0,3
22,1,1,1,1,1,1,1,1,1,1,3
23,1,3,3,3,3,3,3,3,8,1,2
24,1,3,3,3,3,3,3,3,3,1,2
25,1,3,3,3,3,3,3,3,3,1,2
26,1,3,3,3,3,3,8,8,8,1,2
27,2,2,4,4,4,2,2,7,4,3,5
28,2,2,2,2,2,2,2,2,2,2,5
29,2,2,2,2,2,2,2,2,2,2,5
30,2,2,2,2,2,2,2,2,2,2,5
31,2,2,2,2,2,2,2,2,2,2,6
32,2,2,2,2,2,2,2,2,2,2,6
33,2,2,2,2,2,2,2,2,2,2,6
34,2,2,2,2,2,2,2,2,2,2,6
35,0,0,0,5,5,5,5,5,5,0,0
36,0,3,4,4,6,6,6,6,6,3,1
37,0,0,0,0,0,4,4,0,7,3,4
38,2,3,4,4,4,7,4,4,4,3,4
39,1,3,4,4,4,7,7,7,4,3,4
40,1,3,4,4,4,7,7,7,7,3,7
41,1,3,4,4,4,7,7,7,7,3,7
42,1,3,4,4,4,7,7,7,7,3,7
43,0,3,3,3,3,3,3,3,3,1,2
44,2,3,4,4,4,7,4,4,4,3,4
45,0,3,3,3,3,3,8,8,8,1,2
46,1,1,1,1,1,1,1,1,1,0,4
47,0,3,4,4,4,4,4,4,10,3,4
48,2,3,4,4,4,4,4,4,10,3,4
49,2,2,2,2,2,2,2,2,2,2,5
50,1,3,3,3,3,3,8,8,8,1,2
51,0,0,4,4,3,3,3,3,3,3,4
52,0,0,0,0,0,4,4,4,10,3,4
53,0,1,4,4,4,7,4,4,4,3,4
54,99,99,99,99,99,99,99,99,99,99,99
55,99,99,99,99,99,99,99,99,99,99,99
Modularity,0.09348752487686735,0.10639796532498408,0.13234924839816742,0.1389139105319059,0.13801094847731332,0.14050638162292686,0.12830395582115245,0.1239120860557723,0.1243047324528745,0.1538756449152004,0.12132945797192912
NMI,0.37352143309032731,0.51697845389179309,0.65437485957157027,0.70895337380867673,0.64431591868823612,0.62155016471605706,0.61091376964909305,0.6422171667654244,0.63603472111511694,1.0,0.64489525180371388
