,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Cluster 10,Cluster 11,Louvain,LPA
0,0,0,2,5,5,5,5,5,5,5,2,0
1,0,0,0,5,2,7,2,9,9,9,0,1
2,0,3,3,3,3,3,3,3,3,3,2,2
3,2,3,3,3,3,2,8,8,8,8,2,2
4,0,0,2,5,5,5,5,5,5,5,2,0
5,2,2,4,4,4,4,4,2,2,2,1,3
6,0,0,2,2,2,7,2,9,9,9,0,1
7,0,0,2,2,2,7,2,9,9,9,0,1
8,0,0,1,1,2,3,2,1,10,10,4,4
9,0,3,3,3,3,2,8,8,8,8,2,2
10,2,2,2,2,6,2,8,2,2,2,1,3
11,2,2,1,4,4,1,1,2,2,2,1,5
12,2,2,2,4,4,4,4,2,2,2,1,3
13,2,2,4,3,3,2,8,8,8,8,2,2
14,0,0,1,1,2,7,7,7,7,7,3,6
15,2,2,4,4,4,4,4,4,4,4,1,3
16,1,1,1,1,1,1,1,1,1,1,4,5
17,2,2,4,4,4,4,4,4,4,4,1,3
18,2,2,4,4,4,4,4,4,4,4,1,3
19,2,2,4,4,4,4,4,4,2,4,1,3
20,2,2,4,4,4,4,4,4,4,4,1,3
21,2,2,4,4,4,4,4,2,2,2,1,3
22,2,2,4,4,4,4,4,4,4,4,1,3
23,0,3,3,3,3,2,8,8,8,8,2,2
24,2,2,2,2,2,7,7,7,7,7,3,6
25,0,0,0,0,2,7,7,7,7,7,3,6
26,0,3,4,3,3,3,3,4,4,11,1,3
27,1,1,1,1,1,1,1,1,1,1,1,5
28,1,1,1,1,1,1,1,1,1,1,1,5
29,1,1,1,1,1,1,1,1,1,1,4,5
30,0,3,3,3,3,3,8,8,8,8,2,2
31,1,3,3,3,3,3,3,3,3,3,3,7
32,0,3,3,3,3,3,3,3,3,3,3,7
33,1,3,2,2,6,3,3,3,3,3,3,7
34,1,1,1,1,1,1,1,1,1,11,4,4
35,0,0,0,5,5,5,5,5,5,5,2,0
36,1,1,1,1,1,1,1,1,10,10,4,4
37,0,3,3,3,6,2,4,9,9,9,4,4
38,1,1,1,1,1,1,1,1,1,1,4,4
39,1,1,1,1,1,1,1,1,1,1,4,5
40,2,2,2,2,6,6,6,6,6,6,3,8
41,2,2,2,2,6,6,6,6,6,6,3,8
42,2,2,2,2,6,6,6,6,6,6,3,8
43,1,1,2,2,6,6,6,6,6,6,3,8
44,1,1,2,2,6,6,6,6,6,6,3,8
45,1,1,1,1,1,1,1,1,1,1,4,4
46,1,1,1,1,1,1,1,1,1,1,4,5
47,0,3,3,3,6,2,6,9,9,9,4,4
48,1,1,1,1,1,1,1,1,1,1,4,5
49,1,1,1,1,1,1,1,1,1,1,4,5
50,1,3,1,1,1,3,3,3,3,3,3,7
51,1,1,1,1,1,1,1,1,1,1,4,5
52,1,1,1,1,1,1,1,1,1,1,4,5
53,1,1,1,1,1,1,1,1,1,1,4,5
54,99,99,99,99,99,99,99,99,99,99,99,99
55,99,99,99,99,99,99,99,99,99,99,99,99
Modularity,0.11028088733383995,0.1245516622678007,0.10801243000908492,0.12148791901399315,0.1389723813994977,0.13494260084885099,0.13635915398443943,0.1410053195836879,0.134240062880247,0.12887124808999664,0.16389619414851386,0.1297746758105715
NMI,0.35430931474000293,0.38995381145447772,0.44442634139835208,0.54969885387249717,0.57142319360781468,0.59059796607736592,0.62542309464753687,0.73137930323622014,0.71465887324443156,0.68773605238013025,1.0,0.78299855651431827
